energy_ev,D_up_up,D_up_down,D_down_up,D_down_down,L_up_up,L_up_down,L_down_up,L_down_down
-0.785,0.587645303228,4.5115428295e-05,4.49045126518e-05,0.587624623302,0.587624623302,4.49045126518e-05,4.5115428295e-05,0.587645303228
-0.78,0.606797765431,4.52003370596e-05,4.49971226978e-05,0.606779121278,0.606779121278,4.49971226978e-05,4.52003370596e-05,0.606797765431
-0.775,0.635070205726,4.46044553157e-05,4.44207021156e-05,0.635056506493,0.635056506493,4.44207021156e-05,4.46044553157e-05,0.635070205726
-0.77,0.672627686278,4.23746273511e-05,4.22569545572e-05,0.672626126596,0.672626126596,4.22569545572e-05,4.23746273511e-05,0.672627686278
-0.765,0.722877312324,0.00030534253153,0.000305941863969,0.722535339506,0.722535339506,0.000305941863969,0.00030534253153,0.722877312324
-0.76,0.768890941941,0.000177882789113,0.000177283272049,0.768649912011,0.768649912011,0.000177283272049,0.000177882789113,0.768890941941
-0.755,0.827543514743,0.000119597342302,0.000119153800091,0.827409388553,0.827409388553,0.000119153800091,0.000119597342302,0.827543514743
-0.75,0.885980784819,0.000113395334204,0.00011300062185,0.885864231327,0.885864231327,0.00011300062185,0.000113395334204,0.885980784819
-0.745,0.938486438259,0.000115115711773,0.000114761809321,0.938373312956,0.938373312956,0.000114761809321,0.000115115711773,0.938486438259
-0.74,0.977964701443,0.000118729221223,0.000118429705649,0.977850999421,0.977850999421,0.000118429705649,0.000118729221223,0.977964701443
-0.735,0.998141793051,0.000122259077971,0.000122038784486,0.998026667813,0.998026667813,0.000122038784486,0.000122259077971,0.998141793051
-0.73,0.995817134609,0.00012512444268,0.000125016693359,0.995700807206,0.995700807206,0.000125016693359,0.00012512444268,0.995817134609
-0.725,0.972138690385,0.000127988767007,0.000128036355631,0.972020913325,0.972020913325,0.000128036355631,0.000127988767007,0.972138690385
-0.72,0.932047862344,0.000133414296667,0.000133677135413,0.931925633729,0.931925633729,0.000133677135413,0.000133414296667,0.932047862344
-0.715,0.882327980934,0.000148571391863,0.000149149462897,0.882189695256,0.882189695256,0.000149149462897,0.000148571391863,0.882327980934
-0.71,0.829541924471,0.000198316089288,0.000199417573734,0.829343950432,0.829343950432,0.000199417573734,0.000198316089288,0.829541924471
-0.705,0.778953826342,0.000419847399969,0.000422057156004,0.778467108,0.778467108,0.000422057156004,0.000419847399969,0.778953826342
-0.7,0.739984028928,0.00319286899533,0.00319929031947,0.735641455879,0.735641455879,0.00319929031947,0.00319286899533,0.739984028928
-0.695,0.734523927525,0.00846630441036,0.00845235237084,0.722035497842,0.722035497842,0.00845235237084,0.00846630441036,0.734523927525
-0.69,0.673001482586,0.00116748922186,0.0011632221832,0.671252231302,0.671252231302,0.0011632221832,0.00116748922186,0.673001482586
