trace_id,source_DOI,figure,n_source_rows,independent_electrode_count,time_start_h,time_end_h,duration_h,first_value,last_value,first_hour_median,last_hour_median,median_change,relative_median_change_percent,descriptive_hour_bin_slope_per_h,median_sampling_interval_h,maximum_sampling_gap_h,duplicate_time_count,y_unit,censoring,evidence,unique_timestamps,largest_equal_time_group,first_hour_timestamp_balanced_median,last_hour_timestamp_balanced_median,timestamp_balanced_change,timestamp_balanced_relative_change_percent
nature2023_constant_potential,10.1038/s41586-023-05886-z,2g; source workbook Figure2g A:B,43112,unverified_from_source_workbook,0.20833,120.0,119.79167,6.0175,5.66375,5.8175,5.6625,-0.15500000000000025,-2.664374731413842,8.877099986453887e-05,0.0027800000000000047,0.02778000000000702,29866,source current ordinate; figure label mA/cm2; normalization unresolved,end_of_record; failure event not inferable,EXECUTED_CALCULATION_FROM_PUBLISHED_NUMERICAL_DATA,13246,11,5.8175,5.66125,-0.15625,-2.6858616244091107
nature2023_constant_current,10.1038/s41586-023-05886-z,2g; source workbook Figure2g D:E,18750,unverified_from_source_workbook,0.0064,120.0,119.9936,1.572,1.701,1.657,1.701,0.04400000000000004,2.655401327700666,7.43124237908259e-05,0.007500000000000284,0.025000000000005684,11043,V vs NHE (anode potential),end_of_record; failure event not inferable,EXECUTED_CALCULATION_FROM_PUBLISHED_NUMERICAL_DATA,7707,4,1.657,1.70125,0.0442499999999999,2.6704888352444116
natsynth2026_constant_current,10.1038/s44160-026-01039-y,2h; source workbook 2h A:B,134634,unverified_from_source_workbook,0.55836,200.0566,199.49824,1.392,1.419,1.406,1.423,0.017000000000000126,1.2091038406827972,3.5213536278998534e-05,0.0029000000000003467,0.144660000000016,115861,V vs NHE (anode potential),end_of_record; failure event not inferable,EXECUTED_CALCULATION_FROM_PUBLISHED_NUMERICAL_DATA,18773,98,1.406,1.423,0.017000000000000126,1.2091038406827972
