draw,strategy,k_total_per_h,layer_USD,electricity_scale,fixed_USD_kg,emission_factor_kg_kWh,window_feasible,cost_reduction_fraction,predicted_life_h,electricity_only_kgCO2e_per_tCl2
30,mpc,0.0034380579271231803,0.263337701506674,0.9792564836598037,0.14560079198324158,0.29163046152727046,True,-0.0034053584744861976,100.85409592591827,757.7446603378487
31,rule,0.005253271487724268,0.12595978068477837,1.1515386384781956,0.11398970726262585,0.19984960330518273,True,0.011019757192374469,65.17994491267292,524.4291982223015
31,mpc,0.005253271487724268,0.12595978068477837,1.1515386384781956,0.11398970726262585,0.19984960330518273,True,-0.0020024409077383787,66.00500750650423,523.8664966166854
32,rule,0.006252435928178722,0.32848076892572525,0.8431794277756313,0.0736669124064874,0.45412298292868314,True,-0.0013855449841868595,54.76392723002657,1197.285837875637
32,mpc,0.006252435928178722,0.32848076892572525,0.8431794277756313,0.0736669124064874,0.45412298292868314,True,-0.008356505796744074,55.45714149876109,1195.8917763448578
33,rule,0.004720641420985294,0.4798267233413506,1.005168664667472,0.1357121133393973,0.6486351398211233,True,-0.0005565486708205558,72.53419941176462,1697.7154690880175
33,mpc,0.004720641420985294,0.4798267233413506,1.005168664667472,0.1357121133393973,0.6486351398211233,True,-0.007430927066794046,73.45235383469834,1695.981182193287
34,rule,0.006723634433504597,0.4742359994009653,1.2471593300434607,0.08535199419952348,0.17010887657718674,True,-0.002017571707020105,50.926020676395986,449.45687281516683
34,mpc,0.006723634433504597,0.4742359994009653,1.2471593300434607,0.08535199419952348,0.17010887657718674,True,-0.008905252306363964,51.57065384951493,448.9151760433134
35,rule,0.0033965449483226925,0.4953180137994336,1.0102234291124796,0.13148178264240967,0.2237475134071528,True,0.0024977564755245263,100.81066242043215,581.7577044996032
35,mpc,0.0033965449483226925,0.4953180137994336,1.0102234291124796,0.13148178264240967,0.2237475134071528,True,-0.006032225910250766,102.08674675486802,581.2429051531141
36,rule,0.004249163656112496,0.20132642302669151,0.7953404063308813,0.07814865469066051,0.33182996943608667,True,0.006830149156311083,80.58243313095821,866.5042506990542
36,mpc,0.004249163656112496,0.20132642302669151,0.7953404063308813,0.07814865469066051,0.33182996943608667,True,-0.004231757139208758,81.60246393008428,865.6599689780876
37,rule,0.003928342900924477,0.14710522716567342,1.0220189649914557,0.09530167092060632,0.1770806043720791,True,0.011082307401515612,87.16345665766666,461.6672077389728
37,mpc,0.003928342900924477,0.14710522716567342,1.0220189649914557,0.09530167092060632,0.1770806043720791,True,-0.002218426317624589,88.2667915520675,461.23262708678874
38,rule,0.003918151616111861,0.4549338139230041,0.8770330892038078,0.0708575784912517,0.6446448180177438,True,0.0005424213071266726,87.39017264496982,1680.5686100928156
38,mpc,0.003918151616111861,0.4549338139230041,0.8770330892038078,0.0708575784912517,0.6446448180177438,True,-0.0076883514353705,88.49637736199479,1678.9884262568023
39,rule,0.00585525010346924,0.40881530090646695,0.9826903900780238,0.05370954695856058,0.3232148232457871,True,-0.001526632953727347,58.478790851018665,850.5765036737369
39,mpc,0.00585525010346924,0.40881530090646695,0.9826903900780238,0.05370954695856058,0.3232148232457871,True,-0.008943119782741205,59.21902870989233,849.6163651490567
40,rule,0.0038801665490124405,0.3906260839125089,1.1543250970893688,0.17548078697716457,0.29354788839416557,True,0.004550025015114922,88.24568271903973,765.1235908304955
40,mpc,0.0038801665490124405,0.3906260839125089,1.1543250970893688,0.17548078697716457,0.29354788839416557,True,-0.004638879836370791,89.36271667750859,764.4072022880002
41,rule,0.003524857106435379,0.480423387316094,0.916730921688865,0.11035846095139457,0.2393661196253498,True,0.0014907209275230038,97.14094382891277,622.7762573960626
41,mpc,0.003524857106435379,0.480423387316094,0.916730921688865,0.11035846095139457,0.2393661196253498,True,-0.006669010538466136,98.37057602927877,622.2165602994738
42,rule,0.005660136002366973,0.07290357878969898,1.056246400349603,0.09383128510746437,0.5412757231730968,True,0.013059123150900853,60.4946499585865,1423.1223472530478
42,mpc,0.005660136002366973,0.07290357878969898,1.056246400349603,0.09383128510746437,0.5412757231730968,True,-0.001116316391787997,61.26040502135342,1421.5412928051462
43,rule,0.0040240617898444075,0.47755485331216624,1.0937953626219439,0.11821903442930233,0.3405664032371686,True,0.0021284585043002124,85.090131330817,888.3184539752765
43,mpc,0.0040240617898444075,0.47755485331216624,1.0937953626219439,0.11821903442930233,0.3405664032371686,True,-0.006474452866944258,86.16722160082735,887.4734313813358
44,rule,0.006224665113063971,0.052986916627343755,0.9941975186311551,0.08517630847645138,0.2511339713516523,True,0.01381133573952642,55.00825184355009,662.0245822154395
44,mpc,0.006224665113063971,0.052986916627343755,0.9941975186311551,0.08517630847645138,0.2511339713516523,True,-0.0007373750356738373,55.70455882891149,661.2553764271285
45,rule,0.007239894615098248,0.09777779709793875,0.7500652122040589,0.05643573776072965,0.5494533708522402,False,,47.29460363512992,1455.123248206359
45,mpc,0.007239894615098248,0.09777779709793875,0.7500652122040589,0.05643573776072965,0.5494533708522402,False,,47.89326950392904,1453.3066036027362
