time_s,device_j,wire_j,source_resistor_j,supplied_j,capacitor_change_j,BE_numerical_loss_j,kcl_residual_a
0.2775,1.00923657473e-08,1.97138139014e-08,1.19115361348e-08,4.1717956032e-08,2.31164640346e-13,9.08375899121e-15,4.06575814682e-20
0.278,1.16304601859e-08,2.23663034103e-08,1.36723031318e-08,4.76692875883e-08,2.14148425368e-13,6.7118878713e-15,1.08420217249e-19
0.2785,1.27760086654e-08,2.43643707832e-08,1.49966758794e-08,5.21372204698e-08,1.61746713076e-13,3.39503471664e-15,2.03287907341e-19
0.279,1.32180337664e-08,2.52652189426e-08,1.55473087946e-08,5.40306356457e-08,7.35143615549e-14,6.2916563935e-16,6.43380476933e-15
0.2795,1.27768904066e-08,2.47844541666e-08,1.51203594347e-08,5.26816663108e-08,-3.79108569205e-14,2.13925727959e-16,8.20673281936e-16
0.28,1.15152758712e-08,2.29334116377e-08,1.37631564178e-08,4.82116982684e-08,-1.48661906413e-13,3.0035736863e-15,6.77626357803e-20
0.2805,9.71873532976e-09,2.00378973283e-08,1.1764566261e-08,4.15209737705e-08,-2.33212679556e-13,8.06411951699e-15,2.03287907341e-20
0.281,7.75512973642e-09,1.66144514383e-08,9.51950181365e-09,3.38888201481e-08,-2.76021085995e-13,1.31807691915e-14,6.77626357803e-21
0.2815,5.92512237646e-09,1.31807991448e-08,7.37205095675e-09,2.64777118639e-08,-2.76941025489e-13,1.63269284583e-14,6.77626357803e-21
0.282,4.39403105084e-09,1.01107076508e-08,5.53133513172e-09,2.00358429499e-08,-2.47617753235e-13,1.6752854598e-14,9.94512631969e-14
0.2825,3.20555959047e-09,7.58794318493e-09,4.07185222031e-09,1.48651665201e-08,-2.03430882644e-13,1.49671503561e-14,6.86513224198e-14
0.283,2.32966472996e-09,5.63990812195e-09,2.97723670988e-09,1.0946664556e-08,-1.57031520267e-13,1.20323244515e-14,5.17855411873e-14
0.2835,1.70635702032e-09,4.20135447813e-09,2.18758134666e-09,8.09518583683e-09,-1.15910348872e-13,8.91118665977e-15,5.29671318199e-14
0.284,1.27261124081e-09,3.17085336879e-09,1.6324481283e-09,6.07583593305e-09,-8.29885096079e-14,6.18743759462e-15,2.37893946621e-14
0.2845,9.74528876032e-10,2.44635006806e-09,1.2481091765e-09,4.66893388933e-09,-5.83124336246e-14,4.08300860404e-15,1.56912243615e-14
0.285,7.70602952375e-10,1.94159648983e-09,9.83768258814e-10,3.69592968815e-09,-4.06013790969e-14,2.58953177535e-15,1.0433822995e-14
0.2855,6.30791404523e-10,1.59033831237e-09,8.01830050111e-10,3.02293312338e-09,-2.82377412851e-14,1.59475061445e-15,7.05342292277e-15
0.286,5.34162897393e-10,1.34449763314e-09,6.7571178918e-10,2.55435353118e-09,-1.97520677604e-14,9.63949501285e-16,4.866590529e-15
0.2865,4.66448949922e-10,1.17032559663e-09,5.87114691313e-10,2.22387583009e-09,-1.39867065339e-14,5.79224958528e-16,3.42752898546e-15
0.287,4.18012855485e-10,1.04451727836e-09,5.23601013082e-10,1.98612140011e-09,-1.00983659988e-14,3.5175625554e-16,2.45956006213e-15
0.2875,3.82339886457e-10,9.51040409731e-10,4.76728827733e-10,1.81010184421e-09,-7.50020502035e-15,2.20641675259e-16,1.79337881351e-15
0.288,3.54985865862e-10,8.78802134857e-10,4.40725993377e-10,1.67450834693e-09,-5.79395197785e-15,1.46897178326e-16,1.32500008686e-15
0.2885,3.32873515887e-10,8.20029979568e-10,4.11591360579e-10,1.56449025082e-09,-4.71207975408e-15,1.06957779657e-16,9.89591980409e-16
0.289,3.13832520461e-10,7.6918579024e-10,3.86502670743e-10,1.46951699407e-09,-4.07468912802e-15,8.73830809887e-17,7.4589382522e-16
0.2895,2.96303524811e-10,7.22251929548e-10,3.63433636728e-10,1.38198541273e-09,-3.75941795837e-15,8.11197024147e-17,5.66907293136e-16
0.29,2.79151203039e-10,6.76271565635e-10,3.40911396052e-10,1.29633056889e-09,-3.68091404696e-15,8.51243245318e-17,4.34473691833e-16
0.2905,2.61551769409e-10,6.29066045018e-10,3.17870398657e-10,1.20848453552e-09,-3.77653964909e-15,9.90144891984e-17,3.35995947319e-16
0.291,2.42935557741e-10,5.79085399242e-10,2.93577967155e-10,1.11559505293e-09,-3.99563151825e-15,1.24454277911e-16,2.62685245734e-16
0.2915,2.22976575278e-10,5.2537365116e-10,2.67621195869e-10,1.01596729712e-09,-4.29024500514e-15,1.65076545057e-16,2.37482627422e-16
0.292,2.01629935469e-10,4.67651740224e-10,2.39956493441e-10,9.09233790284e-10,-4.60567368814e-15,2.26841027823e-16,2.11868351097e-16
0.2925,1.79226068499e-10,4.06541169171e-10,2.11033624078e-10,7.96796311436e-10,-4.86911030498e-15,3.1881140044e-16,1.84866634804e-16
0.293,1.56641508685e-10,3.43972135565e-10,1.82019306269e-10,6.82628430098e-10,-4.97481138853e-15,4.54399916484e-16,1.55454262744e-16
0.2935,1.35573023426e-10,2.83847690666e-10,1.55156668532e-10,5.7457327245e-10,-4.76334110439e-15,6.53173332752e-16,1.23543990522e-16
0.294,1.18955484025e-10,2.33065341202e-10,1.34313414653e-10,4.86331190274e-10,-3.99289045253e-15,9.43287859057e-16,8.93628229683e-17
0.2945,1.11585223344e-10,2.0302308193e-10,1.25793534548e-10,4.40400904033e-10,-2.30033059198e-15,1.36454271823e-15,5.47073169643e-17
0.295,1.21013669302e-10,2.11754755701e-10,1.3949199561e-10,4.72263241738e-10,8.49496124815e-16,1.97163065073e-15,3.4204884476e-17
0.2955,1.5878211359e-10,2.86790123487e-10,1.90466587919e-10,6.3604788315e-10,6.2218052705e-15,2.83635153866e-15,6.42694719059e-17
0.296,2.42007349419e-10,4.68660802532e-10,3.00908226595e-10,1.01159528785e-09,1.48637358795e-14,4.04558923647e-15,2.50135605588e-16
0.2965,3.95179809137e-10,8.14468854591e-10,5.02262730918e-10,1.71194519094e-09,2.81079846718e-14,5.68840677271e-15,9.66378195457e-16
0.297,6.51697069588e-10,1.39980722598e-09,8.36754662321e-10,2.88831421662e-09,4.74390604267e-14,7.82015409995e-15,4.64497621681e-15
0.2975,1.05387866236e-09,2.31528603639e-09,1.35650296223e-09,4.7257521027e-09,7.40571328408e-14,1.03868019973e-14,1.85572653706e-14
0.298,1.64860826038e-09,3.65102797166e-09,2.1165871908e-09,7.41634442062e-09,1.07906765241e-13,1.3099939394e-14,6.1200979858e-14
0.2985,2.47353811045e-09,5.46024440697e-09,3.15632834583e-09,1.10902721332e-08,1.45991089181e-13,1.52929766851e-14,5.38546664946e-14
0.299,3.5275488147e-09,7.69652481238e-09,4.4630085231e-09,1.5687278309e-08,1.80261955073e-13,1.58968839502e-14,6.77626357803e-21
0.2995,4.72461355053e-09,1.01377032176e-08,5.92044651576e-09,2.07829736584e-08,1.96560921287e-13,1.38135391714e-14,6.77626357803e-21
0.3,5.85221651143e-09,1.23454660557e-08,7.26921923795e-09,2.54670882266e-08,1.77530081329e-13,8.89141543035e-15,6.77626357803e-21
0.3005,6.59027439762e-09,1.37386969225e-08,8.13767161406e-09,2.84667577435e-08,1.11779169453e-13,3.03601246881e-15,3.27019295432e-14
0.301,6.64307306996e-09,1.38181304759e-08,8.19162410635e-09,2.86528336631e-08,6.00111769111e-15,9.77264077865e-18,6.64073830647e-19
0.3015,5.93136929795e-09,1.24446770982e-08,7.34127457646e-09,2.57172130826e-08,-1.10818435333e-13,2.93355717455e-15,3.35293113261e-14
0.302,4.67094117488e-09,9.96152702521e-09,5.82690468258e-09,2.04591841813e-08,-1.99989061546e-13,1.12876643168e-14,6.77626357803e-21
0.3025,3.24198731183e-09,7.03597373535e-09,4.08426649723e-09,1.43620128512e-08,-2.35545977623e-13,2.08692124772e-14,6.04986845126e-14
0.303,1.97703784281e-09,4.33624416119e-09,2.51327159592e-09,8.82636326793e-09,-2.17424238845e-13,2.70946861051e-14,1.40254561437e-14
0.3035,1.04630728246e-09,2.2811292687e-09,1.33674914179e-09,4.66404813942e-09,-1.65632744196e-13,2.80794898383e-14,2.42981904128e-15
0.304,4.70954092128e-10,9.86109412768e-10,5.98067803283e-10,2.05505162556e-09,-1.04523388684e-13,2.48436296052e-14,8.08685529565e-14
0.3045,1.89252856989e-10,3.54304326563e-10,2.30360514704e-10,7.73886128855e-10,-5.11684027529e-14,1.95992194195e-14,9.99839554411e-15
0.305,1.14258749653e-10,2.00662034093e-10,1.27340277198e-10,4.42262610263e-10,-1.26721964562e-14,1.42215320906e-14,8.20311598867e-16
0.3055,1.66153449783e-10,3.40713866596e-10,1.87699587478e-10,6.9458762429e-10,1.09993331433e-14,9.7211357842e-15,1.05480504702e-15
0.306,2.84513425966e-10,6.316106654e-10,3.33788068186e-10,1.24994172978e-09,2.3183078341e-14,6.38723793473e-15,1.19135861658e-15
0.3065,4.2963148982e-10,9.79859351212e-10,5.14491511931e-10,1.9240143069e-09,2.78419300003e-14,4.11216574495e-15,1.71949382359e-15
0.307,5.78930230367e-10,1.33335469605e-09,7.00830762666e-10,2.61314663981e-09,2.8301900805e-14,2.64908144984e-15,2.2580746409e-15
0.3075,7.22115945853e-10,1.66923774204e-09,8.79633450935e-10,3.27101580345e-09,2.6914850108e-14,1.75014617407e-15,2.68904500446e-15
0.308,8.56820102253e-10,1.98304918397e-09,1.04784051914e-09,3.88773618623e-09,2.51613854083e-14,1.2200072124e-15,3.00625206695e-15
0.3085,9.85358980682e-10,2.28087137226e-09,1.20831438377e-09,4.4745695504e-09,2.38905137028e-14,9.23906315715e-16,3.24219140034e-15
0.309,1.11264397692e-09,2.57438953026e-09,1.36716025947e-09,5.05421809762e-09,2.35541469183e-14,7.77785269571e-16,4.22296068557e-15
0.3095,1.24502116139e-09,2.87821037188e-09,1.53224930797e-09,5.65550596301e-09,2.43884988107e-14,7.3454156582e-16,5.74609871945e-15
0.31,1.38978051067e-09,3.20872422857e-09,1.71258996934e-09,6.31112201725e-09,2.65381934894e-14,7.72166196658e-16,7.80510706522e-15
0.3105,1.55511052217e-09,3.5839386007e-09,1.91825151877e-09,7.05733165898e-09,3.01344165253e-14,8.85237794505e-16,1.07289563789e-14
0.311,1.75033208724e-09,4.02387045108e-09,2.16062387045e-09,7.93486282476e-09,3.53399364421e-14,1.07935365265e-15,1.50751197007e-14
0.3115,1.98629212145e-09,4.55119294946e-09,2.45285675851e-09,8.99038556159e-09,4.23696697101e-14,1.36739230055e-15,2.18074493739e-14
0.312,2.27581169193e-09,5.1918617123e-09,2.81033914759e-09,1.02780657996e-08,5.1489231514e-14,1.76624331211e-15,3.26344311817e-14
0.3125,2.63405058254e-09,5.97538069763e-09,3.25104130826e-09,1.18605378545e-08,6.2986159087e-14,2.29243324699e-15,5.0655531473e-14
0.313,3.07855734978e-09,6.93419285696e-09,3.79543423239e-09,1.3808264472e-08,7.70997737918e-14,2.95480310488e-15,8.15937080271e-14
0.3135,3.62859147892e-09,8.10139683822e-09,4.46550266996e-09,1.61955886132e-08,9.38868779002e-14,3.74231896384e-15,2.18409681617e-14
0.314,4.30302522161e-09,9.50564972399e-09,5.28208276501e-09,1.90908753056e-08,1.12995602645e-13,4.60597359003e-15,4.14868877099e-14
0.3145,5.11580797596e-09,1.11619070149e-08,6.2594606381e-09,2.25373143835e-08,1.33330497655e-13,5.4370560406e-15,7.2883322641e-14
0.315,6.0678273431e-09,1.30570291071e-08,7.39612126035e-09,2.65211364008e-08,1.52638512656e-13,6.0517585119e-15,6.77626357803e-21
0.3155,7.13462865093e-09,1.5130994308e-08,8.66134607368e-09,3.0927142389e-08,1.67152317681e-13,6.20405031819e-15,1.35525271561e-20
0.316,8.25184195692e-09,1.72582358824e-08,9.97993128544e-09,3.54901863757e-08,1.71593437641e-13,5.65752515719e-15,1.35525271561e-20
0.3165,9.30498230253e-09,1.92390670897e-08,1.12221253489e-08,3.9766339047e-08,1.5997364272e-13,4.33217032615e-15,1.35525271561e-20
0.317,1.01356889656e-08,2.08150567729e-08,1.22110064388e-08,4.31618821612e-08,1.27514823204e-13,2.48032608009e-15,4.30935940144e-14
0.3175,1.05757614336e-08,2.17183114023e-08,1.27585316784e-08,4.50526786549e-08,7.33879252282e-14,7.53815799527e-16,4.26863947835e-15
0.318,1.05055941091e-08,2.17482533225e-08,1.27269513918e-08,4.49808017894e-08,2.96397230823e-15,2.00793731032e-18,1.35525271561e-20
0.3185,9.90923418152e-09,2.08464437145e-08,1.20882230913e-08,4.28438294959e-08,-7.22983517657e-14,8.08166202813e-16,6.92720484924e-15
0.319,8.88856667837e-09,1.91290266694e-08,1.09432919303e-08,3.89607500626e-08,-1.38260180017e-13,3.0597332449e-15,8.30600982416e-14
0.3195,7.62356192639e-09,1.68539872275e-08,9.48529135777e-09,3.3962663044e-08,-1.83401674621e-13,5.93404231131e-15,6.77626357803e-21
0.32,6.30488249648e-09,1.43386322551e-08,7.9298385073e-09,2.8573158731e-08,-2.02887862902e-13,8.36001072011e-15,1.35525271561e-20
0.3205,5.07943462325e-09,1.18705500574e-08,6.45332605391e-09,2.34031211885e-08,-1.99110016242e-13,9.59071021248e-15,8.53677344743e-14
0.321,4.02985079317e-09,9.65083009843e-09,5.16420986458e-09,1.88447211517e-08,-1.79066641498e-13,9.47280839133e-15,4.41555971474e-14
0.3215,3.18237159052e-09,7.78121692693e-09,4.10583098881e-09,1.50692770318e-08,-1.50797463039e-13,8.32933358581e-15,4.34861971736e-14
0.322,2.52665522242e-09,6.28273766505e-09,3.2754864362e-09,1.20847651465e-08,-1.20832342638e-13,6.66572517771e-15,5.73845068956e-14
0.3225,2.03476038075e-09,5.12593497552e-09,2.64559481635e-09,9.8062018414e-09,-9.32527740964e-14,4.9271714626e-15,2.85737281275e-14
0.323,1.67417494622e-09,4.25825464102e-09,2.17977859929e-09,8.11214165319e-09,-6.99238248921e-14,3.39380100364e-15,2.14231810189e-14
0.3235,1.41484389561e-09,3.6227215992e-09,1.84245692447e-09,6.87997340125e-09,-5.12003396927e-14,2.18449068618e-15,1.58311372637e-14
0.324,1.23199277174e-09,3.16798772982e-09,1.60329594599e-09,6.00324112845e-09,-3.66253992728e-14,1.30784111196e-15,1.1687997575e-14
0.3245,1.10657942019e-09,2.85224350823e-09,1.43845753858e-09,5.39725575531e-09,-2.54267308577e-14,7.16198485971e-16,8.68055966192e-15
0.325,1.02466877782e-09,2.64364078774e-09,1.33022785719e-09,4.99852096753e-09,-1.67986646622e-14,3.44341529306e-16,6.50025619811e-15
0.3255,9.76481190376e-10,2.51915792829e-09,1.26603782302e-09,4.76166704402e-09,-1.00278982204e-14,1.30955831818e-16,4.90251827849e-15
0.326,9.55483043847e-10,2.46304472865e-09,1.237417625e-09,4.65594089722e-09,-4.52721792992e-15,2.75321879709e-17,3.70992977007e-15
0.3265,9.57662912427e-10,2.46540330496e-09,1.23912256757e-09,4.66218895516e-09,1.75649480756e-16,6.55152419607e-20,6.37640710632e-14
0.327,9.81025509435e-10,2.52111678879e-09,1.2685038045e-09,4.77065059613e-09,4.4662666307e-15,2.75518523353e-17,2.08341305904e-15
0.3275,1.02528965432e-09,2.62916931366e-09,1.32512334909e-09,4.97959109154e-09,8.67517949401e-15,9.96477223485e-17,1.50619059868e-15
0.328,1.09176588308e-09,2.79233592161e-09,1.41058987711e-09,5.294705004e-09,1.31078561978e-14,2.14642400886e-16,1.08470700412e-15
0.3285,1.1833945793e-09,3.01720758927e-09,1.52859248081e-09,5.72921309908e-09,1.80717898908e-14,3.78156986987e-16,8.68374789393e-16
0.329,1.30493542437e-09,3.31452037012e-09,1.68511826752e-09,6.30459856551e-09,2.39010900067e-14,6.02583215256e-16,6.43528199479e-16
0.3295,1.46330626608e-09,3.69975734476e-09,1.88884537254e-09,7.05194086887e-09,3.09785893964e-14,9.07034085953e-16,4.49655910379e-16
0.33,1.66806797086e-09,4.19396825764e-09,2.15169691967e-09,8.01377421891e-09,3.97535086949e-14,1.31734327169e-15,7.70190118279e-16
0.3305,1.93203357255e-09,4.82467879629e-09,2.48951205384e-09,9.24627703658e-09,5.07488754182e-14,1.86526359525e-15,1.95564660928e-15
0.331,2.27192176588e-09,5.62660337231e-09,2.92271227638e-09,1.08213045451e-08,6.45460163505e-14,2.58536044912e-15,4.88371753519e-15
0.3315,2.70884650559e-09,6.64157631172e-09,3.4766797255e-09,1.28271877692e-08,8.17219401837e-14,3.50710564772e-15,1.19687313988e-14
0.332,3.26817867182e-09,7.91661772576e-09,4.18126347032e-09,1.53661671983e-08,1.02699641859e-13,4.63856646061e-15,2.84979085143e-14
0.3325,3.97785644722e-09,9.49834451605e-09,5.06833176985e-09,1.85446661035e-08,1.27454192219e-13,5.93795082063e-15,6.4718297724e-14
0.333,4.86354353327e-09,1.14212075804e-08,6.16561431991e-09,2.2450527685e-08,1.55015567735e-13,7.27279242405e-15,8.57391618098e-14
0.3335,5.93833447783e-09,1.36869525404e-08,7.48451002124e-09,2.71099881786e-08,1.8276044194e-13,8.37875830296e-15,1.35525271561e-20
0.334,7.18487815459e-09,1.62347101538e-08,9.00002806525e-09,3.2419830881e-08,2.05652347257e-13,8.85503392117e-15,1.35525271561e-20
0.3345,8.53089153255e-09,1.89072151318e-08,1.06245539021e-08,3.80628847465e-08,2.15917695992e-13,8.26230062882e-15,1.35525271561e-20
0.335,9.8275604296e-09,2.14293761925e-08,1.21858157288e-08,4.34429627527e-08,2.04021093835e-13,6.38071901236e-15,6.77626357803e-21
0.3355,1.08526172633e-08,2.34255656725e-08,1.34313161042e-08,4.77096643804e-08,1.61770928252e-13,3.5694331944e-15,1.35525271561e-20
0.336,1.13625163799e-08,2.44980044533e-08,1.40837775454e-08,4.99443865924e-08,8.72679310606e-14,9.47922974346e-16,1.06641312534e-14
0.3365,1.11905990155e-08,2.43574705576e-08,1.39453747436e-08,4.94934335456e-08,-1.07935343474e-14,2.24241959647e-17,1.25631926737e-17
0.337,1.03371793455e-08,2.29494124664e-08,1.29977117302e-08,4.6284191867e-08,-1.13416669475e-13,1.74832540678e-15,4.36283902885e-14
0.3375,8.98016861248e-09,2.04965802746e-08,1.1423076904e-08,4.08996334354e-08,-1.98066741691e-13,5.71109574525e-15,6.77626357803e-21
0.338,7.39265832125e-09,1.74215811726e-08,9.5251980795e-09,3.4339199352e-08,-2.48481946933e-13,1.02605477654e-14,1.35525271561e-20
0.3385,5.83033609303e-09,1.4194006733e-08,7.6073549038e-09,2.76314504485e-08,-2.60838610281e-13,1.35693913346e-14,4.38248748272e-14
0.339,4.46057832868e-09,1.11912145964e-08,5.88492556605e-09,2.15364905213e-08,-2.42627989239e-13,1.46689818139e-14,7.19790641478e-14
0.3395,3.3530160429e-09,8.63323396033e-09,4.46248943963e-09,1.64485465073e-08,-2.06614991444e-13,1.3691218202e-14,7.21846966424e-14
0.34,2.50703766545e-09,6.59199652836e-09,3.35672496529e-09,1.24556057685e-08,-1.64801721495e-13,1.14210511772e-14,5.84087357473e-14
0.3405,1.88589179753e-09,5.03908435638e-09,2.53341215824e-09,9.45827171035e-09,-1.25310487156e-13,8.72173885453e-15,7.93523097708e-14
0.341,1.44178528685e-09,3.89691718891e-09,1.93842869151e-09,7.27704525087e-09,-9.21130391551e-14,6.20308809001e-15,2.95465048099e-14
0.3415,1.12959528127e-09,3.07571714344e-09,1.51680125162e-09,5.72205164474e-09,-6.61881452765e-14,4.1601092243e-15,2.01845477994e-14
0.342,9.12316967069e-10,2.49365949829e-09,1.22156133756e-09,4.62749356922e-09,-4.68854181881e-14,2.65387910256e-15,1.38267659312e-14
0.3425,7.61913781013e-10,2.08456637817e-09,1.0161939766e-09,3.86264281967e-09,-3.293429979e-14,1.61959618834e-15,9.59720177678e-15
0.343,6.58153062569e-10,1.79853689244e-09,8.73898386757e-10,3.33056627356e-09,-2.30154479863e-14,9.48230078541e-16,6.78156600428e-15
0.3435,5.86866586239e-10,1.59951788577e-09,7.75693650954e-10,2.96206264703e-09,-1.60076033551e-14,5.32389816007e-16,4.88397164508e-15
0.344,5.38304294367e-10,1.46211333571e-09,7.08418036551e-10,2.70882490264e-09,-1.1048675585e-14,2.85238951631e-16,3.58126546539e-15
0.3445,5.0581601651e-10,1.36868299256e-09,6.6304771931e-10,2.53753936015e-09,-7.51179257804e-15,1.44003115602e-16,2.66711362739e-15
0.345,4.84883881526e-10,1.30706700676e-09,6.33430592926e-10,2.42537659307e-09,-4.95439738772e-15,6.66240125391e-17,2.01131022644e-15
0.3455,4.72450239453e-10,1.26893605184e-09,6.15392273161e-10,2.35677552319e-09,-3.06745549279e-15,2.64986334466e-17,1.6183275965e-15
0.346,4.66466074925e-10,1.24864872924e-09,6.06128906999e-10,2.32124208416e-09,-1.63432484011e-15,7.58851888045e-18,1.52278228005e-15
0.3465,4.65594148053e-10,1.24248216044e-09,6.03804853203e-10,2.31188066159e-09,-5.00525000827e-16,6.60692560841e-19,1.45020172086e-15
0.347,4.69017378494e-10,1.24812469577e-09,6.07291324409e-10,2.32443384663e-09,4.47477183149e-16,6.9761169707e-19,1.39434836832e-15
0.3475,4.76318724294e-10,1.26435080075e-09,6.16001411964e-10,2.35667223906e-09,1.29699641292e-15,5.25084990158e-18,1.35096334076e-15
0.348,4.87411141142e-10,1.29082559323e-09,6.29792802896e-10,2.40803167016e-09,2.11959881439e-15,1.34743168335e-17,1.32466466182e-15
0.3485,5.02505192048e-10,1.32800750617e-09,6.48921288837e-10,2.47943699152e-09,2.97901678365e-15,2.56214708457e-17,1.30553526973e-15
0.349,5.2210835544e-10,1.37713307495e-09,6.74036731403e-10,2.57328214225e-09,3.93776683443e-15,4.28605943697e-17,1.29232155576e-15
0.3495,5.47055071026e-10,1.44027986438e-09,7.06219731385e-10,2.69355979739e-09,5.06344314051e-15,6.73268181322e-17,1.28379701618e-15
0.35,5.78571008649e-10,1.52051406307e-09,7.47063036811e-10,2.84615464629e-09,6.43553666445e-15,1.02383295446e-16,1.27842343916e-15
0.3505,6.18379684433e-10,1.62214004151e-09,7.98807751281e-10,3.03933578383e-09,8.15365990429e-15,1.53109168476e-16,1.27354791751e-15
0.351,6.68865595326e-10,1.75108177501e-09,8.64551702809e-10,3.28450964821e-09,1.03481597834e-14,2.27073815634e-16,1.26525715903e-15
0.3515,7.33315686072e-10,1.91544185934e-09,9.48556654902e-10,3.5973277301e-09,1.3194454981e-14,3.35496018693e-16,1.2465275665e-15
0.352,8.16271660516e-10,2.12630303992e-09,1.05669399363e-09,3.99928612142e-09,1.69325889027e-14,4.94929124878e-16,1.20614781184e-15
0.3525,9.24041000676e-10,2.3988605896e-09,1.19708460816e-09,4.52000882188e-09,2.18939728651e-14,7.29630643206e-16,1.12647928095e-15
0.353,1.06543069449e-09,2.75399719606e-09,1.38100644768e-09,5.2004639499e-09,2.8537082752e-14,1.07475276127e-15,9.81084381487e-16
0.3535,1.25279187573e-09,3.22041821229e-09,1.62416407535e-09,6.09741323629e-09,3.74928153892e-14,1.58029501169e-15,7.3816549661e-16
0.354,1.50347766046e-09,3.83742890858e-09,1.9484163108e-09,7.28937481122e-09,4.96164860613e-14,2.31522112015e-15,1.89048267058e-15
0.3545,1.8418024834e-09,4.65827660975e-09,2.3840142283e-09,8.8841627243e-09,6.60338992819e-14,3.36980540972e-15,5.57901977654e-15
0.355,2.30148618674e-09,5.75355286945e-09,2.97223063836e-09,1.10273626902e-08,8.81469989729e-14,4.85146474434e-15,1.66338669997e-14
0.3555,2.92823264754e-09,7.21317952598e-09,3.76780381653e-09,1.39093403658e-08,1.17521190691e-13,6.86412811782e-15,4.93840198227e-14
0.356,3.78120991812e-09,9.14360159413e-09,4.83955191367e-09,1.77645283677e-08,1.55501492901e-13,9.45382186759e-15,4.12361456288e-14
0.3565,4.93023333277e-09,1.16536833389e-08,6.26538060586e-09,2.28495120502e-08,2.0230563105e-13,1.24985068444e-14,9.11729391528e-14
0.357,6.44182174082e-09,1.48191507459e-08,8.11439100863e-09,2.93756343309e-08,2.55298927385e-13,1.55365991802e-14,1.35525271561e-20
0.3575,8.34275694815e-09,1.86150295697e-08,1.04051393145e-08,3.73632498507e-08,3.06412958834e-13,1.76054307006e-14,2.03287907341e-20
0.358,1.05507706427e-08,2.28176474277e-08,1.30317968582e-08,4.64005719232e-08,3.39666104596e-13,1.73284562552e-14,1.35525271561e-20
0.3585,1.27858554758e-08,2.69136664837e-08,1.56744827815e-08,5.53743500215e-08,3.31648351914e-13,1.36322041922e-14,2.71050543121e-20
0.359,1.45372166867e-08,3.01055009757e-08,1.77682773965e-08,6.24112613853e-08,2.59172742919e-13,7.15371226718e-15,5.42101086243e-20
0.3595,1.52089112678e-08,3.15128899078e-08,1.86508603925e-08,6.53727779518e-08,1.15138365505e-13,1.2515088825e-15,2.85365806506e-14
0.36,1.44553020163e-08,3.05577984293e-08,1.79070895778e-08,6.2920114412e-08,-7.62534196233e-14,6.43928242876e-16,1.16826849843e-14
0.3605,1.24488892798e-08,2.73134628503e-08,1.5668400766e-08,5.54304984004e-08,-2.62028051786e-13,7.53235970154e-15,2.71050543121e-20
0.361,9.78726365219e-09,2.25244732874e-08,1.25584077384e-08,4.48697762311e-08,-3.87383062912e-13,1.89362078307e-14,3.38813178902e-20
0.3615,7.12515122576e-09,1.724588121e-08,9.32518199871e-09,3.36958162242e-08,-4.27041534582e-13,2.88506335565e-14,8.08128452936e-14
0.362,4.88281577444e-09,1.2382088339e-08,6.50357096394e-09,2.37681147622e-08,-3.93336271272e-13,3.30210632038e-14,4.06575814682e-20
0.3625,3.19856218634e-09,8.43452878604e-09,4.31769145928e-09,1.59504945774e-08,-3.19043654333e-13,3.11893475413e-14,1.35525271561e-20
0.363,2.0293932557e-09,5.51720840236e-09,2.76209067943e-09,1.03084824388e-08,-2.35592753297e-13,2.57086097283e-14,9.22298600881e-14
0.3635,1.2619716338e-09,3.50689941277e-09,1.7219958483e-09,6.49072391749e-09,-1.62186423381e-13,1.92161026959e-14,5.22022271872e-14
0.364,7.78779222778e-10,2.19203850882e-09,1.05867227447e-09,4.02939745232e-09,-1.05949290309e-13,1.34012788615e-14,5.13043824275e-14
0.3645,4.84306736665e-10,1.36465710292e-09,6.50957190487e-10,2.49986338753e-09,-6.65643086533e-14,8.92348278129e-15,1.46437834189e-14
0.365,3.09677167591e-10,8.58595960481e-10,4.07785653632e-10,1.5760239452e-09,-4.06296585063e-14,5.79375929735e-15,7.67832317367e-15
0.3655,2.0877015627e-10,5.55591905754e-10,2.66676065265e-10,1.03101761756e-09,-2.42587381033e-14,3.74924599832e-15,4.06955285442e-15
0.366,1.52339619079e-10,3.77656036122e-10,1.87443646324e-10,7.17427593015e-10,-1.41876713525e-14,2.4792613111e-15,2.18641057136e-15
0.3665,1.22714017282e-10,2.76275959225e-10,1.45604021574e-10,5.44587691421e-10,-8.03012841868e-15,1.72351254042e-15,1.18619510373e-15
0.367,1.09799448577e-10,2.22965498005e-10,1.27094563493e-10,4.59856640251e-10,-4.16629615076e-15,1.29649157159e-15,6.42847184989e-16
0.3675,1.08374545925e-10,2.02397527866e-10,1.24595726507e-10,4.35367346896e-10,-1.53308875164e-15,1.07969584177e-15,3.42113219264e-16
0.368,1.16409910989e-10,2.07958887262e-10,1.35206413821e-10,4.59576789366e-10,5.726458575e-16,1.0046537909e-15,1.73830642534e-16
0.3685,1.3411628247e-10,2.39146931219e-10,1.59110357012e-10,5.32377250807e-10,2.64340127963e-15,1.03671089391e-15,8.05316574602e-17
0.369,1.63477104632e-10,3.00224545309e-10,1.98905203796e-10,6.62613079201e-10,5.06289963439e-15,1.16257451703e-15,1.7484962317e-16
0.3695,2.08079241217e-10,3.99658095126e-10,2.59338629341e-10,8.67085516362e-10,8.16930971388e-15,1.38139327476e-15,3.85460977373e-16
0.37,2.73104131832e-10,5.49948988948e-10,3.4725670988e-10,1.17032381554e-09,1.22869145018e-14,1.69802611763e-15,7.81794469657e-16
