time_s,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24
0.269,0.0842170274848,-0.0272399894493,0.0551273185498,0.00492524457749,0.0310747657588,-0.0334033641822,-0.133076597713,-0.0830466328386,0.00106105631942,0.0483411591708,-0.090987641371,0.100675552087,0.0812489690995,0.0115996558086,-0.029561375888,0.0408792052397,0.120281325992,0.103610495387,-0.013306991919,-0.0158886066537,-0.00945780557502,-0.0559248168179,-0.126201448738,-0.164459362146,0.0262857215001
0.2695,0.0857079492595,-0.0302804247163,0.0569840808833,0.00417305493954,0.0324410417382,-0.037420735359,-0.138838959422,-0.087923125061,-0.00032149487743,0.0526133456938,-0.0964556405196,0.106105206986,0.0841634016178,0.0141321858111,-0.0313420953215,0.0409545916342,0.125753529097,0.109645952441,-0.0144017480793,-0.0157158678589,-0.0108849188467,-0.056804043221,-0.131196669909,-0.170083285135,0.0301974283937
0.27,0.0872239739713,-0.0333748366335,0.0588722102298,0.00340775037949,0.0338305603713,-0.0415093493011,-0.144706660534,-0.0928862236814,-0.00172837828843,0.0569573263834,-0.102021793131,0.111623286627,0.0871255812304,0.0167079193739,-0.033153793649,0.0410307956144,0.131315585406,0.115775939667,-0.0155158645319,-0.0155402702689,-0.0123367913038,-0.0576989937278,-0.136282748848,-0.175802007972,0.0341752929247
0.2705,0.0888446284806,-0.0366841619523,0.0608905054197,0.00258943461949,0.0353158500902,-0.0458815734394,-0.150980748526,-0.0981931037903,-0.0032328529185,0.0616000355749,-0.107973614353,0.117519404537,0.090291030631,0.0194613793301,-0.035090924791,0.0411120389864,0.137258678413,0.122322790264,-0.0167071468894,-0.015352620161,-0.0138890905944,-0.0586559467136,-0.141720775105,-0.18191125035,0.0384270110765
0.271,0.0906439535441,-0.0403584913348,0.0631309640351,0.00168090186915,0.0369644605203,-0.0507354827484,-0.157942162698,-0.104083652336,-0.00490326145542,0.0667526041539,-0.114579296249,0.124062084601,0.0938042078377,0.0225178641263,-0.037241560767,0.0412021721794,0.143852993095,0.129585199337,-0.0180295829426,-0.015144368514,-0.0156123679226,-0.0597181463451,-0.147754535583,-0.188686597742,0.0431459660497
0.2715,0.092694145807,-0.0445444923444,0.0656833046835,0.000645807820893,0.0388422785988,-0.0562645233675,-0.165865371708,-0.110792177255,-0.00680638338265,0.072620708146,-0.122100723564,0.131511873976,0.0978055875709,0.0259996102818,-0.0396917330205,0.0413048671346,0.151360882801,0.137852788851,-0.0195359946729,-0.0149071957566,-0.0175755226811,-0.0609279267773,-0.154622383642,-0.196396898106,0.04852065981
0.272,0.0950686127641,-0.0493915720027,0.0686387580183,-0.000552867443829,0.0410163025634,-0.062665583439,-0.175029713162,-0.11855719189,-0.00901025342448,0.0794131774011,-0.130804297858,0.140132075057,0.102437524906,0.0300309457376,-0.0425290718813,0.0414237702892,0.160047666994,0.147418025321,-0.0212802785512,-0.0146326639128,-0.019848711625,-0.0623285080469,-0.162567161323,-0.205315424308,0.0547426260039
0.2725,0.0978442544597,-0.0550564741965,0.0720928945951,-0.00195397501845,0.0435567044403,-0.0701449620839,-0.185727721726,-0.127628668862,-0.0115863016352,0.0873483176516,-0.140968869402,0.15019636231,0.107848502407,0.0347416826629,-0.0458455662355,0.0415626046501,0.170189326912,0.158584663048,-0.0233191310352,-0.0143119657822,-0.0225055282277,-0.0639653605569,-0.171843564722,-0.215728109499,0.0620122739994
0.273,0.101102655692,-0.0617056571325,0.076147095015,-0.00359880717867,0.0465378886365,-0.0789213548606,-0.198269204565,-0.138271698741,-0.0146104439834,0.0966570163255,-0.152889568765,0.161992028696,0.114195192476,0.0402695779223,-0.049738984351,0.0417252021112,0.182075841,0.171671309499,-0.0257129551592,-0.0139358000373,-0.0256241489077,-0.0658869575746,-0.182721891482,-0.227937647141,0.070541809369
0.2735,0.104929623996,-0.0695142876738,0.0809079563345,-0.00553088240664,0.0500380241033,-0.0892242994891,-0.212978894985,-0.150764697094,-0.0181626848194,0.107580961082,-0.166875423173,0.175816660488,0.121641112227,0.0467593941076,-0.054312373198,0.0419154327991,0.196007964343,0.187007640773,-0.0285256312672,-0.0134944512081,-0.029286905029,-0.0681445919045,-0.195486301097,-0.242261345518,0.0805537134489
0.274,0.109412118618,-0.0786598983972,0.0864834442362,-0.00779442216754,0.0541361725724,-0.101285484819,-0.230184109243,-0.16538903975,-0.0223243192406,0.120363198758,-0.183237262566,0.19196462925,0.130350002081,0.0543574150968,-0.0596704685735,0.0421369589385,0.212283838951,0.204919208968,-0.0318225494202,-0.012978191769,-0.0335776634771,-0.070790724206,-0.210424476305,-0.25901922769,0.0922722384603
0.2745,0.114631066857,-0.0893076566185,0.0929739184832,-0.0104307598852,0.0589056382559,-0.11531890093,-0.250186962096,-0.182405291661,-0.027171333456,0.135226727592,-0.202260563858,0.210697910667,0.140471007615,0.0631990413219,-0.0659112092087,0.0423927784334,0.23116994817,0.225694679772,-0.0356655722642,-0.0123781671624,-0.0385747369906,-0.0738749402377,-0.227803874433,-0.278506946407,0.105903956992
0.275,0.120647900771,-0.101582907261,0.1004553373,-0.013471602458,0.0644015722136,-0.131484177493,-0.273213671554,-0.202009233497,-0.0327622406517,0.152335032576,-0.224155848588,0.232193729503,0.152111545185,0.0733857073358,-0.0731097731738,0.0426843969631,0.252848894321,0.249527041707,-0.0401033791132,-0.0116880138088,-0.0443379981029,-0.0774362947823,-0.247827838209,-0.300945944329,0.121601745162
0.2755,0.127482090706,-0.115525656899,0.108951272509,-0.0169277464648,0.0706403992728,-0.149826301547,-0.299332260466,-0.224259420325,-0.0391174828984,0.171727241676,-0.248977988753,0.256460503983,0.165292923151,0.0849466341939,-0.0812918764712,0.0430104973256,0.277335411822,0.276419135602,-0.0451554592241,-0.0109065241354,-0.0508875418988,-0.081490420292,-0.270563458456,-0.326401799874,0.139405337428
0.276,0.135077110642,-0.131022230191,0.118390594881,-0.0207719310838,0.0775688539855,-0.170185935944,-0.32833185788,-0.248969139669,-0.0461877209806,0.1932216722,-0.276507603748,0.283216135801,0.179884625537,0.097781407411,-0.0903932470185,0.0433650275306,0.304354485064,0.306046826422,-0.0507875722137,-0.0100415911448,-0.05817126382,-0.0860097958389,-0.295834227478,-0.354663033894,0.159152470236
0.2765,0.143254415708,-0.147713934,0.128550398421,-0.0249156488847,0.085022463223,-0.192081008154,-0.359565606899,-0.275563248936,-0.0538114063832,0.216288546905,-0.306096710698,0.311733537746,0.195518105461,0.111583199764,-0.100204720125,0.0437348172445,0.333186026022,0.337585648015,-0.056878026334,-0.00911536972544,-0.0660210048787,-0.0908966937873,-0.32307778574,-0.385080978729,0.18036097375
0.277,0.151661119298,-0.164894789391,0.138991377079,-0.0291827123541,0.0926789396933,-0.21457650678,-0.391779447349,-0.30291958888,-0.0616664173104,0.239910833678,-0.336501944914,0.340682981788,0.211493404473,0.125753020771,-0.110309588897,0.0440973228649,0.362504834911,0.369535441084,-0.0631782419503,-0.00816982453447,-0.0741026809579,-0.0959516417583,-0.351187308457,-0.4163919932,0.202098770073
0.2775,0.159728756896,-0.181432614777,0.14900734711,-0.0332884498062,0.100022364194,-0.23618780947,-0.42298169155,-0.329248695484,-0.0692313875107,0.262484042219,-0.365763475649,0.36803974702,0.22671361555,0.139334649442,-0.120033627127,0.0444199126922,0.390283158032,0.399622649923,-0.0692791896137,-0.007270504619,-0.0818767856844,-0.100846828786,-0.378386925885,-0.446579205652,0.222888512863
0.278,0.166675660029,-0.195774891274,0.157629193533,-0.0368399464047,0.106347079059,-0.254895683573,-0.450443923078,-0.352105679012,-0.0757861384451,0.281842423861,-0.391225367451,0.39116135569,0.239706645189,0.151023530621,-0.128446099985,0.0446628080949,0.413859783683,0.424899970831,-0.0746066996546,-0.0065049358295,-0.0885997842878,-0.105122961889,-0.402229780619,-0.472873977278,0.240728638121
0.2785,0.171592731627,-0.206112220788,0.163731911196,-0.0393779514923,0.110835550066,-0.268361810014,-0.47093878752,-0.368643474099,-0.0804875324867,0.295508315115,-0.409803375834,0.407128581501,0.248798783435,0.159312056825,-0.134459049291,0.0447871770228,0.430272902008,0.442145243509,-0.0784764462061,-0.00597187003659,-0.0934037524342,-0.108233900248,-0.419826149375,-0.492019168687,0.253322992289
0.279,0.173631381305,-0.210733697156,0.166266973857,-0.0404703168612,0.112725266677,-0.274382508966,-0.481283077185,-0.376159055967,-0.0825391769586,0.301196526802,-0.418548696664,0.413346002611,0.252458850374,0.162797345812,-0.137048406544,0.0447667361795,0.436860621734,0.448538769985,-0.0802286194542,-0.00576065168256,-0.0954724833319,-0.109654086439,-0.42836608676,-0.50086937664,0.25855144114
0.2795,0.172252279279,-0.208503396413,0.164568432994,-0.0398371664732,0.111528028483,-0.271489811091,-0.479135805737,-0.372830380131,-0.0814204123145,0.297455826458,-0.415413804234,0.408235544782,0.249729677737,0.160582956372,-0.135550629878,0.0445970493823,0.431970845367,0.442415372172,-0.0794197073324,-0.00592611617731,-0.0942770315578,-0.109030001312,-0.425863744959,-0.497245084516,0.255071226365
0.28,0.167425853494,-0.199264802911,0.158599028738,-0.0374540328145,0.107207815938,-0.259463589258,-0.463801634583,-0.358357411358,-0.0770774034501,0.284179892342,-0.399948517467,0.391745287098,0.240565225526,0.152603394753,-0.129907315001,0.0442965093889,0.415499464358,0.423789378931,-0.0759902479108,-0.00646967443771,-0.089769889549,-0.106312130372,-0.411854332592,-0.48072201929,0.242794620631
0.2805,0.15966959745,-0.183953917004,0.148996293784,-0.033574429155,0.100217977759,-0.239485738033,-0.436629161932,-0.334166417452,-0.0699684069838,0.26271661215,-0.373575113808,0.365439970945,0.225894405159,0.139691885153,-0.120718822943,0.0438989610003,0.389004811016,0.394426295769,-0.0703097524031,-0.00733625763057,-0.0824281425988,-0.101791131234,-0.387673213564,-0.452917403347,0.222985787521
