time_s,rms_state_distance
0.0585,0.0279972846162
0.059,0.0274542029924
0.0595,0.0269223602732
0.06,0.0264015008021
0.0605,0.0258913755625
0.061,0.0253917419728
0.0615,0.0249023636901
0.062,0.0244230104205
0.0625,0.0239534577367
0.063,0.023493486902
0.0635,0.023042884701
0.064,0.0226014432759
0.0645,0.0221689599689
0.065,0.0217452371704
0.0655,0.0213300821719
0.066,0.0209233070244
0.0665,0.020524728402
0.067,0.0201341674693
0.0675,0.0197514497543
0.068,0.0193764050247
0.0685,0.0190088671692
0.069,0.0186486740822
0.0695,0.0182956675522
0.07,0.0179496931545
0.0705,0.0176106001468
0.071,0.0172782413687
0.0715,0.0169524731438
0.072,0.0166331551854
0.0725,0.0163201505056
0.073,0.0160133253261
0.0735,0.0157125489927
0.074,0.0154176938928
0.0745,0.015128635374
0.075,0.0148452516671
0.0755,0.0145674238099
0.076,0.0142950355739
0.0765,0.014027973394
0.077,0.0137661262987
0.0775,0.0135093858438
0.078,0.0132576460476
0.0785,0.0130108033276
0.079,0.0127687564399
0.0795,0.0125314064198
0.08,0.0122986565241
0.0805,0.0120704121757
0.081,0.0118465809087
0.0815,0.0116270723166
0.082,0.0114117980001
0.0825,0.0112006715186
0.083,0.0109936083407
0.0835,0.0107905257983
0.084,0.0105913430403
0.0845,0.0103959809886
0.085,0.0102043622948
0.0855,0.0100164112985
0.086,0.0098320539864
0.0865,0.00965121795277
0.087,0.00947383236077
0.0875,0.00929982790504
0.088,0.00912913677518
0.0885,0.00896169262024
0.089,0.00879743051421
0.0895,0.00863628692234
0.09,0.00847819966843
0.0905,0.00832310790296
0.091,0.00817095207208
0.0915,0.00802167388739
0.092,0.0078752162965
0.0925,0.00773152345443
0.093,0.00759054069567
0.0935,0.00745221450699
0.094,0.00731649250101
0.0945,0.00718332339031
0.095,0.00705265696237
0.0955,0.00692444405503
0.096,0.00679863653262
0.0965,0.00667518726267
0.097,0.00655405009326
0.0975,0.00643517983086
0.098,0.0063185322188
0.0985,0.00620406391623
0.099,0.0060917324776
0.0995,0.00598149633272
0.1,0.00587331476719
0.1005,0.00576714790346
0.101,0.00566295668219
0.1015,0.00556070284421
0.102,0.00546034891287
0.1025,0.00536185817675
0.103,0.00526519467292
0.1035,0.00517032317049
0.104,0.0050772091546
0.1045,0.00498581881083
0.105,0.00489611900992
0.1055,0.00480807729289
0.106,0.0047216618565
0.1065,0.00463684153908
0.107,0.00455358580666
0.1075,0.00447186473946
0.108,0.00439164901866
0.1085,0.00431290991353
0.109,0.00423561926882
0.1095,0.00415974949245
0.11,0.00408527354352
0.1105,0.00401216492056
0.111,0.00394039765005
0.1115,0.00386994627524
0.112,0.00380078584521
0.1125,0.00373289190416
0.113,0.00366624048099
0.1135,0.00360080807908
0.114,0.00353657166629
0.1145,0.00347350866528
0.115,0.00341159694391
0.1155,0.00335081480597
0.116,0.00329114098208
0.1165,0.00323255462079
0.117,0.00317503527986
0.1175,0.0031185629178
0.118,0.00306311788555
0.1185,0.00300868091831
0.119,0.00295523312769
0.1195,0.00290275599383
0.12,0.0028512313579
0.1205,0.00280064141462
0.121,0.00275096870502
0.1215,0.00270219610932
0.122,0.00265430684002
0.1225,0.00260728443504
0.123,0.00256111275115
0.1235,0.00251577595742
0.124,0.00247125852888
0.1245,0.0024275452403
0.125,0.00238462116009
0.1255,0.00234247164437
0.126,0.00230108233115
0.1265,0.00226043913459
0.127,0.00222052823947
0.1275,0.00218133609572
0.128,0.00214284941306
0.1285,0.00210505515583
0.129,0.0020679405378
0.1295,0.00203149301725
0.13,0.00199570029201
0.1305,0.00196055029471
0.131,0.00192603118807
0.1315,0.00189213136029
0.132,0.00185883942061
0.1325,0.00182614419486
0.133,0.00179403472119
0.1335,0.00176250024583
0.134,0.00173153021899
0.1345,0.00170111429077
0.135,0.00167124230728
0.1355,0.00164190430671
0.136,0.00161309051554
0.1365,0.00158479134487
0.137,0.00155699738675
0.1375,0.00152969941063
0.138,0.00150288835988
0.1385,0.00147655534835
0.139,0.00145069165707
0.1395,0.00142528873096
0.14,0.00140033817561
0.1405,0.00137583175414
0.141,0.00135176138416
0.1415,0.00132811913471
0.142,0.00130489722336
0.1425,0.00128208801327
0.143,0.00125968401038
0.1435,0.00123767786068
0.144,0.0012160623474
0.1445,0.00119483038845
0.145,0.00117397503374
0.1455,0.00115348946267
0.146,0.0011333669816
0.1465,0.00111360102142
0.147,0.00109418513513
0.1475,0.0010751129955
0.148,0.00105637839277
0.1485,0.00103797523238
0.149,0.00101989753275
0.1495,0.00100213942313
0.15,0.000984695141444
0.1505,0.000967559032259
0.151,0.000950725544694
0.1515,0.000934189230443
0.152,0.000917944741811
0.1525,0.000901986829793
0.153,0.000886310342192
0.1535,0.00087091022177
0.154,0.000855781504448
0.1545,0.000840919317523
0.155,0.000826318877939
0.1555,0.00081197549058
0.156,0.000797884546602
0.1565,0.000784041521796
0.157,0.000770441974987
0.1575,0.000757081546456
0.158,0.000743955956406
0.1585,0.000731061003448
0.159,0.000718392563118
0.1595,0.000705946586427
0.16,0.00069371909844
0.1605,0.000681706196875
0.161,0.000669904050739
0.1615,0.000658308898987
0.162,0.000646917049202
0.1625,0.000635724876313
0.163,0.000624728821324
0.1635,0.000613925390077
0.164,0.000603311152038
0.1645,0.000592882739102
0.165,0.000582636844426
0.1655,0.000572570221285
0.166,0.000562679681944
0.1665,0.000552962096559
0.167,0.000543414392096
0.1675,0.00053403355127
0.168,0.000524816611509
0.1685,0.000515760663929
0.169,0.00050686285234
0.1695,0.000498120372264
0.17,0.000489530469973
0.1705,0.000481090441546
0.171,0.000472797631945
0.1715,0.000464649434108
0.172,0.000456643288059
0.1725,0.000448776680036
0.173,0.000441047141634
0.1735,0.000433452248969
0.174,0.000425989621847
0.1745,0.000418656922968
0.175,0.000411451857122
0.1755,0.000404372170418
0.176,0.000397415649524
0.1765,0.000390580120913
0.177,0.000383863450134
0.1775,0.000377263541089
0.178,0.000370778335331
0.1785,0.000364405811369
0.179,0.000358143983988
0.1795,0.000351990903586
0.18,0.000345944655515
0.1805,0.000340003359444
0.181,0.000334165168727
0.1815,0.000328428269786
0.182,0.000322790881507
0.1825,0.000317251254642
0.183,0.000311807671231
0.1835,0.000306458444023
0.184,0.000301201915921
0.1845,0.000296036459428
0.185,0.000290960476106
0.1855,0.000285972396048
0.186,0.000281070677354
0.1865,0.000276253805626
0.187,0.00027152029346
0.1875,0.00026686867996
0.188,0.000262297530252
0.1885,0.000257805435013
0.189,0.000253391010006
0.1895,0.000249052895621
0.19,0.000244789756432
0.1905,0.000240600280756
0.191,0.000236483180221
0.1915,0.000232437189344
0.192,0.000228461065118
0.1925,0.000224553586602
0.193,0.000220713554522
0.1935,0.00021693979088
0.194,0.000213231138568
0.1945,0.000209586460991
0.195,0.000206004641693
0.1955,0.000202484583998
0.196,0.00019902521065
0.1965,0.000195625463463
0.197,0.000192284302976
0.1975,0.000189000708116
0.198,0.000185773675869
0.1985,0.000182602220949
0.199,0.000179485375484
0.1995,0.000176422188698
0.2,0.00017341172661
0.2005,0.000170453071722
0.201,0.000167545322733
0.2015,0.000164687594242
0.202,0.000161879016462
0.2025,0.000159118734943
0.203,0.000156405910294
0.2035,0.000153739717915
0.204,0.000151119347729
0.2045,0.000148544003923
0.205,0.000146012904696
0.2055,0.000143525282
0.206,0.000141080381302
0.2065,0.000138677461338
0.207,0.000136315793873
0.2075,0.000133994663476
0.208,0.000131713367284
0.2085,0.000129471214779
0.209,0.00012726752757
0.2095,0.000125101639175
0.21,0.000122972894806
0.2105,0.000120880651164
0.211,0.000118824276235
0.2115,0.000116803149083
0.212,0.000114816659658
0.2125,0.000112864208602
0.213,0.000110945207053
0.2135,0.000109059076465
0.214,0.000107205248423
0.2145,0.000105383164457
0.215,0.000103592275874
0.2155,0.000101832043576
0.216,0.000100101937898
0.2165,9.84014384313e-05
0.217,9.67300338667e-05
0.2175,9.50872218289e-05
0.218,9.34725087193e-05
0.2185,9.18854095605e-05
0.219,9.0325447843e-05
0.2195,8.87921553753e-05
0.22,8.72850721365e-05
0.2205,8.58037461319e-05
0.221,8.43477332504e-05
0.2215,8.29165971255e-05
0.222,8.15099089978e-05
0.2225,8.01272475808e-05
0.223,7.87681989286e-05
0.2235,7.74323563065e-05
0.224,7.6119320063e-05
0.2245,7.48286975051e-05
0.225,7.35601027755e-05
0.2255,7.23131567317e-05
0.226,7.10874868277e-05
0.2265,6.98827269974e-05
0.227,6.86985175408e-05
0.2275,6.7534505011e-05
0.228,6.63903421049e-05
0.2285,6.52656875544e-05
0.229,6.41602060203e-05
0.2295,6.30735679878e-05
0.23,6.20054496639e-05
0.2305,6.09555328773e-05
0.231,5.99235049787e-05
0.2315,5.89090587442e-05
0.232,5.791189228e-05
0.2325,5.69317089283e-05
0.233,5.59682171756e-05
0.2335,5.50211305624e-05
0.234,5.40901675942e-05
0.2345,5.31750516546e-05
0.235,5.22755109196e-05
0.2355,5.13912782735e-05
0.236,5.05220912264e-05
0.2365,4.9667691833e-05
0.237,4.88278266129e-05
0.2375,4.80022464725e-05
0.238,4.71907066283e-05
0.2385,4.63929665308e-05
0.239,4.56087897911e-05
0.2395,4.48379441078e-05
0.24,4.4080201195e-05
0.2405,4.3335336713e-05
0.241,4.26031301984e-05
0.2415,4.18833649968e-05
0.242,4.11758281961e-05
0.2425,4.04803105611e-05
0.243,3.97966064692e-05
0.2435,3.91245138476e-05
0.244,3.84638341107e-05
0.2445,3.78143721e-05
0.245,3.71759360236e-05
0.2455,3.65483373979e-05
0.246,3.59313909898e-05
0.2465,3.53249147597e-05
0.247,3.47287298064e-05
0.2475,3.41426603119e-05
0.248,3.35665334878e-05
0.2485,3.30001795228e-05
0.249,3.24434315304e-05
0.2495,3.18961254983e-05
0.25,3.13581002384e-05
