time_s,amplitude_half,amplitude_one,amplitude_two
8.52387696009e-06,0.806453526826,0.624344943582,0.938153340022
8.56389516178e-06,0.810573890139,0.614175435055,0.94785588012
8.60391336347e-06,0.814660195525,0.603955845409,0.956772728821
8.64393156516e-06,0.818711994874,0.593690657293,0.964888242944
8.68394976685e-06,0.822728843862,0.583384373358,0.972188185119
8.72396796854e-06,0.826710301995,0.573041514281,0.978659748766
8.76398617023e-06,0.830655932662,0.562666616782,0.984291580564
8.80400437192e-06,0.834565303179,0.552264231634,0.989073800367
8.84402257361e-06,0.838437984841,0.541838921666,0.992998018535
8.8840407753e-06,0.842273552964,0.531395259765,0.996057350657
8.92405897699e-06,0.846071586935,0.520937826865,0.998246429625
8.96407717868e-06,0.849831670257,0.510471209942,0.999561415049
9.00409538037e-06,0.853553390593,0.5,1
9.04411358206e-06,0.857236339816,0.489528790058,0.999561415049
9.08413178375e-06,0.860880114049,0.479062173135,0.998246429625
9.12414998544e-06,0.864484313711,0.468604740235,0.996057350657
9.16416818713e-06,0.86804854356,0.458161078334,0.992998018535
9.20418638882e-06,0.871572412739,0.447735768366,0.989073800367
9.24420459052e-06,0.875055534815,0.437333383218,0.984291580564
9.28422279221e-06,0.878497527826,0.426958485719,0.978659748766
9.3242409939e-06,0.881898014317,0.416615626642,0.972188185119
9.36425919559e-06,0.885256621388,0.406309342707,0.964888242944
9.40427739728e-06,0.888572980728,0.396044154591,0.956772728821
9.44429559897e-06,0.891846728663,0.385824564945,0.94785588012
9.48431380066e-06,0.895077506188,0.375655056418,0.938153340022
9.52433200235e-06,0.898264959012,0.365540089692,0.92768213008
9.56435020404e-06,0.901408737596,0.355484101528,0.916460620355
9.60436840573e-06,0.904508497187,0.345491502813,0.904508497187
9.64438660742e-06,0.907563897864,0.335566676631,0.891846728663
9.68440480911e-06,0.910574604567,0.325713976339,0.878497527826
9.7244230108e-06,0.913540287137,0.315937723658,0.864484313711
9.76444121249e-06,0.916460620355,0.306242206774,0.849831670257
9.80445941418e-06,0.919335283973,0.296631678462,0.834565303179
9.84447761587e-06,0.922163962751,0.287110354217,0.818711994874
9.88449581756e-06,0.924946346493,0.277682410408,0.802299557431
9.92451401925e-06,0.92768213008,0.26835198244,0.785356783842
9.96453222095e-06,0.930371013502,0.259123162949,0.767913397489
1.00045504226e-05,0.933012701892,0.25,0.75
1.00445686243e-05,0.93560690556,0.240986495313,0.73164801756
1.0084586826e-05,0.938153340022,0.232086602511,0.712889645783
1.01246050277e-05,0.940651726032,0.223304225378,0.693757793226
1.01646232294e-05,0.943101789616,0.214643216158,0.674286023661
1.02046414311e-05,0.945503262094,0.206107373854,0.654508497187
1.02446596328e-05,0.94785588012,0.197700442569,0.634459910308
1.02846778345e-05,0.950159385701,0.189426109861,0.614175435055
1.03246960362e-05,0.952413526233,0.181288005126,0.593690657293
1.03647142379e-05,0.954618054524,0.173289698005,0.573041514281
1.04047324395e-05,0.956772728821,0.165434696821,0.552264231634
1.04447506412e-05,0.958877312842,0.157726447036,0.531395259765
1.04847688429e-05,0.960931575794,0.150168329743,0.510471209942
1.05247870446e-05,0.962935292405,0.142763660184,0.489528790058
1.05648052463e-05,0.964888242944,0.135515686289,0.468604740235
1.0604823448e-05,0.966790213249,0.128427587261,0.447735768366
1.06448416497e-05,0.968640994746,0.121502472174,0.426958485719
1.06848598514e-05,0.970440384477,0.114743378612,0.406309342707
1.07248780531e-05,0.972188185119,0.108153271337,0.385824564945
1.07648962548e-05,0.973884205005,0.101735040988,0.365540089692
1.08049144564e-05,0.975528258148,0.0954915028125,0.345491502813
1.08449326581e-05,0.977120164258,0.0894253954331,0.325713976339
1.08849508598e-05,0.978659748766,0.083539379645,0.306242206774
1.09249690615e-05,0.980146842838,0.077836037249,0.287110354217
1.09649872632e-05,0.981581283399,0.0723178699197,0.26835198244
1.10050054649e-05,0.982962913145,0.0669872981078,0.25
1.10450236666e-05,0.984291580564,0.0618466599781,0.232086602511
1.10850418683e-05,0.985567139955,0.0568982103844,0.214643216158
1.112506007e-05,0.986789451437,0.0521441198803,0.197700442569
1.11650782717e-05,0.987958380969,0.047586473767,0.181288005126
1.12050964734e-05,0.989073800367,0.0432272711787,0.165434696821
1.1245114675e-05,0.990135587311,0.0390684242057,0.150168329743
1.12851328767e-05,0.991143625364,0.0351117570559,0.135515686289
1.13251510784e-05,0.992097803985,0.0313590052541,0.121502472174
1.13651692801e-05,0.992998018535,0.0278118148813,0.108153271337
1.14051874818e-05,0.993844170298,0.0244717418524,0.0954915028125
1.14452056835e-05,0.994636166481,0.021340251234,0.083539379645
1.14852238852e-05,0.995373920236,0.0184187166012,0.0723178699197
1.15252420869e-05,0.996057350657,0.0157084194357,0.0618466599781
1.15652602886e-05,0.9966863828,0.0132105485634,0.0521441198803
1.16052784903e-05,0.997260947684,0.0109261996331,0.0432272711787
1.16452966919e-05,0.997780982302,0.00885637463566,0.0351117570559
1.16853148936e-05,0.998246429625,0.00700198146475,0.0278118148813
1.17253330953e-05,0.998657238612,0.00536383351851,0.021340251234
1.1765351297e-05,0.999013364214,0.00394264934276,0.0157084194357
1.18053694987e-05,0.999314767377,0.00273905231586,0.0109261996331
1.18453877004e-05,0.999561415049,0.00175357037525,0.00700198146475
1.18854059021e-05,0.999753280183,0.000986635785864,0.00394264934276
1.19254241038e-05,0.999890341737,0.000438584950571,0.00175357037525
1.19654423055e-05,0.999972584683,0.000109658262577,0.000438584950571
1.20054605072e-05,1,1.49975978266e-32,5.99903913065e-32
