frame,time_ps,ca_rmsd_A,pocket_ca_rmsd_A,lig_rmsd_A
167,41.75,0.3575871133650321,0.36085482674375546,1.5584769720906453
168,42.0,0.38195872176932305,0.38836622848998903,1.4637169066035634
169,42.25,0.3271687328747391,0.3323840451066592,1.4126458582870407
170,42.5,0.3395303033791104,0.3475940225169683,1.36985881285961
171,42.75,0.35514148012339497,0.3632683551931286,1.270228727895118
172,43.0,0.34450634041494466,0.33773302314569764,1.31224616114063
173,43.25,0.3304631859256883,0.3437536396254749,1.1361842633863304
174,43.5,0.3755255033968717,0.3911801948671222,0.9633227541689224
175,43.75,0.3470181160078098,0.35847026195816983,0.9627758013703117
176,44.0,0.32053957676022393,0.32551148405292835,1.1070561635962004
177,44.25,0.35973049719810024,0.36241276395559346,1.2095428925777079
178,44.5,0.34589269020262114,0.347713451929477,1.4583286206998345
179,44.75,0.3186315020362594,0.32517784938453953,1.2519675058052449
180,45.0,0.3406504777058142,0.34717261616981093,1.103180069327056
181,45.25,0.3590306875655003,0.37007706778940286,0.9906658707050982
182,45.5,0.3381806567541637,0.351371311245899,1.0236649551746178
183,45.75,0.36353809274106946,0.36431250466256704,0.9700796804329719
184,46.0,0.3491420262702844,0.3536192611098656,1.1271287485974777
185,46.25,0.3443187835821416,0.3507698059827916,1.3125078071523872
186,46.5,0.30454756664147214,0.31776085017347894,1.3273518446667774
187,46.75,0.34679042907769425,0.353746862786052,1.306872281975827
188,47.0,0.34660489886972323,0.3526687031386018,1.2726793955741424
189,47.25,0.36851222520727633,0.3795466973948326,1.172309554407553
190,47.5,0.3473142831450717,0.35668261358858594,1.1065584825659667
191,47.75,0.352488121548605,0.37006434628490925,1.1528129979539343
192,48.0,0.33437469370690365,0.34052438621773323,1.3428605733210766
193,48.25,0.3178338791906583,0.31944194861732533,1.49952718146351
194,48.5,0.3380445884084134,0.33947336615886725,1.3216744747613605
195,48.75,0.32017149737532813,0.32565017488625975,1.213519840908834
196,49.0,0.3389113462159578,0.34780142459992913,1.2034361292232332
197,49.25,0.3567906406370498,0.36818893387134277,1.2070949982173351
198,49.5,0.3642908463510837,0.36967065793393256,1.4626960321075546
199,49.75,0.34259963306637947,0.34803566487817617,1.5668694333006064
