n_channels,q_a,q_b,q_cat,t_jacket,conv,selectivity,ee,kg_h,sty,pmi,e_factor,ci,cost,kwh_kg,dT_channel,duty_kW
8,0.5,1.0,0.075,15.0,0.6627085859524371,0.9976790291461873,0.864161091138337,0.04083077821044878,649.8420182481776,3.530397957566032,2.6081280456773843,67.06034420484922,660.9748483227843,0.04740290041668638,-4.9478525170881085,0.005287626343469535
8,0.5,1.0,0.15,15.0,0.8643981992605392,0.9963994342655412,0.8641759477445943,0.05352081660180718,851.810252049239,2.7670703364230707,1.7909107759018912,51.59296022469646,511.1985252071054,0.0479762341275922,-4.9607644191453915,0.007267122157709408
8,0.5,1.0,0.3,15.0,0.965388441288238,0.9944337882634601,0.8642006813605515,0.05997275668521796,954.4960677299952,2.601011002691632,1.6064414884279488,46.80925373923537,468.5896713869498,0.0530668802403861,-4.9822607854598004,0.00914719405982901
8,0.5,1.0,0.075,20.0,0.8717762700792417,0.9970630234094293,0.8584122847482166,0.05422231772263987,862.9749891457418,2.658479055383728,1.680730686917148,50.49940887360461,497.7359479493862,0.03799015289248058,0.03787593139810497,0.005686306086801655
8,0.5,1.0,0.15,20.0,0.9763367039883826,0.9951780132876991,0.8584408855230525,0.06084026745356516,968.3029304267857,2.4341750981458223,1.4378348838235764,45.387216855156375,449.7008671328279,0.04437093262981346,0.013119543981076731,0.007689518963322498
8,0.5,1.0,0.3,20.0,0.9980912189642901,0.9920590887164912,0.8584537121906188,0.06209639219259707,988.2947765624801,2.5120589859099196,1.512348227855702,45.20805290460408,452.5649882274349,0.05058365985501165,0.002016836575535308,0.009015093332902128
8,1.0,1.0,0.075,10.0,0.27861679522547456,0.9973731954227351,0.8698827593920551,0.03319810879100386,528.364311539077,6.800839885830527,6.209774817482503,156.77937509226075,1229.3810130344277,0.07540333139771054,-9.9327243478495,0.00681165053039517
8,1.0,1.0,0.15,10.0,0.4628085420258211,0.9955754906233841,0.8698509183792132,0.05537342227327811,881.2953870707069,4.148596582423233,3.3311665169863995,94.41293830178098,743.7676886218925,0.05719218081410473,-9.904911107302269,0.00889141543527579
8,1.0,1.0,0.3,10.0,0.6709222598966451,0.9931340788508898,0.8698401214521563,0.08072350190393662,1284.754435169954,2.943578026170991,2.020296514910079,65.33583698989882,519.4054050850797,0.05103817621668102,-9.895480149522768,0.011853019872892771
8,1.0,1.0,0.075,15.0,0.4712629955850284,0.9964171021268813,0.8641109647946146,0.05738985106748372,913.3878480697721,3.934058343077336,3.107441192277934,90.69153070806064,711.164200821235,0.04345134946859728,-4.9042887489731015,0.0067820004162488816
8,1.0,1.0,0.15,15.0,0.703587729780292,0.9942687633963,0.8641039265524258,0.0860854376340823,1370.0922927693275,2.668534849952952,1.7333338065665682,60.73222635705605,478.42712624330295,0.040829047071266826,-4.898172096952294,0.010005646436311997
8,1.0,1.0,0.3,15.0,0.8845771095872877,0.9912208312497045,0.8641386632883138,0.10873628967414323,1730.5917995112113,2.185249534558135,1.205226014466826,48.507146409951666,385.60117893213413,0.043690384578851556,-4.928360722562104,0.013872646479597383
8,1.0,1.0,0.075,20.0,0.704876164927104,0.9953968983405149,0.8583387412795294,0.08697406254596518,1384.2351974974035,2.5958891167200515,1.6597472260966253,59.84504568121881,469.2689998474382,0.03268178782255668,0.10153200353420289,0.007899115600909504
8,1.0,1.0,0.15,20.0,0.9005959975684061,0.9926473602698725,0.8583809600865936,0.11145828602827915,1773.9137169950964,2.061057984883377,1.0778418908600942,46.91017373772334,369.52099689686366,0.03748041840770179,0.06498956926742494,0.012127352430551583
8,1.0,1.0,0.3,20.0,0.9822586556172646,0.987938017318066,0.858431534744383,0.12150463630957983,1933.806347725262,1.9556120129818089,0.9583598767852806,43.41274034698873,345.0827741437956,0.044476585449672576,0.021213481412985402,0.015964621439546158
8,1.5,1.0,0.075,10.0,0.1917627727113922,0.997012706393461,0.8698747051793526,0.0337328344219957,536.8747342761054,9.112817053984566,8.7891784339373,227.4144246291735,1619.7357784810401,0.08577914853094094,-9.925688881619635,0.007766369838767165
8,1.5,1.0,0.15,10.0,0.3378985432028485,0.9947622055084385,0.8698259477236799,0.059630169567943134,949.043624414606,5.22131865557161,4.534756394043482,129.03778490619925,922.5228634731499,0.060354654497943985,-9.883099756688352,0.009979282516792117
8,1.5,1.0,0.3,10.0,0.534053786443971,0.9914969537012089,0.8697862654142344,0.09469776515710808,1507.1617424509207,3.3711677595597136,2.5100634730342386,81.74215380149776,588.7537465156241,0.04967375885946888,-9.848439178966373,0.013426603991222589
8,1.5,1.0,0.075,15.0,0.34051771712571743,0.9957719043099914,0.8640855137240426,0.061524819114227136,979.1979084863975,4.996376311635768,4.298960042273205,124.68559221763094,888.0777393786154,0.044842429049391376,-4.8821704127801695,0.007337046088090126
