energy_ev,D_Tup,D_Tdown,L_Tup,L_Tdown,D_Px,D_Py,D_Pz,L_Px,L_Py,L_Pz,single_Pz,zero_SOC_Pz,flux_deficit
-0.41,1.20682788667,1.20550917989,1.20550917989,1.20682788667,-0.000135757627626,6.77040156087e-05,0.000546651129738,0.000135757627626,6.77040156087e-05,-0.000546651129738,1.33247795553e-15,0,1.9363342485e-08
-0.405,1.15364206324,1.15255585114,1.15255585114,1.15364206324,-0.000129423636114,7.04068788989e-05,0.000470996915679,0.000129423636114,7.04068788989e-05,-0.000470996915679,5.05524724996e-16,0,1.78230328274e-08
-0.4,1.13044702621,1.12951945814,1.12951945814,1.13044702621,-0.000124930369388,6.99812233356e-05,0.000410434436268,0.000124930369388,6.99812233356e-05,-0.000410434436268,-1.73395158026e-16,0,1.69662106586e-08
-0.395,1.13171517527,1.13089312781,1.13089312781,1.13171517527,-0.000122108108466,6.73232763988e-05,0.000363318502178,0.000122108108466,6.73232763987e-05,-0.000363318502178,7.83820275314e-16,0,1.66381886046e-08
-0.39,1.1534843059,1.15272846271,1.15272846271,1.1534843059,-0.000120757996666,6.29944178943e-05,0.000327742173348,0.000120757996667,6.29944178944e-05,-0.000327742173348,1.90489250968e-16,0,1.67342291135e-08
-0.385,1.19309166954,1.19237108113,1.19237108113,1.19309166954,-0.000120699452744,5.72934036646e-05,0.000302074895795,0.000120699452744,5.72934036646e-05,-0.000302074895793,0,0,1.71896510359e-08
-0.38,1.24875662895,1.24804477801,1.24804477801,1.24875662895,-0.000121769406682,5.03341885569e-05,0.000285105152094,0.000121769406682,5.03341885569e-05,-0.000285105152095,-2.84854017543e-16,0,1.79682424495e-08
-0.375,1.31927381169,1.31854578414,1.31854578414,1.31927381169,-0.000123792187222,4.21190996309e-05,0.000275995960547,0.000123792187222,4.21190996308e-05,-0.000275995960545,-7.52737675355e-17,0,1.90537918776e-08
-0.37,1.40383210715,1.40306268051,1.40306268051,1.40383210715,-0.000126523813687,3.2622463394e-05,0.000274120228041,0.000126523813687,3.2622463394e-05,-0.00027412022804,-2.37475353793e-16,0,2.04436707563e-08
-0.365,1.5017809146,1.50094387689,1.50094387689,1.5017809146,-0.000129570549042,2.19115020552e-05,0.000278759385562,0.000129570549042,2.19115020552e-05,-0.000278759385561,4.9589383953e-16,0,2.21396225797e-08
-0.36,1.61179406066,1.61086392098,1.61086392098,1.61179406066,-0.00013229629394,1.03279507759e-05,0.000288625005822,0.00013229629394,1.03279507759e-05,-0.000288625005822,1.11217920139e-15,0,2.41240996068e-08
-0.355,1.72937209407,1.72833043064,1.72833043064,1.72937209407,-0.000133779635974,-1.29134550693e-06,0.000301258835509,0.000133779635974,-1.29134550685e-06,-0.000301258835508,1.75421596302e-16,0,2.63030912606e-08
-0.35,1.84195468146,1.84080319582,1.84080319582,1.84195468146,-0.000132948378294,-1.14977470249e-05,0.000312669386379,0.000132948378294,-1.14977470249e-05,-0.000312669386378,6.23075160152e-16,0,2.84072827483e-08
-0.345,1.92473065278,1.92350721844,1.92350721844,1.92473065278,-0.000129003100806,-1.84934744358e-05,0.000317920666179,0.000129003100806,-1.84934744358e-05,-0.000317920666179,7.15097458773e-16,0,2.99230507039e-08
-0.34,1.94717057657,1.94595180976,1.94595180976,1.94717057657,-0.00012197675664,-2.09020658011e-05,0.000313056380482,0.00012197675664,-2.0902065801e-05,-0.00031305638048,-5.32961547689e-16,0,3.02505389627e-08
-0.335,1.89471179509,1.89358577281,1.89358577281,1.89471179509,-0.000112924903337,-1.85836531378e-05,0.000297237019821,0.000112924903337,-1.85836531379e-05,-0.000297237019821,5.24209426606e-16,0,2.91435728883e-08
-0.33,1.78345494465,1.78248123741,1.78248123741,1.78345494465,-0.000103435081149,-1.27117787718e-05,0.000273057955361,0.000103435081149,-1.27117787719e-05,-0.000273057955361,8.50979126787e-16,0,2.69650177742e-08
-0.325,1.64683452367,1.6460285954,1.6460285954,1.64683452367,-9.48693177562e-05,-5.03848284757e-06,0.000244750008793,9.48693177562e-05,-5.03848284753e-06,-0.000244750008793,7.3931160501e-16,0,2.43824964663e-08
-0.32,1.51321965956,1.51256581459,1.51256581459,1.51321965956,-8.79620865766e-05,2.91618834872e-06,0.000216090988186,8.79620865765e-05,2.91618834873e-06,-0.000216090988186,-5.50737238718e-16,0,2.19272755508e-08
-0.315,1.39761760645,1.39708812889,1.39708812889,1.39761760645,-8.28792612407e-05,1.02093889767e-05,0.000189457357032,8.28792612407e-05,1.02093889767e-05,-0.000189457357032,2.24645355574e-16,0,1.9855704636e-08
-0.31,1.30495032079,1.30451736147,1.30451736147,1.30495032079,-7.9462805767e-05,1.64164365838e-05,0.000165918638105,7.9462805767e-05,1.64164365838e-05,-0.000165918638105,7.80634430283e-16,0,1.8231179677e-08
-0.305,1.23521674551,1.23485684037,1.23485684037,1.23521674551,-7.74383884197e-05,2.14360093082e-05,0.000145706243669,7.74383884197e-05,2.14360093081e-05,-0.000145706243668,9.39979627664e-16,0,1.70303042779e-08
-0.3,1.18677898729,1.1864737019,1.1864737019,1.18677898729,-7.65285858136e-05,2.53210946696e-05,0.000128635855244,7.65285858136e-05,2.53210946696e-05,-0.000128635855243,3.81647281611e-16,0,1.62058326758e-08
-0.295,1.15789133418,1.15762649819,1.15762649819,1.15789133418,-7.64952897909e-05,2.81739422246e-05,0.000114374413034,7.64952897909e-05,2.81739422246e-05,-0.000114374413034,-6.05501528105e-16,0,1.57137267642e-08
-0.29,1.14727967702,1.14704432667,1.14704432667,1.14727967702,-7.71446340943e-05,3.00916474152e-05,0.000102579387771,7.71446340942e-05,3.00916474152e-05,-0.00010257938777,9.29989901473e-16,0,1.55220214459e-08
-0.285,1.15430525002,1.15409065962,1.15409065962,1.15430525002,-7.83156505959e-05,3.11416876602e-05,9.29608289335e-05,7.83156505959e-05,3.11416876601e-05,-9.29608289339e-05,1.0725679124e-15,0,1.56122346162e-08
-0.28,1.17895628903,1.17875516896,1.17875516896,1.17895628903,-7.98624735406e-05,3.13530010316e-05,8.5303090238e-05,7.98624735406e-05,3.13530010315e-05,-8.53030902381e-05,9.45346927778e-16,0,1.59780872977e-08
-0.275,1.22173941721,1.22154525812,1.22154525812,1.22173941721,-8.16334493564e-05,3.07153872574e-05,7.94664211142e-05,8.16334493564e-05,3.07153872573e-05,-7.94664211132e-05,4.45047808879e-16,0,1.66227458465e-08
-0.27,1.28343830706,1.28324483974,1.28324483974,1.28343830706,-8.34480200434e-05,2.91855258762e-05,7.5376393657e-05,8.34480200434e-05,2.91855258761e-05,-7.53763936567e-05,-2.82525099691e-16,0,1.75540910696e-08
-0.265,1.36461998775,1.36442076541,1.36442076541,1.36461998775,-8.50728484245e-05,2.67021587668e-05,7.30008647852e-05,8.50728484245e-05,2.67021587668e-05,-7.30008647849e-05,-2.32690876924e-16,0,1.87759590098e-08
-0.26,1.46468921679,1.46447741248,1.46447741248,1.46468921679,-8.62025692879e-05,2.32162138237e-05,7.23087289094e-05,8.62025692879e-05,2.32162138237e-05,-7.23087289083e-05,3.63207249145e-16,0,2.0272191037e-08
-0.255,1.58029804195,1.58006669216,1.58006669216,1.58029804195,-8.64582761424e-05,1.87421636242e-05,7.32035076007e-05,8.64582761424e-05,1.87421636242e-05,-7.32035076007e-05,3.807315616e-16,0,2.19807980706e-08
-0.25,1.70326457584,1.70300762921,1.70300762921,1.70326457584,-8.54260944901e-05,1.34298305562e-05,7.54333827856e-05,8.54260944901e-05,1.34298305562e-05,-7.54333827835e-05,0,0,2.37617423515e-08
-0.245,1.81918729711,1.81890169019,1.81890169019,1.81918729711,-8.2758361502e-05,7.63504185415e-06,7.85046530949e-05,8.2758361502e-05,7.63504185413e-06,-7.85046530953e-05,-1.40601677644e-16,0,2.53790752858e-08
-0.24,1.90925183164,1.90894002986,1.90894002986,1.90925183164,-7.83312870432e-05,1.9371221083e-06,8.16621564275e-05,7.83312870431e-05,1.93712210826e-06,-8.16621564275e-05,-1.47702656795e-16,0,2.65376938202e-08
-0.235,1.95686445982,1.95653570079,1.95653570079,1.95686445982,-7.23893075603e-05,-2.95682313137e-06,8.40085387519e-05,7.23893075603e-05,-2.95682313139e-06,-8.40085387512e-05,1.15847995206e-15,0,2.69963029709e-08
-0.23,1.95569662463,1.95536512347,1.95536512347,1.95569662463,-6.55588479385e-05,-6.42113196801e-06,8.47598888287e-05,6.55588479385e-05,-6.42113196807e-06,-8.47598888271e-05,4.8157626483e-16,0,2.66931934334e-08
-0.225,1.91199792721,1.91167863016,1.91167863016,1.91199792721,-5.86721933748e-05,-8.12743795911e-06,8.35052456078e-05,5.86721933747e-05,-8.12743795915e-06,-8.3505245606e-05,3.311341363e-16,0,2.57686965099e-08
-0.22,1.83934240844,1.8390470384,1.8390470384,1.83934240844,-5.24926947609e-05,-8.12575127494e-06,8.02987404707e-05,5.24926947608e-05,-8.12575127494e-06,-8.02987404698e-05,0,0,2.44655851134e-08
-0.215,1.75165062636,1.75138599692,1.75138599692,1.75165062636,-4.7512359374e-05,-6.75364620697e-06,7.55428703473e-05,4.7512359374e-05,-6.75364620702e-06,-7.55428703463e-05,-6.0062906533e-16,0,2.30118306632e-08
-0.21,1.65959972377,1.65936813844,1.65936813844,1.65959972377,-4.39103104561e-05,-4.46437675027e-06,6.97763106759e-05,4.3910310456e-05,-4.46437675031e-06,-6.97763106753e-05,1.72300690538e-16,0,2.15672781856e-08
-0.205,1.57036954873,1.570170123,1.570170123,1.57036954873,-4.16308634824e-05,-1.68419217853e-06,6.35004675959e-05,4.16308634824e-05,-1.68419217858e-06,-6.35004675953e-05,1.54236117014e-15,0,2.02270284966e-08
-0.2,1.48860746801,1.48843748647,1.48843748647,1.48860746801,-4.04936803966e-05,1.25652473364e-06,5.70974054813e-05,4.04936803966e-05,1.25652473366e-06,-5.70974054811e-05,-9.28852996927e-16,0,1.90433624425e-08
-0.195,1.4173272402,1.41718318853,1.41718318853,1.4173272402,-4.02796292931e-05,4.13230903112e-06,5.08206543021e-05,4.02796292931e-05,4.13230903115e-06,-5.08206543019e-05,3.29929317705e-16,0,1.80442234488e-08
-0.19,1.35848450005,1.35836272798,1.35836272798,1.35848450005,-4.07787987473e-05,6.80245474142e-06,4.48210955774e-05,4.07787987473e-05,6.80245474139e-06,-4.48210955763e-05,0,0,1.72443170854e-08
-0.185,1.31334148994,1.31323857847,1.31323857847,1.31334148994,-4.18090628474e-05,9.18399153571e-06,3.91807876134e-05,4.18090628475e-05,9.18399153565e-06,-3.91807876121e-05,-1.30691918961e-15,0,1.66512701405e-08
-0.18,1.28273158572,1.2826445107,1.2826445107,1.28273158572,-4.32175033442e-05,1.1228162806e-05,3.39423996564e-05,4.32175033442e-05,1.1228162806e-05,-3.39423996563e-05,4.41170251103e-16,0,1.62692979089e-08
-0.175,1.26726229329,1.2671884617,1.2671884617,1.26726229329,-4.48737405051e-05,1.29031720465e-05,2.91311994205e-05,4.48737405051e-05,1.29031720466e-05,-2.913119942e-05,7.00432965942e-17,0,1.61015112354e-08
-0.17,1.26745125096,1.26738846194,1.26738846194,1.26745125096,-4.66602715211e-05,1.41827586635e-05,2.47704109468e-05,4.66602715211e-05,1.41827586635e-05,-2.47704109468e-05,-1.99810933127e-16,0,1.61511515273e-08
-0.165,1.28377018511,1.28371654623,1.28371654623,1.28377018511,-4.84622941877e-05,1.50394507364e-05,2.0891591932e-05,4.84622941877e-05,1.50394507364e-05,-2.0891591932e-05,-5.0709763741e-16,0,1.64214934983e-08
-0.16,1.316557606,1.31651141883,1.31651141883,1.316557606,-5.0158296139e-05,1.544168737e-05,1.75411939627e-05,5.0158296139e-05,1.544168737e-05,-1.75411939609e-05,1.81677243404e-16,0,1.69139755535e-08
-0.155,1.3657459154,1.36570553502,1.36570553502,1.3657459154,-5.16125722383e-05,1.53546737192e-05,1.47834870989e-05,5.16125722382e-05,1.53546737192e-05,-1.47834870982e-05,3.49579393281e-16,0,1.76237442417e-08
-0.15,1.43034745147,1.4303111243,1.4303111243,1.43034745147,-5.26714857225e-05,1.47454633517e-05,1.26988853383e-05,5.26714857225e-05,1.47454633517e-05,-1.2698885337e-05,-1.1323032143e-16,0,1.85319741774e-08
-0.145,1.50770220395,1.50766790207,1.50766790207,1.50770220395,-5.31663799522e-05,1.35930331e-05,1.13756785805e-05,5.31663799522e-05,1.35930331e-05,-1.13756785791e-05,-3.34176720564e-16,0,1.95951215254e-08
-0.14,1.59267971416,1.59264501694,1.59264501694,1.59267971416,-5.29269171701e-05,1.19035462836e-05,1.08928375848e-05,5.29269171701e-05,1.19035462836e-05,-1.0892837584e-05,-4.99942098477e-16,0,2.0734276962e-08
-0.135,1.67736962792,1.67733174338,1.67733174338,1.67736962792,-5.18079557552e-05,9.72900866508e-06,1.12929674072e-05,5.18079557551e-05,9.72900866503e-06,-1.12929674061e-05,-5.61769362055e-17,0,2.18326161594e-08
-0.13,1.75204891153,1.75200493993,1.75200493993,1.75204891153,-4.97290798078e-05,7.18396635955e-06,1.25487793167e-05,4.97290798078e-05,7.18396635958e-06,-1.25487793163e-05,1.03575906106e-15,0,2.27518563989e-08
-0.125,1.80777341211,1.80772086684,1.80772086684,1.80777341211,-4.671777642e-05,4.45115958583e-06,1.45333573034e-05,4.671777642e-05,4.4511595858e-06,-1.45333573025e-05,1.13181881768e-15,0,2.33716259679e-08
-0.12,1.8395236449,1.83946106443,1.83946106443,1.8395236449,-4.29380753708e-05,1.76668903182e-06,1.70102553333e-05,4.29380753708e-05,1.7666890318e-06,-1.70102553315e-05,8.07941045745e-16,0,2.36343300486e-08
-0.115,1.84768824197,1.84761560273,1.84761560273,1.84768824197,-3.86842852002e-05,-6.1796293219e-07,1.96571768336e-05,3.86842852002e-05,-6.17962932191e-07,-1.96571768328e-05,-6.51443861419e-17,0,2.3563300644e-08
-0.11,1.83667144843,1.83659018585,1.83659018585,1.83667144843,-3.43317343899e-05,-2.48691118258e-06,2.21227313924e-05,3.43317343899e-05,-2.48691118259e-06,-2.21227313917e-05,1.36792473931e-16,0,2.32385182208e-08
-0.105,1.81187993072,1.81179261281,1.81179261281,1.81187993072,-3.02593092111e-05,-3.70363044545e-06,2.40965242294e-05,3.02593092111e-05,-3.70363044543e-06,-2.40965242293e-05,3.58669027861e-16,0,2.27505374539e-08
-0.1,1.77739699691,1.77730683548,1.77730683548,1.77739699691,-2.6775189905e-05,-4.22957385657e-06,2.53639773174e-05,2.6775189905e-05,-4.22957385659e-06,-2.53639773173e-05,-8.24804701978e-16,0,2.21661564659e-08
-0.095,1.73547637395,1.73538673198,1.73538673198,1.73547637395,-2.40734250898e-05,-4.11368398741e-06,2.58269971959e-05,2.40734250898e-05,-4.11368398742e-06,-2.58269971951e-05,0,0,2.15211599652e-08
-0.09,1.68739959215,1.6873135667,1.6873135667,1.68739959215,-2.22292540695e-05,-3.46313907071e-06,2.54911912108e-05,2.22292540695e-05,-3.46313907073e-06,-2.54911912104e-05,8.05472848436e-16,0,2.08327279871e-08
-0.085,1.63462854215,1.63454866209,1.63454866209,1.63462854215,-2.12223288532e-05,-2.41053690001e-06,2.44343039939e-05,2.12223288532e-05,-2.41053689999e-06,-2.44343039922e-05,8.25745542907e-17,0,2.01161753921e-08
-0.08,1.5794662782,1.57939434394,1.57939434394,1.5794662782,-2.09703956563e-05,-1.08833396394e-06,2.27722152501e-05,2.09703956562e-05,-1.08833396397e-06,-2.27722152492e-05,-1.67897691416e-16,0,1.93953377803e-08
-0.075,1.52502718867,1.5249642596,1.5249642596,1.52502718867,-2.13600207717e-05,3.85893156119e-07,2.06325425133e-05,2.13600207717e-05,3.85893156098e-07,-2.06325425127e-05,1.0997916373e-15,0,1.87037296762e-08
-0.07,1.47476647392,1.47471297414,1.47471297414,1.47476647392,-2.22683171959e-05,1.91487844932e-06,1.81387187624e-05,2.22683171959e-05,1.91487844929e-06,-1.81387187629e-05,1.68985937418e-16,0,1.80796320137e-08
-0.065,1.43194436107,1.4319002491,1.4319002491,1.43194436107,-2.35752109687e-05,3.42112316028e-06,1.54030616301e-05,2.35752109686e-05,3.42112316031e-06,-1.54030616302e-05,5.85451146943e-16,0,1.75598184882e-08
-0.06,1.39926974794,1.39923469407,1.39923469407,1.39926974794,-2.51683707133e-05,4.8434410913e-06,1.25259281114e-05,2.51683707133e-05,4.84344109132e-06,-1.25259281115e-05,2.46219623595e-16,0,1.71751581846e-08
-0.055,1.3787700177,1.37874355031,1.37874355031,1.3787700177,-2.69434031127e-05,6.13267296809e-06,9.59827867199e-06,2.69434031127e-05,6.13267296809e-06,-9.5982786711e-06,-1.59773243835e-16,0,1.69487681667e-08
-0.05,1.37180531189,1.37178691413,1.37178691413,1.37180531189,-2.88014735964e-05,7.24774103161e-06,6.70572037902e-06,2.88014735964e-05,7.24774103156e-06,-6.70572037869e-06,5.40330475104e-16,0,1.68958655955e-08
-0.045,1.37910999679,1.37909914941,1.37909914941,1.37910999679,-3.06459074519e-05,8.1526254033e-06,3.93276249185e-06,3.06459074519e-05,8.15262540327e-06,-3.93276249113e-06,8.89486393e-16,0,1.70239284891e-08
-0.04,1.40076373443,1.40075990641,1.40075990641,1.40076373443,-3.23788926853e-05,8.81455217972e-06,1.36640539701e-06,3.23788926853e-05,8.81455217964e-06,-1.36640539694e-06,6.37627035887e-16,0,1.73319492092e-08
-0.035,1.43603569028,1.43603828003,1.43603828003,1.43603569028,-3.38992172088e-05,9.20358547243e-06,-9.01700663965e-07,3.38992172088e-05,9.20358547244e-06,9.01700664042e-07,6.75311177451e-17,0,1.78081198676e-08
-0.03,1.48310366433,1.48311189665,1.48311189665,1.48310366433,-3.5101980723e-05,9.29379983037e-06,-2.7753605858e-06,3.51019807231e-05,9.29379983032e-06,2.77536058621e-06,9.00861482273e-16,0,1.84261037539e-08
-0.025,1.53874182339,1.53875461702,1.53875461702,1.53874182339,-3.5881303948e-05,9.06616778757e-06,-4.15715342737e-06,3.5881303948e-05,9.06616778756e-06,4.15715342903e-06,1.22922759671e-16,0,1.91411611006e-08
-0.02,1.59819909394,1.59821493497,1.59821493497,1.59819909394,-3.61370174783e-05,8.51312126599e-06,-4.95587446905e-06,3.61370174783e-05,8.51312126596e-06,4.95587447093e-06,7.67307466839e-16,0,1.98891374481e-08
-0.015,1.65558641343,1.65560329565,1.65560329565,1.65558641343,-3.57858771561e-05,7.64434021988e-06,-5.09853559023e-06,3.57858771561e-05,7.64434021985e-06,5.09853559067e-06,2.28644111195e-16,0,2.05924850505e-08
-0.01,1.70498484835,1.70500035078,1.70500035078,1.70498484835,-3.47767475919e-05,6.49266424708e-06,-4.54618809094e-06,3.47767475919e-05,6.49266424703e-06,4.54618809208e-06,3.91794933889e-16,0,2.11757003044e-08
-0.005,1.74204262544,1.74205416104,1.74205416104,1.74204262544,-3.31073541399e-05,5.1182645403e-06,-3.31092888367e-06,3.31073541399e-05,5.11826454028e-06,3.31092888405e-06,1.38787596563e-15,0,2.1586649801e-08
0,1.76526395388,1.76526914141,1.76526914141,1.76526395388,-3.08380871716e-05,3.60876053028e-06,-1.46933283457e-06,3.08380871715e-05,3.60876053027e-06,1.46933283552e-06,1.5629113525e-15,0,2.18128088925e-08
0.005,1.77611139603,1.77610843503,1.77610843503,1.77611139603,-2.8097107624e-05,2.07338538962e-06,8.3356318626e-07,2.80971076239e-05,2.07338538961e-06,-8.33563184948e-07,-5.68651634465e-17,0,2.18811289088e-08
0.01,1.77775344063,1.77774137231,1.77774137231,1.77775344063,-2.50720835277e-05,6.30940731203e-07,3.39427164315e-06,2.50720835277e-05,6.30940731173e-07,-3.39427164134e-06,-5.86017902982e-17,0,2.1840041331e-08
0.015,1.77320479808,1.77318360785,1.77318360785,1.77320479808,-2.19878500386e-05,-6.06261599751e-07,5.97515795548e-06,2.19878500386e-05,-6.0626159979e-07,-5.97515795511e-06,1.82814500987e-16,0,2.17341091791e-08
0.02,1.76390022529,1.76387081174,1.76387081174,1.76390022529,-1.90747431341e-05,-1.54823124512e-06,8.33771357803e-06,1.90747431341e-05,-1.54823124516e-06,-8.33771357661e-06,5.73775879848e-16,0,2.15850697316e-08
0.025,1.74933397334,1.7492980228,1.7492980228,1.74933397334,-1.65363285166e-05,-2.13838909937e-06,1.02755968008e-05,1.65363285166e-05,-2.13838909934e-06,-1.02755968002e-05,1.33798564297e-16,0,2.13871982346e-08
0.03,1.72778522228,1.72774500496,1.72774500496,1.72778522228,-1.45252674496e-05,-2.35722631914e-06,1.16385380625e-05,1.45252674496e-05,-2.35722631917e-06,-1.16385380623e-05,1.54468803635e-15,0,2.11168957875e-08
0.035,1.69767884306,1.6976369367,1.6976369367,1.69767884306,-1.3132227411e-05,-2.21871099688e-06,1.2342403703e-05,1.3132227411e-05,-2.21871099693e-06,-1.23424037022e-05,-2.20562560268e-16,0,2.07505874705e-08
0.04,1.65888253435,1.65884150701,1.65884150701,1.65888253435,-1.23875653529e-05,-1.76190999374e-06,1.23661073401e-05,1.23875653529e-05,-1.76190999374e-06,-1.23661073392e-05,5.36542762376e-16,0,2.02820542583e-08
0.045,1.61330744078,1.61326956143,1.61326956143,1.61330744078,-1.22717733961e-05,-1.04104835447e-06,1.17397949427e-05,1.22717733961e-05,-1.0410483545e-06,-1.17397949415e-05,-5.56029249766e-16,0,1.97309906191e-08
0.05,1.56459903927,1.56456609015,1.56456609015,1.56459903927,-1.27295732273e-05,-1.16601080534e-07,1.05296843256e-05,1.27295732273e-05,-1.16601080576e-07,-1.05296843244e-05,1.38932649562e-15,0,1.9139868801e-08
0.055,1.51722537276,1.51719859765,1.51719859765,1.51722537276,-1.36835198598e-05,9.51216387937e-07,8.82378500068e-06,1.36835198598e-05,9.51216387922e-07,-8.82378500057e-06,-5.00425218479e-16,0,1.85628077354e-08
0.06,1.47550357792,1.47548374491,1.47548374491,1.47550357792,-1.50447637385e-05,2.10630353806e-06,6.72080403385e-06,1.50447637385e-05,2.10630353806e-06,-6.72080403313e-06,8.43801586388e-17,0,1.80531927185e-08
0.065,1.44295017632,1.44293770098,1.44293770098,1.44295017632,-1.67202259287e-05,3.29829071433e-06,4.32287531568e-06,1.67202259287e-05,3.29829071426e-06,-4.32287531414e-06,-3.38398944482e-16,0,1.76551342435e-08
0.07,1.42203115493,1.42202622981,1.42202622981,1.42203115493,-1.86164577231e-05,4.4825752296e-06,1.7317227565e-06,1.86164577231e-05,4.48257522959e-06,-1.73172275502e-06,5.88345978109e-16,0,1.73998975228e-08
0.075,1.41417790441,1.41418059863,1.41418059863,1.41417790441,-2.06409136466e-05,5.61941709372e-06,-9.52574693771e-07,2.06409136466e-05,5.61941709375e-06,9.52574694556e-07,1.24134537404e-15,0,1.73058052333e-08
0.08,1.41988884833,1.41989915998,1.41989915998,1.41988884833,-2.27014704401e-05,6.67260814638e-06,-3.63113165887e-06,2.27014704401e-05,6.67260814639e-06,3.63113166028e-06,1.45416814875e-15,0,1.73793068825e-08
0.085,1.43878888304,1.43880673844,1.43880673844,1.43878888304,-2.47049802445e-05,7.60810088365e-06,-6.2049739465e-06,2.47049802445e-05,7.60810088362e-06,6.20497394773e-06,5.47711363794e-16,0,1.76156933485e-08
0.09,1.46959952326,1.46962472335,1.46962472335,1.46959952326,-2.65555966671e-05,8.39290237627e-06,-8.57372073678e-06,2.65555966671e-05,8.39290237623e-06,8.57372073822e-06,1.12893314237e-15,0,1.79987620363e-08
0.095,1.51005435167,1.51008647098,1.51008647098,1.51005435167,-2.81536329411e-05,8.99451544591e-06,-1.06350373501e-05,2.81536329411e-05,8.99451544592e-06,1.06350373494e-05,5.75985663118e-16,0,1.84999886521e-08
0.1,1.55687253835,1.55691079352,1.55691079352,1.55687253835,-2.93958190119e-05,9.38123041496e-06,-1.22857516133e-05,2.93958190118e-05,9.38123041499e-06,1.22857516145e-05,2.74505288018e-16,0,1.90785005572e-08
0.105,1.60595761704,1.60600073961,1.60600073961,1.60595761704,-3.01779751885e-05,9.52360089012e-06,-1.34256317635e-05,3.01779751885e-05,9.52360089009e-06,1.3425631764e-05,-5.22617939497e-16,0,1.96839566868e-08
0.11,1.65296013048,1.65300629765,1.65300629765,1.65296013048,-3.04011890953e-05,9.39741288088e-06,-1.39648048876e-05,3.04011890953e-05,9.39741288082e-06,1.39648048888e-05,2.49115846419e-16,0,2.02640233482e-08
0.115,1.69416614685,1.69421302648,1.69421302648,1.69416614685,-2.99823434735e-05,8.98828395977e-06,-1.38354169313e-05,2.99823434736e-05,8.98828395982e-06,1.38354169311e-05,3.57883717451e-16,0,2.0775569709e-08
0.12,1.72738617085,1.72743110806,1.72743110806,1.72738617085,-2.8868993607e-05,8.29760463645e-06,-1.30071143294e-05,2.8868993607e-05,8.2976046364e-06,1.30071143302e-05,-1.72730716071e-16,0,2.11955568652e-08
0.125,1.75233545116,1.75237576974,1.75237576974,1.75233545116,-2.70569114247e-05,7.3488176859e-06,-1.15041096812e-05,2.70569114247e-05,7.34881768586e-06,1.15041096826e-05,-4.49467930178e-16,0,2.15249738034e-08
0.13,1.77015943516,1.77019278276,1.77019278276,1.77015943516,-2.46062785392e-05,6.19217446516e-06,-9.41928943261e-06,2.46062785392e-05,6.19217446514e-06,9.41928943305e-06,3.33283579965e-16,0,2.17817577308e-08
0.135,1.78223423398,1.78225889712,1.78225889712,1.78223423398,-2.16504665388e-05,4.90555820389e-06,-6.91911731561e-06,2.16504665389e-05,4.90555820384e-06,6.91911731577e-06,5.01375353998e-16,0,2.19845945892e-08
0.14,1.78882627883,1.78884142548,1.78884142548,1.78882627883,-1.83912459804e-05,3.58936360408e-06,-4.23366466153e-06,1.83912459804e-05,3.58936360403e-06,4.23366466187e-06,1.07662313481e-15,0,2.21351745822e-08
0.145,1.78833870058,1.78834453101,1.78834453101,1.78833870058,-1.5077517429e-05,2.35514597512e-06,-1.63012276227e-06,1.5077517429e-05,2.35514597512e-06,1.63012276283e-06,9.33919294728e-16,0,2.22082676693e-08
0.15,1.77766547257,1.77766324937,1.77766324937,1.77766547257,-1.19707967088e-05,1.31032221487e-06,6.25312871856e-07,1.19707967088e-05,1.31032221491e-06,-6.25312871326e-07,1.21477884517e-15,0,2.21564837588e-08
0.155,1.75366937064,1.75366128041,1.75366128041,1.75366937064,-9.30669680961e-06,5.43228056526e-07,2.30666387799e-06,9.30669680963e-06,5.43228056525e-07,-2.30666387666e-06,9.54728114513e-16,0,2.19303641913e-08
0.16,1.71510563266,1.71509446052,1.71509446052,1.71510563266,-7.26369970103e-06,1.12919219818e-07,3.25699293746e-06,7.26369970095e-06,1.12919219839e-07,-3.25699293649e-06,1.00418387899e-15,0,2.15050923735e-08
0.165,1.66386034263,1.66384902884,1.66384902884,1.66386034263,-5.94713014908e-06,4.60791514422e-08,3.39987169884e-06,5.94713014903e-06,4.60791514268e-08,-3.39987169827e-06,1.1272726285e-15,0,2.08986161709e-08
0.17,1.60472813115,1.60471935754,1.60471935754,1.60472813115,-5.38969045772e-06,3.40539594957e-07,2.7336837739e-06,5.3896904577e-06,3.40539594916e-07,-2.73368377234e-06,1.25777415135e-15,0,2.01701348956e-08
0.175,1.54397589518,1.54397183602,1.54397183602,1.54397589518,-5.56417157252e-06,9.72868811182e-07,1.31451525916e-06,5.5641715725e-06,9.7286881116e-07,-1.31451525873e-06,6.1880363281e-16,0,1.94014577737e-08
0.18,1.4876690164,1.48767129221,1.48767129221,1.4876690164,-6.40156648622e-06,1.90700245161e-06,-7.64887723734e-07,6.40156648621e-06,1.90700245161e-06,7.64887723808e-07,3.21446052691e-16,0,1.86741755392e-08
0.185,1.44057978856,1.44058956767,1.44058956767,1.44057978856,-7.80865784134e-06,3.10164236968e-06,-3.3941440053e-06,7.8086578413e-06,3.10164236963e-06,3.39414400619e-06,-5.79972585474e-16,0,1.80540657979e-08
