energy_ev,D_Tup,D_Tdown,L_Tup,L_Tdown,D_Px,D_Py,D_Pz,L_Px,L_Py,L_Pz,single_Pz,zero_SOC_Pz,flux_deficit
-0.95,0.968982811796,0.968965532984,0.968965532984,0.968982811796,4.69046816325e-06,-2.87379555434e-06,8.9160330645e-06,-4.69046816323e-06,-2.87379555438e-06,-8.91603306316e-06,1.63357441125e-15,0,1.7126764007e-08
-0.945,0.900522941491,0.900506446816,0.900506446816,0.900522941491,4.80193145789e-06,-2.89799273647e-06,9.15847083366e-06,-4.80193145787e-06,-2.89799273647e-06,-9.15847083335e-06,-1.75631121025e-15,0,1.56918205096e-08
-0.94,0.815923407885,0.81590805342,0.81590805342,0.815923407885,4.91685235543e-06,-2.92145793252e-06,9.40934505982e-06,-4.9168523554e-06,-2.92145793251e-06,-9.40934506065e-06,4.98622540505e-16,0,1.40280265182e-08
-0.935,0.732778134609,0.732763964309,0.732763964309,0.732778134609,5.03535168305e-06,-2.94408333425e-06,9.66898208768e-06,-5.03535168303e-06,-2.94408333425e-06,-9.66898208666e-06,-2.26688539326e-16,0,1.24455119543e-08
-0.93,0.660717150783,0.660704018875,0.660704018875,0.660717150783,5.15755259002e-06,-2.96575000923e-06,9.93771573004e-06,-5.15755259002e-06,-2.96575000925e-06,-9.93771572974e-06,6.06247227268e-16,0,1.11019722304e-08
-0.925,0.603176205047,0.603163881215,0.603163881215,0.603176205047,5.28357997569e-06,-2.98632671095e-06,1.02158856959e-05,-5.28357997569e-06,-2.986326711e-06,-1.02158856947e-05,2.82224495165e-16,0,1.00436836625e-08
-0.92,0.560303068233,0.560291297695,0.560291297695,0.560303068233,5.41355972828e-06,-3.00566855214e-06,1.0503835452e-05,-5.41355972831e-06,-3.00566855219e-06,-1.05038354518e-05,5.83139706773e-16,0,9.26109566812e-09
-0.915,0.531007443505,0.53099597184,0.53099597184,0.531007443505,5.54761772368e-06,-3.02361552622e-06,1.08019093777e-05,-5.5476177237e-06,-3.02361552622e-06,-1.08019093769e-05,0,0,8.72576721989e-09
-0.91,0.514031063707,0.514019641602,0.514019641602,0.514031063707,5.68587851903e-06,-3.03999085909e-06,1.11104489801e-05,-5.68587851904e-06,-3.0399908591e-06,-1.11104489805e-05,-1.17428392522e-15,0,8.40861624773e-09
-0.905,0.508404880732,0.508393258945,0.508393258945,0.508404880732,5.82846365679e-06,-3.05459917404e-06,1.14297879383e-05,-5.82846365679e-06,-3.05459917412e-06,-1.14297879364e-05,1.63290155291e-16,0,8.28710988721e-09
