record,evidence_layer,limiting_reagent_mol,isolated_major_yield_fraction,current_A,time_h,charge_C,charge_F_per_mol_limiting_input,charge_F_per_mol_product,FE_z2_percent,FE_z4_percent,product_g_reconstructed,voltage_V_reported,electricity_kWh_per_kg_if_voltage_constant,STY_g_L_h_using_solution_volume,solution_volume_L,energy_boundary
JACS_model,derived_from_public_SI_not_own_experiment,0.0003,0.85,0.014,11,554.4,19.153170325429564,22.5331415593289,8.875815184199135,17.75163036839827,0.06663762,3.01,6.95613078618354,1.009660909090909,0.006,"cell electrical energy only; excludes heating, separation, workup and equipment"
NC_model,derived_from_public_SI_not_own_experiment,0.0002,0.81,0.025,9,810.0,41.975292109301805,51.821348283088646,3.8594132848,,0.049471074000000004,,,0.5496786,0.01,"cell electrical energy only; excludes heating, separation, workup and equipment"
NC_scaleup,derived_from_public_SI_not_own_experiment,0.003,0.62,0.04,80,11520.0,39.79879548141208,64.19160561518078,3.115672183041667,,0.5680012200000001,,,0.23666717500000006,0.03,"cell electrical energy only; excludes heating, separation, workup and equipment"
