time_s,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24
0.006,0.517180181744,0.486489956244,0.510395419931,0.5,0.505690289163,0.487732706794,0.427899729607,0.463591417067,0.49983936094,0.515598732094,0.460588664706,0.529880730203,0.522749595714,0.504208392469,0.495961440182,0.502290833206,0.524709755451,0.556122316836,0.499400269867,0.5,0.499115078937,0.494447641219,0.433573348343,0.444296257992,0.509051050627
0.0065,0.518770586376,0.484423967546,0.51149537967,0.5,0.506480407654,0.485970581132,0.418960219187,0.459063224979,0.499601960188,0.517577589113,0.455542101001,0.533207337507,0.52508314056,0.5050750812,0.495424369311,0.502423771677,0.527422589064,0.563224575018,0.499117259156,0.5,0.498723047223,0.494008556662,0.425847324302,0.438706881267,0.510424870417
0.007,0.520450088731,0.482070491655,0.512691790442,0.5,0.507365941391,0.483956799368,0.408823990269,0.453941940945,0.499254262472,0.519832218134,0.449787804066,0.537033116872,0.52762656092,0.506073795392,0.494818532954,0.502554107988,0.53052766226,0.571329590105,0.498775776085,0.5,0.498251553096,0.493545771427,0.417200603801,0.432211270953,0.51200066624
0.0075,0.522223914043,0.479410032136,0.513989303696,0.5,0.508349710326,0.481669412638,0.397311382637,0.44814988889,0.498796303125,0.522387164786,0.443221261243,0.541421491728,0.53039551906,0.507203192658,0.494146080811,0.502682035174,0.534080696786,0.580574646451,0.498377796287,0.5,0.497702258374,0.493058128098,0.407510031343,0.424675982393,0.513793631829
0.008,0.524091823948,0.476436863309,0.51538637144,0.5,0.509428978302,0.479099518518,0.384297502251,0.441636454613,0.498233575614,0.525249071877,0.435767211258,0.546398469622,0.53339187912,0.508452022938,0.493415489413,0.50280744909,0.538110914566,0.591039860652,0.497929005831,0.5,0.49708179682,0.492546908975,0.396698478065,0.416040407418,0.515807854981
0.0085,0.526045654281,0.4731673557,0.516872485352,0.5,0.510593325864,0.47626117519,0.369779943215,0.434406880414,0.497578971865,0.528393299776,0.427416549532,0.551919773125,0.536595893382,0.509795048523,0.492643715561,0.502929888507,0.542595527997,0.602689189179,0.497440032778,0.5,0.496403462902,0.492016684566,0.384782448252,0.40638627644,0.518028561994
0.009,0.528067063192,0.469648729917,0.518425645172,0.499969777229,0.511822826983,0.473202528719,0.353960506272,0.426556663307,0.496854391152,0.531749284584,0.418271915643,0.55783486273,0.539958478589,0.511189469871,0.491857857087,0.503048513151,0.547430826752,0.615304957308,0.496927392758,0.5,0.495688539971,0.491476013358,0.371927583787,0.396016547956,0.520413678627
0.0095,0.530126409418,0.465964922974,0.520011136244,0.499904944226,0.513087315416,0.470013873564,0.337307726612,0.418298606287,0.496091286839,0.535190960797,0.408585295734,0.563865027625,0.543396900094,0.512573759463,0.491095288052,0.503162148853,0.552412655094,0.628447280585,0.496413639984,0.5,0.494966571926,0.49093766649,0.358489676949,0.385505960692,0.522888166531
0.01,0.532183814357,0.462235017546,0.521582875999,0.49982602918,0.514347592783,0.466826332778,0.320548139684,0.409962151009,0.495329364657,0.538541156657,0.398760246178,0.569618708095,0.546797982767,0.513871122394,0.490401171637,0.503269414802,0.55724446783,0.641479667461,0.495926192634,0.5,0.49427384974,0.490418027156,0.345007411417,0.375668551712,0.52534600568
0.0105,0.53419300235,0.458600978795,0.523088040891,0.499755422503,0.515559020573,0.463796414864,0.304549022929,0.401949201539,0.494613028051,0.541595840589,0.389296471432,0.574656811775,0.550031249872,0.514998693047,0.489822912239,0.503368916439,0.561584404983,0.653680474117,0.495494588547,0.5,0.493649786707,0.489935483198,0.332122896518,0.367409082524,0.527663151189
0.011,0.536107404703,0.455206137105,0.524474324595,0.499714893863,0.516677032067,0.461078409184,0.290117869162,0.394652989422,0.493986014887,0.544163820511,0.380684286712,0.578591906994,0.552969800139,0.51588088577,0.489402506212,0.503459454426,0.565121094184,0.664406757678,0.495146542047,0.5,0.493131703298,0.48950800711,0.320445288892,0.361495863092,0.529719382858
0.0115,0.537886817591,0.452171483696,0.525697717053,0.499722929318,0.517663136962,0.458794736067,0.277811746714,0.388373341569,0.493485583551,0.546106320415,0.373293534707,0.581178223414,0.555511918158,0.516462577237,0.489169123861,0.503540190434,0.567645754821,0.673234508282,0.494903828677,0.5,0.492749412289,0.489150531323,0.310416268312,0.35836127853,0.531420908328
0.012,0.539502510055,0.449578697475,0.526728261416,0.499740068138,0.518489649688,0.457016688419,0.267850942974,0.383267251721,0.49313794348,0.547359320103,0.367309842349,0.582351474262,0.557595438454,0.516717348876,0.489134482672,0.503610732945,0.569087480301,0.68001233989,0.494779252152,0.5,0.492521250602,0.488872894674,0.302240275781,0.358028877415,0.53271440041
0.0125,0.54093944028,0.447464921374,0.527552260155,0.499756146798,0.519141944218,0.455761676582,0.260157614891,0.379350260057,0.492956093279,0.547932090938,0.362739057551,0.58220905381,0.559200882492,0.516648501566,0.48929232007,0.503671141794,0.569501973098,0.684823493879,0.494775522557,0.5,0.492452595519,0.488678909471,0.295898994265,0.360181607613,0.533588378001
0.013,0.542195569497,0.445828029884,0.528171062861,0.499771230877,0.519618107415,0.455003785416,0.254465815922,0.376534168859,0.492940208533,0.547888464774,0.359459349328,0.580953393679,0.560345034923,0.516283989606,0.489621460756,0.503721873163,0.569029951582,0.687898936428,0.494886080186,0.5,0.492536858758,0.488566627387,0.291220508032,0.364306433076,0.534064767205
0.0135,0.543279251543,0.444637338294,0.528597717844,0.499785381896,0.519926726249,0.454689651462,0.250434222939,0.374674655405,0.493079881995,0.547322846424,0.357284542852,0.5788304091,0.56106981982,0.51566835624,0.490090825917,0.503763690964,0.567850029496,0.689530372611,0.495097254574,0.5,0.492758153005,0.488529474147,0.287958324044,0.369836592974,0.534186723905
0.014,0.544205912464,0.44384485934,0.528852957809,0.499798657574,0.52008383406,0.454752939068,0.247723709237,0.37360979481,0.493357224538,0.546340004435,0.356013433812,0.576083598878,0.561431046259,0.514854574384,0.490664670109,0.5037975658,0.566142747423,0.690009657048,0.495390940656,0.5,0.493094601473,0.488557768053,0.285851332335,0.376248006003,0.534007623117
0.0145,0.544994926451,0.443394416855,0.528961546006,0.499811112055,0.520109861086,0.455124512507,0.246035754597,0.373183543847,0.493698263441,0.54504190314,0.355458135307,0.572928691472,0.561489527766,0.513897440225,0.491306935918,0.50382457726,0.564070202441,0.689597669652,0.495747129393,0.5,0.493521479306,0.488640210787,0.284657810782,0.383105166779,0.533583267356
0.015,0.54566714134,0.443227966804,0.52894944886,0.499822796136,0.520027080955,0.455738357238,0.245123645266,0.373256608566,0.494021793467,0.5435208382,0.355455691465,0.56954438496,0.561305158807,0.512848987379,0.491984300138,0.503845830507,0.561768170965,0.688514224224,0.496145921072,0.5,0.494013739492,0.488765108729,0.284169173811,0.39007120364,0.532967244036
0.0155,0.546243158491,0.44328951899,0.528841906269,0.499833757473,0.519857733443,0.456534466694,0.244789646834,0.373709488578,0.49432871352,0.541856790992,0.355869896833,0.566072518756,0.560933507413,0.511755733965,0.492667944757,0.503862393118,0.55934567954,0.686939257616,0.496559615041,0.5,0.494547782432,0.48892124001,0.284211879512,0.396898980969,0.532208550273
0.016,0.546742284456,0.443527307967,0.528662277204,0.499844040772,0.51962280765,0.457459903895,0.244876995589,0.374441639472,0.494619876352,0.540117139865,0.356588702052,0.562622481474,0.560424205434,0.510657355656,0.493334297393,0.503875253342,0.556888001922,0.685018482727,0.496928903407,0.5,0.495035568124,0.489098383384,0.284643925322,0.403415145113,0.531350618355
0.0165,0.54718200479,0.443894770986,0.528431479481,0.499853687975,0.519341376601,0.458468858151,0.245261198243,0.375369116371,0.494896090937,0.538357529672,0.357520256543,0.559276842888,0.559820501766,0.509586377324,0.49396503575,0.503885297847,0.554460711881,0.6828699113,0.497258552634,0.5,0.495479713797,0.489287572532,0.285349616777,0.409503498699,0.530431150879
0.017,0.547577828411,0.444350734136,0.52816784931,0.499862738428,0.519030347455,0.459522162758,0.245842366891,0.376421842264,0.495158124714,0.536623254095,0.358588944412,0.556096827897,0.559159519687,0.508568543837,0.494546622854,0.503893305073,0.552113679968,0.680589801884,0.497552817558,0.5,0.495884123728,0.489481150863,0.286234303491,0.415090339971,0.529482421078
0.0175,0.547943375348,0.44485908405,0.52788727649,0.499871229046,0.518704499309,0.460586522565,0.246538954487,0.377540952058,0.495406705724,0.534950833278,0.359731854904,0.553127158768,0.558472913857,0.507623604506,0.495069584713,0.503899949211,0.549884617843,0.67825768282,0.497815496303,0.5,0.496252352899,0.489672694499,0.287219677016,0.420132423829,0.528531843635
0.018,0.548290611395,0.445388120261,0.527603505544,0.499879194458,0.518376702949,0.461633590455,0.24728272761,0.378676344061,0.49564252463,0.533369631361,0.360895735873,0.550400198965,0.557787732238,0.50676631225,0.495527684234,0.503905811222,0.547802103999,0.675940534355,0.498049979308,0.5,0.496587638242,0.489856857966,0.288239727014,0.42460736041,0.527602697866
0.0185,0.548630161345,0.44590972748,0.527328524219,0.499886667152,0.518058242716,0.462638978748,0.248014677711,0.379784448054,0.495866236635,0.531903432549,0.362034349906,0.547939476005,0.557127360974,0.506007494633,0.495917094223,0.503911393707,0.54588814766,0.673696327631,0.49825929308,0.5,0.496892927094,0.490029181976,0.289237269169,0.428506003536,0.526714924223
0.019,0.548971655238,0.446398465572,0.527072986167,0.499893677606,0.517759184187,0.463581261961,0.248681583533,0.38082617961,0.496078463306,0.530571931202,0.363106129113,0.545762695426,0.556512478583,0.505355100913,0.4962356317,0.503917137313,0.544160380662,0.671577113645,0.498446139268,0.5,0.497170903108,0.490185889871,0.290160911418,0.431826358334,0.525885939259
0.0195,0.549324079051,0.44683064252,0.526846634018,0.499900254413,0.517488750443,0.464441006292,0.249232983446,0.381765037939,0.496279794297,0.529392114659,0.364072030051,0.543884358381,0.555961978191,0.504815166583,0.496482085973,0.503923437089,0.542633969314,0.669631825183,0.498612929525,0.5,0.497424009842,0.490323689331,0.290962324709,0.434568587802,0.525131432865
0.02,0.549696112769,0.44718341087,0.52665870253,0.499906424397,0.517255683317,0.465199844243,0.24961835614,0.382565297881,0.496470788992,0.52837953512,0.364893496283,0.542318090741,0.55549383771,0.50439266418,0.496655653118,0.503930657724,0.541323334226,0.667908932075,0.498761816639,0.5,0.497654472242,0.490439589107,0.291593693666,0.436730754757,0.524466127013
0.0205,0.550096445421,0.44743391134,0.526518289606,0.499912212722,0.517068574385,0.465839599831,0.249784332401,0.383190240101,0.496651978053,0.527549479997,0.365530435969,0.541078789329,0.555125930087,0.504092226504,0.496755478329,0.503939146922,0.540243763232,0.666459080579,0.498894722321,0.5,0.497864316193,0.490530736414,0.29200523033,0.43830497891,0.523904486887
0.021,0.550534058723,0.447558479167,0.526434685888,0.499917642998,0.516936153602,0.466341461951,0.249671774129,0.383600358332,0.4968238649,0.526918057669,0.365939117435,0.540184689278,0.554876769652,0.503918736211,0.496780303945,0.503949246267,0.539413000554,0.665337845881,0.499013362006,0.5,0.498055386339,0.490594279092,0.292142641738,0.439273719949,0.523461382237
0.0215,0.551018468391,0.447531930462,0.526417651354,0.499922737373,0.516867521511,0.466685202424,0.2492125727,0.383751483872,0.496986927107,0.526503215123,0.366069883945,0.539659448577,0.554766185248,0.503877774461,0.496728223689,0.503961298773,0.538852889555,0.664608720107,0.499119266996,0.5,0.498227980709,0.490627257498,0.291944458447,0.439605930647,0.523152697542
0.022,0.551559904254,0.447326959946,0.526477619108,0.499927516623,0.516872303451,0.466848444607,0.248326063218,0.383592786787,0.49714161773,0.526325690533,0.365864604243,0.539534316822,0.554815893438,0.503975910469,0.496596552797,0.503975651824,0.53859112569,0.664346422853,0.499172526254,0.5,0.498316901269,0.490626534274,0.29133917574,0.439252889387,0.522995881643
0.0225,0.552169395825,0.446913713188,0.526625791028,0.499932000243,0.516960690561,0.46680601549,0.246915076741,0.383064673803,0.497288366564,0.526409866883,0.365253838442,0.539850374886,0.555049909899,0.504220792268,0.49638183951,0.503992653899,0.538663117599,0.664640508894,0.499157906899,0.5,0.498317717891,0.490588776357,0.290242271184,0.438143682682,0.523010405396
0.023,0.552858707217,0.446259655092,0.526874065167,0.499936206518,0.517143311786,0.46652947344,0.244861961326,0.382096751424,0.497424180489,0.526784411758,0.36415387164,0.540660641126,0.5554946747,0.504620963573,0.496080066824,0.504012642884,0.539113812089,0.665598963611,0.499072876032,0.5,0.498225715224,0.490510512683,0.288553414817,0.43618068918,0.523218048974
0.0235,0.553640033162,0.445329956341,0.527234698935,0.499940152605,0.517430853858,0.465987020376,0.242025577103,0.380606342572,0.497439447721,0.527482427239,0.362464165471,0.542031433068,0.556178664342,0.505185277696,0.495687124606,0.504035922105,0.539999031679,0.667350851509,0.498914911638,0.5,0.498036270637,0.490388301841,0.286154707335,0.433236241738,0.523642850224
0.024,0.554525328162,0.444088776865,0.5277195663,0.499943854598,0.517833316148,0.465144216549,0.238241583494,0.37849866458,0.497327073038,0.528540543577,0.360066583793,0.544041598205,0.557131109648,0.505921707945,0.495199668617,0.504062720434,0.541385280802,0.670045872758,0.498682049555,0.5,0.497745549465,0.490219056869,0.282911746567,0.429153266326,0.52431038687
0.0245,0.555525104029,0.442502041352,0.528338821728,0.499947327596,0.518358765903,0.463966245847,0.233330542436,0.375670822125,0.497082061848,0.52999593219,0.356829164905,0.546776951411,0.558379243639,0.506835273949,0.4946165126,0.504093133436,0.543345984608,0.673846675987,0.498373745318,0.5,0.497351621683,0.490000581914,0.278680879568,0.423755480003,0.525245820909
0.025,0.556646526396,0.440542516576,0.529098769544,0.499950585764,0.519011473678,0.462422884389,0.227121229234,0.372023174011,0.496703314881,0.531879653016,0.352619212148,0.550315637407,0.559943344537,0.507924759413,0.493940690575,0.504127045908,0.545950823879,0.678907246661,0.497992107804,0.5,0.496856085436,0.489732366773,0.273327942174,0.416876530214,0.526469844648
0.0255,0.557890727206,0.438198002189,0.52999882465,0.499953642391,0.519789408172,0.460497541212,0.2194982073,0.367482669954,0.496195991114,0.534204480595,0.347332133777,0.554699253466,0.561828937642,0.50917801334,0.493182215199,0.504164044017,0.549243994193,0.685329432739,0.497543487935,0.5,0.496266189548,0.489416639838,0.266764817875,0.408420214051,0.527991545618
0.026,0.559249514433,0.435482781119,0.531027747924,0.499943166721,0.520681317092,0.458201096949,0.210478120179,0.36204129734,0.495574207619,0.536946339516,0.340940911467,0.559887215688,0.564016290763,0.510566113139,0.492361248989,0.504203338001,0.553208952023,0.693094219682,0.49704023971,0.5,0.495597225406,0.489059572878,0.259006899499,0.398459465938,0.529797769045
0.0265,0.56070216131,0.432450563516,0.532159935859,0.499874944066,0.521664045608,0.455588773409,0.20030086927,0.355805383547,0.494863454389,0.540022126122,0.333561418571,0.565702001003,0.566449213029,0.512037735136,0.491510836083,0.504243730369,0.557724681551,0.701980748227,0.496502200463,0.5,0.494874585187,0.48867235317,0.25024214243,0.387359939047,0.531840532066
0.027,0.562213583654,0.429204007873,0.533353324847,0.499768968435,0.522701232914,0.452773644556,0.189489666221,0.349036739632,0.494101655516,0.54327324116,0.325508643794,0.571790739842,0.569027906319,0.513516556147,0.490677655843,0.504283668376,0.562532376684,0.711513131785,0.495957139558,0.5,0.494134462972,0.48827163865,0.240880361369,0.375870986663,0.534027544173
0.0275,0.563735524643,0.425893364872,0.53455089265,0.499649952435,0.523744719199,0.44992618975,0.17881265231,0.342152704538,0.493337633125,0.546469609121,0.317299121802,0.577641755649,0.571612351079,0.514905327798,0.489919003247,0.504321398896,0.567242843725,0.720991143744,0.495439328816,0.5,0.493422036049,0.487878836334,0.231534839947,0.365089697521,0.536223816454
0.028,0.565211720419,0.422698626079,0.535686965212,0.499545028642,0.524739406899,0.44725138321,0.169114182712,0.335659219406,0.492626279083,0.549344773774,0.309563714202,0.582679387824,0.57404031085,0.51609866342,0.489295162301,0.504355197442,0.571405347984,0.729630690799,0.494985804477,0.5,0.492786546207,0.487517891043,0.222907356872,0.356235664789,0.538270242917
0.0285,0.566586254324,0.419797764723,0.53669732334,0.499480359794,0.525630863273,0.444946789909,0.161080433649,0.330030683129,0.492021117599,0.551654774238,0.30288917969,0.586410362494,0.57615654394,0.517002047731,0.48885865511,0.504383599557,0.574620672326,0.736764023249,0.494630888467,0.5,0.492274076334,0.487211889088,0.215611348944,0.350302690328,0.54001570859
0.029,0.567812415393,0.417333360866,0.537529731047,0.499477572705,0.526373407391,0.443159647393,0.155072087151,0.3255949526,0.491566425079,0.553234132175,0.297668436873,0.588549184077,0.577841984865,0.517549972711,0.488644124208,0.50440556228,0.57664297374,0.741995293147,0.494400602162,0.5,0.491920228776,0.486979461184,0.210024601714,0.347775557092,0.541348871979
0.0295,0.568858930754,0.41539187696,0.538151029067,0.499509888601,0.52693601327,0.441963326007,0.151107783577,0.322482500899,0.491291490459,0.554021837128,0.294039154129,0.589059584182,0.579030864431,0.517715823634,0.488662761846,0.504420528173,0.577418530727,0.745237913016,0.494308882936,0.5,0.491745200254,0.486832184632,0.206245722743,0.348566997164,0.542214908344
0.03,0.569711903098,0.414001508549,0.538548894421,0.499540205525,0.527304482874,0.441360135086,0.148967286516,0.320650964956,0.491208532654,0.554050924937,0.291922959649,0.588107792708,0.579711221905,0.517510904442,0.488902838887,0.504428410229,0.577054312127,0.746644823328,0.49435667801,0.5,0.491752574823,0.48677371426,0.204151736171,0.352165528912,0.54261283773
0.0305,0.570372908733,0.41314392022,0.538729050591,0.499568647128,0.527480088867,0.441301594116,0.148324663787,0.319950474469,0.491314101255,0.553416440939,0.29111533387,0.585972852169,0.579913167928,0.516975552612,0.489334959555,0.504429528404,0.57575018196,0.746497077092,0.49453368009,0.5,0.491931454761,0.486800573781,0.203497969364,0.35786420449,0.542580326904
0.031,0.570854971815,0.412770841458,0.538710161226,0.499595329414,0.527476042039,0.441712230712,0.148847116684,0.320188352357,0.4915926535,0.552241420566,0.291369952833,0.582963300672,0.579692872268,0.516167505318,0.489919265412,0.504424518981,0.573733976876,0.745108890665,0.494821600624,0.5,0.492260496665,0.486903973471,0.204004941572,0.364950338526,0.542176062752
0.0315,0.571178135942,0.412818808429,0.538518484809,0.499620361208,0.527313293933,0.442507977773,0.150244707058,0.321172233954,0.492020832004,0.550652242807,0.292451464838,0.579364110592,0.579118348622,0.51515144889,0.490612209029,0.504414230892,0.571219310802,0.742771472006,0.495197778149,0.5,0.492712357991,0.487071919183,0.205410526444,0.372811642551,0.541466025262
0.032,0.571365690245,0.413219569225,0.538183462779,0.499643844604,0.527016721474,0.443607117922,0.15228433177,0.322730821358,0.49243048106,0.54876509609,0.294158114657,0.575413508072,0.578259457017,0.513991389081,0.491371676478,0.504399622988,0.568386557234,0.739730687546,0.495638304127,0.5,0.493257567618,0.487291092374,0.207491486645,0.380971393229,0.540515106031
0.0325,0.571441429501,0.413906434104,0.537734590611,0.499665875384,0.526612175404,0.444935482912,0.154785623093,0.324719925179,0.492819098807,0.546680514164,0.296325821762,0.571299122106,0.577181986421,0.5127458741,0.49216021936,0.504381675292,0.565379060118,0.736184784901,0.496106485322,0.5,0.493860783099,0.487548262931,0.210066694917,0.389082698896,0.539382888923
0.033,0.571427913182,0.414817735148,0.537199466749,0.4996865434,0.52612447464,0.446428282437,0.157610814062,0.327021326335,0.493187764988,0.544482392452,0.29882407128,0.567163252688,0.57594472365,0.51146546972,0.492946671032,0.504361322311,0.562306662036,0.732290629456,0.496524412296,0.5,0.49441003157,0.487831203518,0.212992321354,0.396906328506,0.538121941546
0.0335,0.571345520248,0.41589844736,0.536602756742,0.499705932951,0.525576224877,0.448030262835,0.160654441132,0.329539129813,0.493537503913,0.542239031319,0.301549624203,0.563110904769,0.574598413726,0.510191823715,0.493706578128,0.504339410687,0.55925155933,0.728171892113,0.496897479298,0.5,0.49491014122,0.488129180898,0.216154866178,0.404285846787,0.53677742595
0.034,0.571212070997,0.417100675145,0.535965803763,0.499724123119,0.524987270699,0.449695109858,0.163834899504,0.332195786414,0.493869287305,0.54000493194,0.30442060229,0.559217644876,0.573185820801,0.508994411456,0.49442185774,0.504316678412,0.556274128949,0.723926457443,0.497230501566,0.5,0.495365508281,0.488433133266,0.219464578119,0.41112577219,0.5353873734
0.0345,0.571042820523,0.418383434888,0.535306663137,0.499741188093,0.524374591386,0.451384511861,0.16708806711,0.334928525672,0.494184036997,0.537822795839,0.307371644378,0.555536321741,0.571742389689,0.507937680213,0.495080009376,0.50429375001,0.553417926494,0.719632377191,0.49752777747,0.5,0.495780135673,0.488735637381,0.222849996772,0.417374176665,0.533983306531
0.035,0.570850675879,0.419712005549,0.53464039332,0.499757197476,0.523752480935,0.453067066696,0.170362598411,0.337686321158,0.494482627496,0.535725517157,0.310350083793,0.552102563692,0.570297207046,0.50700510172,0.495673122176,0.504271142923,0.550713755029,0.715352513417,0.497793144,0.5,0.496157668193,0.489030750215,0.226253605653,0.423009381574,0.532591051206
0.0355,0.570646533078,0.421057032222,0.533979484201,0.499772216563,0.523132890886,0.454717127184,0.17361640256,0.340427313223,0.494765888412,0.533738083101,0.313312903904,0.548939238885,0.568874081838,0.506182089577,0.49619683933,0.504249280625,0.548182937614,0.711138211259,0.498030026284,0.5,0.496501424556,0.489313786628,0.229628363265,0.428029917301,0.531231643228
0.036,0.570439665378,0.42239351307,0.533334342592,0.499786306611,0.522525850508,0.456313647523,0.176813909491,0.343116587842,0.495034606764,0.531879339986,0.31622424369,0.54606009482,0.567492638355,0.505455771102,0.49664937946,0.504228509068,0.545839963511,0.707032304371,0.498241481799,0.5,0.496814426563,0.489581074331,0.232934871608,0.432446934467,0.529922262291
0.0365,0.570238120852,0.423699758755,0.532713784736,0.499799525088,0.521939908818,0.45783907467,0.1799238401,0.345724229061,0.495289529163,0.530163600952,0.319053285508,0.5434727571,0.566169362361,0.504814785997,0.49703066855,0.504209114188,0.543694655059,0.703071671328,0.498430239837,0.5,0.497099425671,0.489829711496,0.236138990661,0.43627841124,0.528677144388
0.037,0.570049106223,0.424956379302,0.532125507684,0.499811925907,0.521382565831,0.459278311566,0.182917283093,0.348223580921,0.495531363893,0.528602086925,0.321772406457,0.541181229928,0.56491857219,0.504249108652,0.497341602817,0.504191339032,0.54175397312,0.69928949415,0.498598736727,0.5,0.497358927175,0.490057340706,0.239209754663,0.439544653034,0.527508441853
0.0375,0.569879346883,0.42614532597,0.531576526886,0.499823559645,0.520860676753,0.460617762379,0.185765933575,0.350589662636,0.49576078287,0.527204207914,0.32435550205,0.539188018166,0.56375330813,0.503749891344,0.497583441784,0.504175399772,0.540023558872,0.695717333024,0.498749147286,0.5,0.497595212231,0.490261945094,0.242117476121,0.442264691286,0.526427016899
0.038,0.569735421258,0.427248995381,0.531073577349,0.499834473754,0.520380823469,0.461844455368,0.188440373008,0.352797679599,0.495978423518,0.525978705648,0.326776400072,0.537495981427,0.562686147687,0.503309325848,0.497757318767,0.504161500237,0.53850909974,0.692387118937,0.498883412887,0.5,0.497810357913,0.490441667566,0.244831936837,0.444453256685,0.525443168401
0.0385,0.569624072237,0.428249389733,0.530623481412,0.499844712745,0.519949653686,0.462945227823,0.190908273597,0.35482156579,0.496184890535,0.524934689436,0.329007278934,0.536110030589,0.561729962875,0.502920521307,0.49786385078,0.504149844874,0.537217605228,0.689333171167,0.499003266518,0.5,0.498006255466,0.490594651452,0.247320565653,0.446118037576,0.52456730175
0.039,0.569552499925,0.429127319908,0.530233488276,0.499854318382,0.519574190143,0.463905949893,0.193132397618,0.356632482158,0.496380757571,0.52408260484,0.331016991851,0.535038783566,0.560898639398,0.502601856094,0.497902829731,0.504140650068,0.536158682749,0.686594364459,0.49911025515,0.5,0.498184626935,0.490718900119,0.249546493607,0.447256942998,0.523810558038
