bias_v,frequency_hz,z_real_ohm,z_imag_ohm,i_real_a,i_imag_a
-0.25,3.41454887383,143840.807198,-20203.4718851,6.81763038496e-08,9.57585030902e-09
-0.25,3.54813389234,143437.146598,-20501.3516746,6.8321230283e-08,9.76509643486e-09
-0.25,3.68694506452,143018.995374,-20812.1499774,6.8470835201e-08,9.96388827623e-09
-0.25,3.83118684956,142585.066084,-21135.2039253,6.86257437919e-08,1.01723071665e-08
-0.25,3.98107170553,142134.094781,-21469.7386151,6.87865977303e-08,1.03904012318e-08
-0.25,4.13682040239,141664.849343,-21814.8647232,6.89540546395e-08,1.06181835583e-08
-0.25,4.29866234708,141176.138638,-22169.5765467,6.91287874211e-08,1.08556301305e-08
-0.25,4.46683592151,140666.822539,-22532.7506312,6.9311483402e-08,1.11026775411e-08
-0.25,4.64158883361,140135.822782,-22903.1451576,6.950284325e-08,1.13592204779e-08
-0.25,4.82317848224,139582.134651,-23279.4002739,6.97035796063e-08,1.16251090029e-08
-0.25,5.01187233627,139004.839425,-23660.0395649,6.99144153792e-08,1.19001456414e-08
-0.25,5.2079483286,138403.117482,-24043.4728587,7.01360816452e-08,1.21840823106e-08
-0.25,5.41169526546,137776.261941,-24428.0005646,7.03693151e-08,1.24766171238e-08
-0.25,5.6234132519,137123.692661,-24811.8197314,7.06148550044e-08,1.27773911184e-08
-0.25,5.84341413374,136444.970368,-25193.0319973,7.08734395705e-08,1.30859849656e-08
-0.25,6.07202195691,135739.810666,-25569.6535804,7.11458017367e-08,1.34019157327e-08
-0.25,6.3095734448,135008.097618,-25939.6274213,7.14326642874e-08,1.37246337814e-08
-0.25,6.55641849418,134249.896554,-26300.8375476,7.17347342779e-08,1.40535198998e-08
-0.25,6.81292069058,133465.465735,-26651.1256737,7.20526967402e-08,1.43878827784e-08
-0.25,7.07945784384,132655.26647,-26988.3099852,7.23872076556e-08,1.47269569551e-08
-0.25,7.3564225446,131819.971277,-27310.2059825,7.27388862001e-08,1.50699013649e-08
-0.25,7.64422274253,130960.46967,-27614.6491793,7.31083062916e-08,1.54157986408e-08
-0.25,7.94328234724,130077.871185,-27899.5193643,7.34959874884e-08,1.57636553201e-08
-0.25,8.25404185268,129173.505277,-28162.76605,7.3902385324e-08,1.6112403112e-08
-0.25,8.57695898591,128248.917791,-28402.4346512,7.43278811889e-08,1.6460901383e-08
-0.25,8.91250938134,127305.863774,-28616.6928597,7.4772771909e-08,1.68079410057e-08
-0.25,9.26118728129,126346.296498,-28803.8566227,7.52372592017e-08,1.71522497042e-08
-0.25,9.62350626398,125372.352661,-28962.4150897,7.57214392281e-08,1.74924990045e-08
-0.25,10,124386.333867,-29091.0538736,7.62252924911e-08,1.78273128683e-08
-0.25,10.3912230384,123390.68461,-29188.6759774,7.67486743571e-08,1.8155278047e-08
-0.25,10.7977516233,122387.967103,-29254.4197735,7.72913065024e-08,1.8474956148e-08
-0.25,11.220184543,121380.833448,-29287.6734865,7.78527695984e-08,1.87848973454e-08
-0.25,11.6591440118,120371.995706,-29288.0857185,7.84324975523e-08,1.90836556123e-08
-0.25,12.1152765863,119364.194559,-29255.5716743,7.90297736108e-08,1.93698052822e-08
-0.25,12.5892541179,118360.16728,-29190.3148716,7.96437286113e-08,1.96419586853e-08
-0.25,13.0817747426,117362.615796,-29092.7642708,8.02733416266e-08,1.98987845434e-08
-0.25,13.5935639088,116374.175593,-28963.6269044,8.09174431966e-08,2.01390267459e-08
-0.25,14.1253754462,115397.386215,-28803.8562333,8.15747212744e-08,2.03615230894e-08
-0.25,14.6779926762,114434.664013,-28614.636592,8.22437299366e-08,2.05652235221e-08
-0.25,15.2522295654,113488.277748,-28397.3641992,8.29229008204e-08,2.07492074229e-08
-0.25,15.8489319246,112560.327496,-28153.6253054,8.36105571581e-08,2.09126994401e-08
-0.25,16.4689786548,111652.72723,-27885.1721122,8.43049301877e-08,2.10550834404e-08
-0.25,17.1132830416,110767.19128,-27593.8971369,8.50041776294e-08,2.11759141549e-08
-0.25,17.7827941004,109905.224753,-27281.8067017,8.57064038377e-08,2.12749261726e-08
-0.25,18.4784979742,109068.117894,-26950.9942066,8.64096811745e-08,2.13520400068e-08
-0.25,19.2014193864,108256.944196,-26603.6138036,8.71120720958e-08,2.14073650507e-08
-0.25,19.9526231497,107472.562042,-26241.8550246,8.78116514217e-08,2.14411993378e-08
-0.25,20.7332157349,106715.619519,-25867.9188372,8.85065282478e-08,2.14540261266e-08
-0.25,21.5443469003,105986.562024,-25483.9955181,8.91948669734e-08,2.14465074324e-08
-0.25,22.3872113857,105285.642235,-25092.2446399,8.98749069615e-08,2.14194747223e-08
-0.25,23.2630506715,104612.931988,-24694.7773783,9.05449803965e-08,2.13739170781e-08
-0.25,24.173154808,103968.335631,-24293.6412589,9.12035279821e-08,2.13109671988e-08
-0.25,25.1188643151,103351.604404,-23890.8073854,9.18491122019e-08,2.12318856664e-08
-0.25,26.1015721568,102762.351448,-23488.1601192,9.24804279541e-08,2.11380439341e-08
-0.25,27.1227257933,102200.067081,-23087.4891245,9.30963104676e-08,2.10309065036e-08
-0.25,28.1838293126,101664.134003,-22690.4836447,9.36957404889e-08,2.09120127565e-08
-0.25,29.2864456463,101153.842153,-22298.7288381,9.42778468181e-08,2.07829588763e-08
-0.25,30.4321988711,100668.402997,-21913.7039802,9.48419063388e-08,2.06453802638e-08
-0.25,31.6227766017,100206.963048,-21536.7823205,9.53873417502e-08,2.05009347946e-08
-0.25,32.859932476,99768.6164792,-21169.2323772,9.59137172542e-08,2.03512872121e-08
-0.25,34.1454887383,99352.4167456,-20812.2204538,9.64207324818e-08,2.01980948875e-08
-0.25,35.4813389234,98957.3871267,-20466.8141661,9.69082149609e-08,2.0042995115e-08
-0.25,36.8694506452,98582.5301807,-20133.9867826,9.73761114336e-08,1.98875940489e-08
-0.25,38.3118684956,98226.8360954,-19814.6221918,9.78244783234e-08,1.97334573334e-08
-0.25,39.8107170553,97889.2899597,-19509.5203295,9.82534716372e-08,1.95821024254e-08
-0.25,41.3682040239,97568.877989,-19219.4029161,9.86633365638e-08,1.94349925668e-08
-0.25,42.9866234708,97264.5927592,-18944.9193724,9.90543970044e-08,1.92935323276e-08
-0.25,44.6683592151,96975.4375063,-18686.6527994,9.94270452347e-08,1.91590646142e-08
-0.25,46.4158883361,96700.4295603,-18445.1259286,9.9781731871e-08,1.90328690173e-08
