curve_id,sheet,excel_row,excel_potential_column,excel_current_column,potential_V_NHE,current_mA_cm2
after200h_iR_unverified,2h,29,7,8,1.227,-4.0695
after200h_iR_unverified,2h,30,7,8,1.228,-2.98057
after200h_iR_unverified,2h,31,7,8,1.229,-1.57512
after200h_iR_unverified,2h,32,7,8,1.23,-0.07362
after200h_iR_unverified,2h,33,7,8,1.231,1.20353
after200h_iR_unverified,2h,34,7,8,1.232,2.30839
after200h_iR_unverified,2h,35,7,8,1.233,3.60232
after200h_iR_unverified,2h,36,7,8,1.234,5.18836
after200h_iR_unverified,2h,37,7,8,1.235,6.73934
after200h_iR_unverified,2h,38,7,8,1.236,8.02334
after200h_iR_unverified,2h,39,7,8,1.237,9.21435
after200h_iR_unverified,2h,40,7,8,1.238,10.60149
after200h_iR_unverified,2h,41,7,8,1.239,12.13125
after200h_iR_unverified,2h,42,7,8,1.24,13.57895
after200h_iR_unverified,2h,43,7,8,1.241,14.96548
after200h_iR_unverified,2h,44,7,8,1.242,16.52305
after200h_iR_unverified,2h,45,7,8,1.243,18.26763
after200h_iR_unverified,2h,46,7,8,1.244,19.85472
after200h_iR_unverified,2h,47,7,8,1.245,21.10381
after200h_iR_unverified,2h,48,7,8,1.246,22.34288
after200h_iR_unverified,2h,49,7,8,1.247,23.99863
after200h_iR_unverified,2h,50,7,8,1.248,26.00211
after200h_iR_unverified,2h,51,7,8,1.249,27.86852
after200h_iR_unverified,2h,52,7,8,1.25,29.36513
after200h_iR_unverified,2h,53,7,8,1.251,30.75723
after200h_iR_unverified,2h,54,7,8,1.252,32.3828
after200h_iR_unverified,2h,55,7,8,1.253,34.19927
after200h_iR_unverified,2h,56,7,8,1.254,36.00853
after200h_iR_unverified,2h,57,7,8,1.255,37.82824
after200h_iR_unverified,2h,58,7,8,1.256,39.77755
after200h_iR_unverified,2h,59,7,8,1.257,41.74603
after200h_iR_unverified,2h,60,7,8,1.258,43.4598
after200h_iR_unverified,2h,61,7,8,1.259,44.99466
after200h_iR_unverified,2h,62,7,8,1.26,46.81755
after200h_iR_unverified,2h,63,7,8,1.261,49.14888
after200h_iR_unverified,2h,64,7,8,1.262,51.56792
after200h_iR_unverified,2h,65,7,8,1.263,53.53476
after200h_iR_unverified,2h,66,7,8,1.264,55.13058
after200h_iR_unverified,2h,67,7,8,1.265,56.95452
after200h_iR_unverified,2h,68,7,8,1.266,59.34437
after200h_iR_unverified,2h,69,7,8,1.267,61.92266
after200h_iR_unverified,2h,70,7,8,1.268,64.18848
after200h_iR_unverified,2h,71,7,8,1.269,66.17255
after200h_iR_unverified,2h,72,7,8,1.27,68.297
after200h_iR_unverified,2h,73,7,8,1.271,70.74389
after200h_iR_unverified,2h,74,7,8,1.272,73.28267
after200h_iR_unverified,2h,75,7,8,1.273,75.69136
after200h_iR_unverified,2h,76,7,8,1.274,78.10559
after200h_iR_unverified,2h,77,7,8,1.275,80.6988
after200h_iR_unverified,2h,78,7,8,1.276,83.37867
after200h_iR_unverified,2h,79,7,8,1.277,85.94002
after200h_iR_unverified,2h,80,7,8,1.278,88.4411
after200h_iR_unverified,2h,81,7,8,1.279,91.17526
after200h_iR_unverified,2h,82,7,8,1.28,94.194
after200h_iR_unverified,2h,83,7,8,1.281,97.20179
after200h_iR_unverified,2h,84,7,8,1.282,99.95723
after200h_iR_unverified,2h,85,7,8,1.283,102.67046
after200h_iR_unverified,2h,86,7,8,1.284,105.69845
after200h_iR_unverified,2h,87,7,8,1.285,109.05115
after200h_iR_unverified,2h,88,7,8,1.286,112.37767
after200h_iR_unverified,2h,89,7,8,1.287,115.45482
after200h_iR_unverified,2h,90,7,8,1.288,118.53588
after200h_iR_unverified,2h,91,7,8,1.289,121.91587
after200h_iR_unverified,2h,92,7,8,1.29,125.56107
after200h_iR_unverified,2h,93,7,8,1.291,129.17107
after200h_iR_unverified,2h,94,7,8,1.292,132.63435
after200h_iR_unverified,2h,95,7,8,1.293,136.18931
after200h_iR_unverified,2h,96,7,8,1.294,140.00184
after200h_iR_unverified,2h,97,7,8,1.295,143.95898
after200h_iR_unverified,2h,98,7,8,1.296,147.8582
after200h_iR_unverified,2h,99,7,8,1.297,151.73703
after200h_iR_unverified,2h,100,7,8,1.298,155.81906
after200h_iR_unverified,2h,101,7,8,1.299,160.11264
after200h_iR_unverified,2h,102,7,8,1.3,164.43435
after200h_iR_unverified,2h,103,7,8,1.301,168.67982
after200h_iR_unverified,2h,104,7,8,1.302,173.02765
after200h_iR_unverified,2h,105,7,8,1.303,177.67239
after200h_iR_unverified,2h,106,7,8,1.304,182.47817
after200h_iR_unverified,2h,107,7,8,1.305,187.22044
after200h_iR_unverified,2h,108,7,8,1.306,191.89531
after200h_iR_unverified,2h,109,7,8,1.307,196.78436
after200h_iR_unverified,2h,110,7,8,1.308,202.00758
after200h_iR_unverified,2h,111,7,8,1.309,207.33746
after200h_iR_unverified,2h,112,7,8,1.31,212.56208
after200h_iR_unverified,2h,113,7,8,1.311,217.75931
after200h_iR_unverified,2h,114,7,8,1.312,223.25007
after200h_iR_unverified,2h,115,7,8,1.313,229.06882
after200h_iR_unverified,2h,116,7,8,1.314,234.94289
after200h_iR_unverified,2h,117,7,8,1.315,240.70982
after200h_iR_unverified,2h,118,7,8,1.316,246.51662
after200h_iR_unverified,2h,119,7,8,1.317,252.66289
after200h_iR_unverified,2h,120,7,8,1.318,259.10139
after200h_iR_unverified,2h,121,7,8,1.319,265.55642
after200h_iR_unverified,2h,122,7,8,1.32,271.92708
after200h_iR_unverified,2h,123,7,8,1.321,278.43214
after200h_iR_unverified,2h,124,7,8,1.322,285.28527
after200h_iR_unverified,2h,125,7,8,1.323,292.37209
after200h_iR_unverified,2h,126,7,8,1.324,299.43915
after200h_iR_unverified,2h,127,7,8,1.325,306.48008
after200h_iR_unverified,2h,128,7,8,1.326,313.76155
after200h_iR_unverified,2h,129,7,8,1.327,321.3781
after200h_iR_unverified,2h,130,7,8,1.328,329.13472
after200h_iR_unverified,2h,131,7,8,1.329,336.84178
after200h_iR_unverified,2h,132,7,8,1.33,344.66503
after200h_iR_unverified,2h,133,7,8,1.331,352.81356
after200h_iR_unverified,2h,134,7,8,1.332,361.23485
after200h_iR_unverified,2h,135,7,8,1.333,369.61999
after200h_iR_unverified,2h,136,7,8,1.334,378.04998
after200h_iR_unverified,2h,137,7,8,1.335,386.81488
after200h_iR_unverified,2h,138,7,8,1.336,395.91238
after200h_iR_unverified,2h,139,7,8,1.337,404.99478
after200h_iR_unverified,2h,140,7,8,1.338,414.05905
after200h_iR_unverified,2h,141,7,8,1.339,423.49798
after200h_iR_unverified,2h,142,7,8,1.34,433.31431
after200h_iR_unverified,2h,143,7,8,1.341,443.09113
after200h_iR_unverified,2h,144,7,8,1.342,452.86021
after200h_iR_unverified,2h,145,7,8,1.343,463.01251
after200h_iR_unverified,2h,146,7,8,1.344,473.51277
after200h_iR_unverified,2h,147,7,8,1.345,483.99445
after200h_iR_unverified,2h,148,7,8,1.346,494.63631
after200h_iR_unverified,2h,149,7,8,1.347,505.58567
after200h_iR_unverified,2h,150,7,8,1.348,516.62918
after200h_iR_unverified,2h,151,7,8,1.349,527.89475
after200h_iR_unverified,2h,152,7,8,1.35,539.5801
after200h_iR_unverified,2h,153,7,8,1.351,551.24214
after200h_iR_unverified,2h,154,7,8,1.352,562.93174
after200h_iR_unverified,2h,155,7,8,1.353,575.11631
after200h_iR_unverified,2h,156,7,8,1.354,587.56293
after200h_iR_unverified,2h,157,7,8,1.355,600.12234
after200h_iR_unverified,2h,158,7,8,1.356,612.88504
after200h_iR_unverified,2h,159,7,8,1.357,625.55741
after200h_iR_unverified,2h,160,7,8,1.358,638.80347
after200h_iR_unverified,2h,161,7,8,1.359,652.60642
after200h_iR_unverified,2h,162,7,8,1.36,666.09263
after200h_iR_unverified,2h,163,7,8,1.361,679.71309
after200h_iR_unverified,2h,164,7,8,1.362,693.65421
after200h_iR_unverified,2h,165,7,8,1.363,708.35172
after200h_iR_unverified,2h,166,7,8,1.364,722.9918
after200h_iR_unverified,2h,167,7,8,1.365,737.4194
after200h_iR_unverified,2h,168,7,8,1.366,752.34724
after200h_iR_unverified,2h,169,7,8,1.367,767.73607
after200h_iR_unverified,2h,170,7,8,1.368,783.42205
after200h_iR_unverified,2h,171,7,8,1.369,799.1312
after200h_iR_unverified,2h,172,7,8,1.37,815.03377
after200h_iR_unverified,2h,173,7,8,1.371,831.08572
after200h_iR_unverified,2h,174,7,8,1.372,847.70863
after200h_iR_unverified,2h,175,7,8,1.373,864.9407
after200h_iR_unverified,2h,176,7,8,1.374,881.68732
after200h_iR_unverified,2h,177,7,8,1.375,898.85539
after200h_iR_unverified,2h,178,7,8,1.376,916.45707
after200h_iR_unverified,2h,179,7,8,1.377,934.35392
after200h_iR_unverified,2h,180,7,8,1.378,952.85951
after200h_iR_unverified,2h,181,7,8,1.379,971.09678
after200h_iR_unverified,2h,182,7,8,1.38,989.36271
after200h_iR_unverified,2h,183,7,8,1.381,1008.6455
