episode,kind,return,steps,peak_dT,yield,alpha,elapsed_s
65,all,289.6001406460916,320,15.73142434913808,0.8949571143136894,0.3759022355079651,728.2882890701294
66,cav,296.22485351704796,320,13.48420831791367,0.9166003370644018,0.36996158957481384,736.8754916191101
67,none,294.70660322749256,320,15.669991165538761,0.9280783445321205,0.3641720414161682,746.34255194664
68,cav,293.73029119685765,320,15.252498929869716,0.9220868587799652,0.3584820628166199,756.1561985015869
69,foul,293.01467987756087,320,16.87754949795766,0.9148671758812422,0.3529309332370758,766.3911917209625
70,cav,292.8210291652679,320,14.20725374702522,0.922261057744025,0.34738707542419434,776.1685972213745
71,all,292.6403454043695,320,16.26488033272358,0.8920366590227035,0.34197086095809937,786.2360188961029
72,imp,296.50145193749154,320,14.127431110727343,0.9130739580804821,0.33668458461761475,795.9853782653809
73,cool_foul,297.67304889249846,320,16.223637523841887,0.9310103806832221,0.33148670196533203,805.8487181663513
74,cav_imp,292.33211220977347,320,13.925933768582638,0.8966621146861348,0.32633456587791443,815.6129062175751
75,cool_foul,291.2788924359828,320,12.269578761070193,0.9092866509003431,0.3212413191795349,824.4075853824615
76,foul,296.65115578825174,320,17.597470069404835,0.9152533059884166,0.31621819734573364,833.1183516979218
77,cav,296.53652549306054,320,15.13606949542725,0.9126113118358896,0.31127262115478516,841.7473833560944
78,cool_foul,299.74629179737605,320,18.663375788746123,0.9170616179682192,0.30648645758628845,852.5739319324493
79,cool_foul,295.0594083570823,320,15.16511655168955,0.9132394495795547,0.30172964930534363,862.5453934669495
80,cool,262.8739736991718,320,47.715665126045224,0.9213672861137295,0.2970263361930847,889.0021479129791
81,foul,294.35894641145217,320,12.534720283605054,0.904800244882845,0.29243212938308716,899.0566892623901
82,all,295.2461663925293,320,18.20729477764604,0.8973146468732262,0.2879143953323364,909.0931656360626
83,cool,245.84148544486794,320,47.63166106756222,0.9147635115207153,0.2833750545978546,939.8812317848206
84,cav_imp,294.2524822670169,320,17.340285104853194,0.8944432965984213,0.2789310812950134,950.4460275173187
85,imp,294.4458607360609,320,14.393831442203634,0.8952445231803299,0.2746737003326416,960.9055349826813
86,cool,297.24736095436265,320,42.39661345896849,0.9261292773832892,0.27042296528816223,981.6350321769714
87,foul,287.2890856485392,320,16.402228352757618,0.9199807451421205,0.2661811113357544,991.1120920181274
88,cool_foul,293.83894648027666,320,13.751373595005077,0.9148698282734837,0.2620103061199188,1001.4465391635895
89,cool,222.74947441080718,320,49.35762841092901,0.9144588174241751,0.2579232454299927,1030.692043542862
90,none,294.46408006705315,320,18.50544837879238,0.9185335237279958,0.2539035975933075,1039.8300564289093
91,foul,297.9632433989554,320,15.104234662428325,0.9121743785461204,0.2499247044324875,1049.9905803203583
92,cool_foul,293.1882246024606,320,13.540244364070816,0.9059619519194752,0.24607710540294647,1060.476077079773
93,foul,292.30582236522804,320,14.344428439699925,0.9033278150211029,0.24225132167339325,1071.255558013916
94,foul,294.9757977992538,320,13.994813531324667,0.9047385755740796,0.2385416030883789,1081.8442056179047
95,cool,271.2516945653883,320,48.59856448470538,0.9129560326023097,0.23482733964920044,1103.2300083637238
96,cool,265.6811957436523,320,47.2089604254694,0.906796649074979,0.23123915493488312,1125.0648217201233
97,all,291.29275419860807,320,11.972049454691614,0.8821146963604126,0.22766715288162231,1133.7722578048706
98,cav,296.9678883045503,320,14.455590401659265,0.8923301190548171,0.22419579327106476,1143.3932659626007
99,none,297.58665895007033,320,14.987796233928691,0.911386036417843,0.22073134779930115,1154.1030220985413
100,all,291.0649785119831,320,12.47405826787491,0.8891076896172736,0.21729286015033722,1164.0811607837677
101,none,291.639320120379,320,16.795065291991648,0.911025051683387,0.21398116648197174,1174.04208111763
102,cav,293.71057489511026,320,13.989842128435043,0.9131716668705344,0.21072661876678467,1184.4561371803284
103,none,292.857496717904,320,13.718890339154598,0.891365694303254,0.20748946070671082,1194.4424221515656
104,cav,297.7237065537134,320,13.227049552165738,0.9259271900728064,0.20435264706611633,1205.438392162323
105,foul,295.60276582738885,320,14.989501837289538,0.9202669267571945,0.2012639343738556,1216.6855444908142
106,all,289.73445378516095,320,15.975739003784838,0.8998877013791567,0.1981840580701828,1227.1525619029999
107,all,294.6805042941879,320,15.848429916496059,0.8904199338950936,0.19517186284065247,1237.8205494880676
108,cool,291.9918469383074,320,25.23102412448742,0.9167357609366673,0.1921297311782837,1250.7359430789948
109,none,293.48240195376036,320,15.522450125909074,0.9091618843370253,0.18916146457195282,1261.4456903934479
110,foul,293.8607054402799,320,15.9616863044576,0.909304025113376,0.1861979067325592,1271.9428639411926
