time_s,FID,Hahn,CPMG1,CPMG4,CPMG16,CPMG64,UDD1,UDD4,UDD16,UDD64
1.39852262659e-06,0.999788085181,0.999930076313,0.999930076313,0.999930076313,0.999930076313,0.999930076313,0.999930076313,0.999930076313,0.999930076313,0.999930076313
1.58740105197e-06,0.999737719071,0.999920633097,0.999920633097,0.999920633097,0.999920633097,0.999920633097,0.999920633097,0.999920633097,0.999920633097,0.999920633097
1.80178858166e-06,0.999674290679,0.999909914629,0.999909914629,0.999909914629,0.999909914629,0.999909914629,0.999909914629,0.999909914629,0.999909914629,0.999909914629
2.04513036513e-06,0.999594237502,0.99989774871,0.99989774871,0.99989774871,0.99989774871,0.99989774871,0.99989774871,0.99989774871,0.99989774871,0.99989774871
2.32133683881e-06,0.999493001719,0.999883939894,0.999883939894,0.999883939894,0.999883939894,0.999883939893,0.999883939894,0.999883939894,0.999883939894,0.999883939893
2.63484656582e-06,0.999364750354,0.999868266349,0.999868266349,0.999868266349,0.999868266349,0.999868266349,0.999868266349,0.999868266349,0.999868266349,0.999868266349
2.99069756244e-06,0.999202017576,0.999850476302,0.999850476302,0.999850476302,0.999850476302,0.999850476302,0.999850476302,0.999850476302,0.999850476302,0.999850476302
3.39460825765e-06,0.998995248271,0.999830283991,0.999830283991,0.999830283991,0.99983028399,0.99983028399,0.999830283991,0.999830283991,0.99983028399,0.99983028399
3.85306938677e-06,0.998732216998,0.999807365087,0.999807365087,0.999807365087,0.999807365087,0.999807365087,0.999807365087,0.999807365087,0.999807365087,0.999807365087
4.37344829577e-06,0.998397290594,0.999781351492,0.999781351492,0.999781351492,0.999781351492,0.999781351492,0.999781351492,0.999781351492,0.999781351492,0.999781351492
4.96410733258e-06,0.99797049618,0.999751825434,0.999751825434,0.999751825434,0.999751825434,0.999751825434,0.999751825434,0.999751825434,0.999751825434,0.999751825434
5.6345382277e-06,0.997426349564,0.99971831277,0.99971831277,0.99971831277,0.99971831277,0.99971831277,0.99971831277,0.99971831277,0.99971831277,0.99971831277
6.39551462375e-06,0.996732392933,0.999680275392,0.999680275392,0.999680275392,0.999680275392,0.999680275391,0.999680275392,0.999680275392,0.999680275392,0.999680275391
7.259265205e-06,0.995847386996,0.999637102603,0.999637102603,0.999637102603,0.999637102603,0.999637102603,0.999637102603,0.999637102603,0.999637102603,0.999637102603
8.239670209e-06,0.994719104325,0.999588101343,0.999588101343,0.999588101343,0.999588101343,0.999588101343,0.999588101343,0.999588101343,0.999588101343,0.999588101343
9.35248447823e-06,0.993281682315,0.999532485095,0.999532485095,0.999532485095,0.999532485095,0.999532485095,0.999532485095,0.999532485095,0.999532485095,0.999532485095
1.06155906361e-05,0.991452523637,0.999469361307,0.999469361307,0.999469361307,0.999469361307,0.999469361307,0.999469361307,0.999469361307,0.999469361307,0.999469361307
1.20492864561e-05,0.989128789987,0.999397717122,0.999397717122,0.999397717122,0.999397717122,0.999397717122,0.999397717122,0.999397717122,0.999397717122,0.999397717122
1.36766110409e-05,0.986183636255,0.999316403207,0.999316403207,0.999316403207,0.999316403207,0.999316403207,0.999316403207,0.999316403207,0.999316403207,0.999316403207
1.55237150554e-05,0.982462493934,0.999224115401,0.999224115401,0.999224115401,0.999224115401,0.999224115401,0.999224115401,0.999224115401,0.999224115401,0.999224115401
1.762028096e-05,0.977779950215,0.999119373931,0.999119373931,0.999119373931,0.999119373931,0.999119373931,0.999119373931,0.999119373931,0.999119373931,0.999119373931
2e-05,0.97191808568,0.999000499833,0.999000499833,0.999000499833,0.999000499833,0.999000499833,0.999000499833,0.999000499833,0.999000499833,0.999000499833
2.2701113615e-05,0.964627500869,0.998865588251,0.998865588251,0.998865588251,0.998865588251,0.998865588251,0.998865588251,0.998865588251,0.998865588251,0.998865588251
2.5767027968e-05,0.955632593331,0.99871247817,0.99871247817,0.99871247817,0.99871247817,0.99871247817,0.99871247817,0.99871247817,0.99871247817,0.99871247817
2.92470114711e-05,0.944642768702,0.99853871814,0.99853871814,0.99853871814,0.99853871814,0.99853871814,0.99853871814,0.99853871814,0.99853871814,0.99853871814
3.31969865153e-05,0.931370920033,0.998341527462,0.998341527462,0.998341527462,0.998341527462,0.998341527462,0.998341527462,0.998341527462,0.998341527462,0.998341527462
3.76804281279e-05,0.915559405472,0.998117752248,0.998117752248,0.998117752248,0.998117752248,0.998117752248,0.998117752248,0.998117752248,0.998117752248,0.998117752248
4.27693839996e-05,0.897011767478,0.997863815696,0.997863815696,0.997863815696,0.997863815696,0.997863815696,0.997863815696,0.997863815696,0.997863815696,0.997863815696
4.8545632271e-05,0.87562585465,0.997575661852,0.997575661852,0.997575661852,0.997575661852,0.997575661852,0.997575661852,0.997575661852,0.997575661852,0.997575661852
5.51019956847e-05,0.851421712844,0.99724869202,0.99724869202,0.99724869202,0.99724869202,0.99724869202,0.99724869202,0.99724869202,0.99724869202,0.99724869202
6.25438332226e-05,0.824556901282,0.99687769291,0.99687769291,0.99687769291,0.99687769291,0.99687769291,0.99687769291,0.99687769291,0.99687769291,0.99687769291
7.09907331951e-05,0.795323780152,0.996456755499,0.996456755499,0.996456755499,0.996456755499,0.996456755498,0.996456755499,0.996456755499,0.996456755499,0.996456755498
8.05784349937e-05,0.76412767265,0.995979183467,0.995979183467,0.995979183467,0.995979183467,0.995979183467,0.995979183467,0.995979183467,0.995979183467,0.995979183467
9.14610103855e-05,0.731450032424,0.995437389955,0.995437389955,0.995437389955,0.995437389955,0.995437389955,0.995437389955,0.995437389955,0.995437389955,0.995437389955
0.000103813339405,0.697804572667,0.994822781263,0.994822781263,0.994822781263,0.994822781263,0.994822781263,0.994822781263,0.994822781263,0.994822781263,0.994822781263
0.000117833920629,0.663695184965,0.994125625974,0.994125625974,0.994125625974,0.994125625974,0.994125625974,0.994125625974,0.994125625974,0.994125625974,0.994125625974
0.000133748060995,0.629582457666,0.993334907868,0.993334907868,0.993334907868,0.993334907868,0.993334907868,0.993334907868,0.993334907868,0.993334907868,0.993334907868
0.000151811496422,0.595862079136,0.992438160839,0.992438160839,0.992438160839,0.992438160839,0.992438160839,0.992438160839,0.992438160839,0.992438160839,0.992438160839
0.000172314501417,0.562855032459,0.991421283926,0.991421283926,0.991421283926,0.991421283926,0.991421283926,0.991421283926,0.991421283926,0.991421283926,0.991421283926
0.000195586553709,0.530807287004,0.990268334445,0.990268334445,0.990268334445,0.990268334445,0.990268334445,0.990268334445,0.990268334445,0.990268334445,0.990268334445
0.000222001628865,0.499895859975,0.988961297148,0.988961297148,0.988961297148,0.988961297148,0.988961297148,0.988961297148,0.988961297148,0.988961297148,0.988961297148
0.000251984209979,0.470238299574,0.987479827268,0.987479827268,0.987479827268,0.987479827268,0.987479827267,0.987479827268,0.987479827268,0.987479827268,0.987479827267
0.000286016108996,0.441903324259,0.985800965356,0.985800965356,0.985800965356,0.985800965356,0.985800965356,0.985800965356,0.985800965356,0.985800965356,0.985800965356
0.000324644209301,0.414921139953,0.983898821923,0.983898821923,0.983898821923,0.983898821923,0.983898821923,0.983898821923,0.983898821923,0.983898821923,0.983898821923
0.00036848925399,0.389292628202,0.9817442301,0.9817442301,0.9817442301,0.9817442301,0.9817442301,0.9817442301,0.9817442301,0.9817442301,0.9817442301
0.000418255821037,0.364997078697,0.979304364949,0.979304364949,0.979304364949,0.979304364949,0.979304364949,0.979304364949,0.979304364949,0.979304364949,0.979304364949
0.000474743645674,0.341998438648,0.976542328659,0.976542328659,0.976542328659,0.976542328659,0.976542328659,0.976542328659,0.976542328659,0.976542328659,0.976542328659
0.000538860471922,0.320250211674,0.973416701728,0.973416701728,0.973416701728,0.973416701727,0.973416701727,0.973416701728,0.973416701728,0.973416701727,0.973416701727
0.000611636639786,0.29969920659,0.969881061523,0.969881061523,0.969881061523,0.969881061523,0.969881061523,0.969881061523,0.969881061523,0.969881061523,0.969881061523
0.000694241642544,0.280288349307,0.965883471342,0.965883471342,0.965883471342,0.965883471342,0.965883471341,0.965883471342,0.965883471342,0.965883471342,0.965883471341
0.000788002920182,0.261958755337,0.961365945424,0.961365945424,0.961365945424,0.961365945424,0.961365945424,0.961365945424,0.961365945424,0.961365945424,0.961365945424
0.000894427191,0.244651232631,0.956263898517,0.956263898517,0.956263898517,0.956263898517,0.956263898517,0.956263898517,0.956263898517,0.956263898517,0.956263898517
0.00101522466416,0.228307353933,0.950505592612,0.950505592612,0.950505592612,0.950505592612,0.950505592612,0.950505592612,0.950505592612,0.950505592612,0.950505592612
0.00115233652229,0.212870209331,0.944011598737,0.944011598737,0.944011598737,0.944011598737,0.944011598737,0.944011598737,0.944011598737,0.944011598737,0.944011598737
0.00130796611576,0.198284925171,0.936694298305,0.936694298305,0.936694298305,0.936694298305,0.936694298305,0.936694298305,0.936694298305,0.936694298305,0.936694298305
0.00148461436993,0.184499015369,0.92845745682,0.92845745682,0.92845745682,0.92845745682,0.92845745682,0.92845745682,0.92845745682,0.92845745682,0.92845745682
0.00168511997431,0.171462615253,0.919195913,0.919195913,0.919195913,0.919195913,0.919195913,0.919195913,0.919195913,0.919195913,0.919195913
0.00191270499958,0.159128635658,0.908795438777,0.908795438777,0.908795438777,0.908795438777,0.908795438777,0.908795438777,0.908795438777,0.908795438777,0.908795438777
0.00217102667537,0.147452865504,0.897132840425,0.897132840425,0.897132840425,0.897132840425,0.897132840425,0.897132840425,0.897132840425,0.897132840425,0.897132840425
0.00246423616094,0.136394043793,0.884076388235,0.884076388235,0.884076388235,0.884076388235,0.884076388235,0.884076388235,0.884076388235,0.884076388235,0.884076388235
0.00279704525318,0.125913916384,0.869486681561,0.869486681561,0.869486681561,0.869486681561,0.869486681561,0.869486681561,0.869486681561,0.869486681561,0.869486681561
0.00317480210394,0.115977288448,0.8532180771,0.8532180771,0.8532180771,0.8532180771,0.8532180771,0.8532180771,0.8532180771,0.8532180771,0.8532180771
0.00360357716333,0.106552079887,0.835120829872,0.835120829872,0.835120829872,0.835120829872,0.835120829872,0.835120829872,0.835120829872,0.835120829872,0.835120829872
0.00409026073025,0.0976093877507,0.815044116515,0.815044116515,0.815044116515,0.815044116515,0.815044116515,0.815044116515,0.815044116515,0.815044116515,0.815044116515
0.00464267367762,0.0891235566275,0.792840126277,0.792840126277,0.792840126277,0.792840126277,0.792840126277,0.792840126277,0.792840126277,0.792840126277,0.792840126277
0.00526969313165,0.0810722547908,0.768369411761,0.768369411761,0.768369411761,0.768369411761,0.768369411761,0.768369411761,0.768369411761,0.768369411761,0.768369411761
0.00598139512488,0.073436550357,0.74150768284,0.74150768284,0.74150768284,0.74150768284,0.74150768284,0.74150768284,0.74150768284,0.74150768284,0.74150768284
0.00678921651531,0.0662009777537,0.712154194459,0.712154194459,0.712154194459,0.712154194459,0.712154194459,0.712154194459,0.712154194459,0.712154194459,0.712154194459
0.00770613877354,0.059353580276,0.680241811636,0.680241811636,0.680241811636,0.680241811636,0.680241811636,0.680241811636,0.680241811636,0.680241811636,0.680241811636
0.00874689659155,0.0528859095053,0.645748719756,0.645748719756,0.645748719756,0.645748719756,0.645748719756,0.645748719756,0.645748719756,0.645748719756,0.645748719756
0.00992821466516,0.046792957097,0.608711571633,0.608711571633,0.608711571633,0.608711571633,0.608711571633,0.608711571633,0.608711571633,0.608711571633,0.608711571633
0.0112690764554,0.0410729893814,0.569239612005,0.569239612005,0.569239612004,0.569239612004,0.569239612004,0.569239612005,0.569239612004,0.569239612004,0.569239612004
0.0127910292475,0.03572725118,0.527528987585,0.527528987585,0.527528987585,0.527528987585,0.527528987585,0.527528987585,0.527528987585,0.527528987585,0.527528987585
0.01451853041,0.0307595034315,0.483876040131,0.483876040131,0.483876040131,0.483876040131,0.483876040131,0.483876040131,0.483876040131,0.483876040131,0.483876040131
0.016479340418,0.0261753613199,0.438687913942,0.438687913942,0.438687913942,0.438687913942,0.438687913942,0.438687913942,0.438687913942,0.438687913942,0.438687913942
0.0187049689565,0.0219814076477,0.392488340543,0.392488340543,0.392488340543,0.392488340543,0.392488340543,0.392488340543,0.392488340543,0.392488340543,0.392488340543
0.0212311812723,0.0181840724351,0.345916084525,0.345916084525,0.345916084525,0.345916084525,0.345916084525,0.345916084525,0.345916084525,0.345916084525,0.345916084525
0.0240985729121,0.0147882960643,0.299713384617,0.299713384617,0.299713384617,0.299713384617,0.299713384617,0.299713384617,0.299713384617,0.299713384617,0.299713384617
0.0273532220818,0.0117960305496,0.254701984861,0.254701984861,0.254701984861,0.254701984861,0.254701984861,0.254701984861,0.254701984861,0.254701984861,0.254701984861
0.0310474301108,0.00920468029968,0.211745222955,0.211745222955,0.211745222955,0.211745222955,0.211745222955,0.211745222955,0.211745222955,0.211745222955,0.211745222955
0.0352405619199,0.00700563509265,0.17169629391,0.17169629391,0.17169629391,0.17169629391,0.17169629391,0.17169629391,0.17169629391,0.17169629391,0.17169629391
0.04,0.00518309431325,0.135335283237,0.135335283237,0.135335283237,0.135335283237,0.135335283237,0.135335283237,0.135335283237,0.135335283237,0.135335283237
