B_t,total_echo_time_s,normalized_quadrature
0.00719920885142,8.53919314411e-06,0.900602312067
0.00719920885142,8.76998214801e-06,0.867175450711
0.00719920885142,9.0007711519e-06,0.833273750262
0.00719920885142,9.23156015579e-06,0.805618841579
0.00719920885142,9.46234915969e-06,0.7887329818
0.00719920885142,9.69313816358e-06,0.784343529117
0.00719920885142,9.92392716748e-06,0.791245174426
0.00719920885142,1.01547161714e-05,0.805401063917
0.00719920885142,1.03855051753e-05,0.820342015806
0.00719920885142,1.06162941792e-05,0.828146129909
0.00719920885142,1.08470831831e-05,0.821203000799
0.00719920885142,1.1077872187e-05,0.794508103837
0.00719920885142,1.13086611908e-05,0.747630813027
0.00719920885142,1.15394501947e-05,0.68528131729
0.00719920885142,1.17702391986e-05,0.615975991388
0.00719920885142,1.20010282025e-05,0.54942199064
0.00719920885142,1.22318172064e-05,0.49403467703
0.00719920885142,1.24626062103e-05,0.455758393423
0.00719920885142,1.26933952142e-05,0.43828971934
0.00719920885142,1.29241842181e-05,0.443817150931
0.00719920885142,1.3154973222e-05,0.473217634996
0.00719920885142,1.33857622259e-05,0.525280058817
0.00719920885142,1.36165512298e-05,0.595430347939
0.00719920885142,1.38473402337e-05,0.675037820881
0.00719920885142,1.40781292376e-05,0.752319317562
0.00719920885142,1.43089182415e-05,0.815062281296
0.00719920885142,1.45397072454e-05,0.854229095482
0.00719920885142,1.47704962493e-05,0.866745900497
0.00719920885142,1.50012852532e-05,0.856078914525
0.00719920885142,1.52320742571e-05,0.830447342321
0.00719920885142,1.5462863261e-05,0.79979148305
0.00719920885142,1.56936522649e-05,0.772995031817
0.00719920885142,1.59244412687e-05,0.756267622354
0.00719920885142,1.61552302726e-05,0.752695471311
0.00719920885142,1.63860192765e-05,0.762443775902
0.00719920885142,1.66168082804e-05,0.783122312645
0.00719920885142,1.68475972843e-05,0.810165844341
0.00719920885142,1.70783862882e-05,0.837404729841
0.00719920885142,1.73091752921e-05,0.858086188695
0.00719920885142,1.7539964296e-05,0.866386222888
0.00719920885142,1.77707532999e-05,0.859047842277
0.00719920885142,1.80015423038e-05,0.836491502899
0.00719920885142,1.82323313077e-05,0.802856063651
0.00719920885142,1.84631203116e-05,0.764927990758
0.00719920885142,1.86939093155e-05,0.730429576289
0.00719920885142,1.89246983194e-05,0.706277087168
0.00719920885142,1.91554873233e-05,0.697175583721
0.00719920885142,1.93862763272e-05,0.704619969715
0.00719920885142,1.96170653311e-05,0.726314351799
0.00719920885142,1.9847854335e-05,0.756191980176
0.00719920885142,2.00786433389e-05,0.785363434125
0.00719920885142,2.03094323427e-05,0.804172910185
0.00719920885142,2.05402213466e-05,0.805020828439
0.00719920885142,2.07710103505e-05,0.784957670624
0.00719920885142,2.10017993544e-05,0.746791961952
0.00719920885142,2.12325883583e-05,0.698014479693
0.00719920885142,2.14633773622e-05,0.648036557447
0.00719920885142,2.16941663661e-05,0.605218720072
0.00719920885142,2.192495537e-05,0.575124891731
0.00719920885142,2.21557443739e-05,0.560444945089
0.00719920885142,2.23865333778e-05,0.561950913791
0.00719920885142,2.26173223817e-05,0.579467602092
0.00719920885142,2.28481113856e-05,0.612195556537
0.00719920885142,2.30789003895e-05,0.658349274259
0.00719920885142,2.33096893934e-05,0.714535956555
0.00719920885142,2.35404783973e-05,0.775460507163
0.00719920885142,2.37712674012e-05,0.8344198853
0.00719920885142,2.40020564051e-05,0.88467818089
0.00719920885142,2.4232845409e-05,0.921297009881
0.00719920885142,2.44636344129e-05,0.942610223582
0.00719920885142,2.46944234168e-05,0.95060114651
0.00719920885142,2.49252124206e-05,0.950002167154
0.00719920885142,2.51560014245e-05,0.946598991517
0.00719920885142,2.53867904284e-05,0.94549474396
0.00719920885142,2.56175794323e-05,0.949860688359
0.00719920885142,2.58483684362e-05,0.960294271546
0.00719920885142,2.60791574401e-05,0.974687062081
0.00719920885142,2.6309946444e-05,0.988544963086
0.00719920885142,2.65407354479e-05,0.995809752203
0.00719920885142,2.67715244518e-05,0.990194461696
0.00719920885142,2.70023134557e-05,0.966816863971
0.00719920885142,2.72331024596e-05,0.923644805449
0.00719920885142,2.74638914635e-05,0.862204062294
0.00719920885142,2.76946804674e-05,0.787282916602
0.00719920885142,2.79254694713e-05,0.705844584042
0.00719920885142,2.81562584752e-05,0.625668454963
0.00719920885142,2.83870474791e-05,0.554164860238
0.00719920885142,2.8617836483e-05,0.497495102082
0.00719920885142,2.88486254869e-05,0.459905640917
0.00719920885142,2.90794144908e-05,0.443199932758
0.00719920885142,2.93102034946e-05,0.446412781888
0.00719920885142,2.95409924985e-05,0.465858530912
0.00719920885142,2.97717815024e-05,0.495733628521
0.00719920885142,3.00025705063e-05,0.529354242012
0.00719920885142,3.02333595102e-05,0.560871260073
0.00719920885142,3.04641485141e-05,0.586957871718
0.00719920885142,3.0694937518e-05,0.60772202048
0.00719920885142,3.09257265219e-05,0.626275860728
0.00719920885142,3.11565155258e-05,0.647073971334
0.00719920885142,3.13873045297e-05,0.673886578585
0.00719920885142,3.16180935336e-05,0.708457902669
0.00719920885142,3.18488825375e-05,0.750317056378
0.00719920885142,3.20796715414e-05,0.797380785269
0.00719920885142,3.23104605453e-05,0.846620337437
0.00719920885142,3.25412495492e-05,0.894351615275
0.00719920885142,3.27720385531e-05,0.936257013744
0.00719920885142,3.3002827557e-05,0.967568578376
0.00719920885142,3.32336165609e-05,0.983746125065
0.00719920885142,3.34644055648e-05,0.981601108647
0.00719920885142,3.36951945687e-05,0.96042659794
0.00719920885142,3.39259835725e-05,0.922564786111
0.00719920885142,3.41567725764e-05,0.873088222445
0.00719920885142,3.43875615803e-05,0.818734106276
0.00719920885142,3.46183505842e-05,0.766571490834
0.00719920885142,3.48491395881e-05,0.722868776101
0.00719920885142,3.5079928592e-05,0.692358218865
0.00719920885142,3.53107175959e-05,0.677848843267
0.00719920885142,3.55415065998e-05,0.680080120476
0.00719920885142,3.57722956037e-05,0.697772247761
0.00719920885142,3.60030846076e-05,0.727882505678
0.00719920885142,3.62338736115e-05,0.766067722366
0.00719920885142,3.64646626154e-05,0.807299276771
0.00719920885142,3.66954516193e-05,0.846513679476
0.00719920885142,3.69262406232e-05,0.879154650192
0.00719920885142,3.71570296271e-05,0.90152939379
