B_t,modulation_frequency_hz,amplitude
0.00325520393397,50776.8992553,0.0296510335184
0.00325520393397,59239.7157978,0.0506622122282
0.00325520393397,67702.5323404,0.23669931665
0.00325520393397,76165.3488829,0.198021810892
0.00325520393397,84628.1654255,0.0379724110469
0.00325520393397,93090.981968,0.0222554681195
0.00325520393397,101553.798511,0.0113437452204
0.00325520393397,110016.615053,0.00624982964257
0.00325520393397,118479.431596,0.0332028886176
0.00325520393397,126942.248138,0.0147746092899
0.00325520393397,135405.064681,0.0914612653989
0.00325520393397,143867.881223,0.118772021284
0.00325520393397,152330.697766,0.043318321675
0.00325520393397,160793.514308,0.00844557532319
0.00325520393397,169256.330851,0.0123410806944
0.00325520393397,177719.147394,0.00820675958781
0.00325520393397,186181.963936,0.0232726855724
0.00325520393397,194644.780479,0.045868626058
0.00325520393397,203107.597021,0.0402222072897
0.00325520393397,211570.413564,0.04486536951
0.00325520393397,220033.230106,0.0256667335564
0.00325520393397,228496.046649,0.00933615408951
0.00325520393397,236958.863191,0.00813032919515
0.00325520393397,245421.679734,0.00803759905492
0.00325520393397,253884.496276,0.0134271790135
0.00325520393397,262347.312819,0.0586814141889
0.00325520393397,270810.129362,0.0576688120147
0.00325520393397,279272.945904,0.0204051627096
0.00325520393397,287735.762447,0.00528187154176
0.00325520393397,296198.578989,0.00495096836309
0.00325520393397,304661.395532,0.00417179693276
0.00325520393397,313124.212074,0.00315359514441
0.00325520393397,321587.028617,0.00563212981253
0.00325520393397,330049.845159,0.0355293156998
0.00325520393397,338512.661702,0.0517886057013
0.00325520393397,346975.478245,0.0239805031854
0.00325520393397,355438.294787,0.00308609490493
0.00325520393397,363901.11133,0.00382800044608
0.00325520393397,372363.927872,0.00124760191321
0.00325520393397,380826.744415,0.0036812205126
0.00325520393397,389289.560957,0.00330772976921
0.00325520393397,397752.3775,0.00981157386931
0.00325520393397,406215.194042,0.0173277015217
0.00325520393397,414678.010585,0.0143032655503
0.00325520393397,423140.827127,0.00672279067096
0.00325520393397,431603.64367,0.00250557992569
0.00325520393397,440066.460213,0.00156638940661
0.00325520393397,448529.276755,0.00130582344769
0.00325520393397,456992.093298,0.00148665969222
0.00325520393397,465454.90984,0.00432162801326
0.00325520393397,473917.726383,0.0127106531692
0.00325520393397,482380.542925,0.0112996069915
0.00325520393397,490843.359468,0.00360583361328
0.00325520393397,499306.17601,0.00138149466304
0.00325520393397,507768.992553,0.000920987217109
0.00325520393397,516231.809096,0.00140414492771
0.00325520393397,524694.625638,0.00341727783752
0.00325520393397,533157.442181,0.00444512207139
0.00325520393397,541620.258723,0.0122013932574
0.00325520393397,550083.075266,0.0127793992931
0.00325520393397,558545.891808,0.00439171680771
0.00325520393397,567008.708351,0.00182415702817
0.00325520393397,575471.524893,0.00285570733921
0.00325520393397,583934.341436,0.0015259917268
0.00325520393397,592397.157978,0.0024341047494
0.00325520393397,600859.974521,0.00477473195069
0.00325520393397,609322.791064,0.00872144610565
0.00325520393397,617785.607606,0.0074409181373
0.00325520393397,626248.424149,0.00274545178115
0.00325520393397,634711.240691,0.000683785565049
0.00325520393397,643174.057234,0.000819433653047
0.00325520393397,651636.873776,0.000727034506445
0.00325520393397,660099.690319,0.00148851917725
0.00325520393397,668562.506861,0.00483568498634
0.00325520393397,677025.323404,0.00751856804486
0.00325520393397,685488.139946,0.00479487831938
0.00325520393397,693950.956489,0.000735654014616
0.00325520393397,702413.773032,0.000170388221659
0.00325520393397,710876.589574,0.00019925826517
0.00325520393397,719339.406117,0.000353146735421
0.00325520393397,727802.222659,0.00109900243296
0.00325520393397,736265.039202,0.00363308186941
0.00325520393397,744727.855744,0.00545556075955
0.00325520393397,753190.672287,0.00362874642986
0.00325520393397,761653.488829,0.000890970266476
0.00325520393397,770116.305372,0.00017602021935
0.00325520393397,778579.121915,6.99536696095e-05
0.00325520393397,787041.938457,0.00032689155091
0.00325520393397,795504.755,0.000325277997123
0.00325520393397,803967.571542,0.00204854126789
0.00325520393397,812430.388085,0.00350316109445
0.00325520393397,820893.204627,0.00276702304513
0.00325520393397,829356.02117,0.000890510596471
0.00325520393397,837818.837712,9.21013911119e-05
0.00325520393397,846281.654255,8.26008341587e-05
0.00325520393397,854744.470797,0.000204305595687
0.00325520393397,863207.28734,8.21202935435e-05
0.00325520393397,871670.103883,0.000936678704118
0.00325520393397,880132.920425,0.00183672394557
0.00325520393397,888595.736968,0.00153447967884
0.00325520393397,897058.55351,0.000515732229832
0.00325520393397,905521.370053,7.28868850295e-06
0.00325520393397,913984.186595,5.93796670141e-05
0.00325520393397,922447.003138,6.81578726087e-05
0.00325520393397,930909.81968,3.38322535749e-05
0.00325520393397,939372.636223,0.00028161271577
0.00325520393397,947835.452766,0.000702121532876
0.00325520393397,956298.269308,0.000675414826417
0.00325520393397,964761.085851,0.000201675106748
0.00325520393397,973223.902393,2.37989272841e-05
0.00325520393397,981686.718936,7.13736100333e-05
0.00325520393397,990149.535478,5.89923781701e-05
0.00325520393397,998612.352021,2.82260797439e-05
0.00325520393397,1007075.16856,8.33216409319e-05
0.00325520393397,1015537.98511,0.000232782742842
0.00325520393397,1024000.80165,0.000238141335385
0.00325520393397,1032463.61819,6.88740180056e-05
0.00325520393397,1040926.43473,5.51512844955e-05
0.00325520393397,1049389.25128,5.77939958391e-05
0.00325520393397,1057852.06782,4.3683324056e-05
0.00325520393397,1066314.88436,1.92562804115e-05
0.00325520393397,1074777.7009,2.57041390262e-05
0.00325520393397,1083240.51745,6.17619648192e-05
0.00325520393397,1091703.33399,5.40603853943e-05
0.00325520393397,1100166.15053,1.79503437249e-05
0.00325520393397,1108628.96707,1.4481651985e-05
0.00325520393397,1117091.78362,3.27879112595e-05
0.00325520393397,1125554.60016,2.00502672977e-05
0.00325520393397,1134017.4167,9.20390910881e-06
0.00325520393397,1142480.23324,8.76707663153e-06
0.00325520393397,1150943.04979,1.78228738222e-05
0.00325520393397,1159405.86633,1.47927775043e-05
0.00325520393397,1167868.68287,3.77956021277e-06
0.00325520393397,1176331.49941,5.94998121371e-06
0.00325520393397,1184794.31596,1.2879145942e-05
0.00325520393397,1193257.1325,7.6983097006e-06
0.00325520393397,1201719.94904,1.49099034753e-06
0.00325520393397,1210182.76558,2.11030558783e-06
0.00325520393397,1218645.58213,3.04085202899e-06
0.00325520393397,1227108.39867,3.11944390464e-06
0.00325520393397,1235571.21521,1.44106803134e-06
0.00325520393397,1244034.03175,1.91437566953e-06
0.00325520393397,1252496.8483,2.9860836595e-06
0.00325520393397,1260959.66484,1.8612115349e-06
0.00325520393397,1269422.48138,6.2352023216e-07
0.00325520393397,1277885.29792,1.1803913644e-06
0.00325520393397,1286348.11447,1.08933629365e-06
0.00325520393397,1294810.93101,9.31416341653e-07
0.00325520393397,1303273.74755,6.62205509727e-07
0.00325520393397,1311736.5641,9.20082649145e-07
0.00325520393397,1320199.38064,8.22743747809e-07
0.00325520393397,1328662.19718,2.48074610779e-07
0.00325520393397,1337125.01372,1.94412425498e-07
0.00325520393397,1345587.83027,2.65400392376e-07
0.00325520393397,1354050.64681,2.79694419908e-07
0.00325520393397,1362513.46335,1.60940716437e-07
0.00325520393397,1370976.27989,9.81181258364e-08
0.00325520393397,1379439.09644,1.26894793517e-07
0.00325520393397,1387901.91298,9.20570827327e-08
0.00325520393397,1396364.72952,1.43311977089e-07
0.00325520393397,1404827.54606,2.05718288465e-08
0.00325520393397,1413290.36261,1.38091122685e-07
0.00325520393397,1421753.17915,4.96119993196e-08
0.00325520393397,1430215.99569,1.11521058904e-07
0.00325520393397,1438678.81223,1.39861569018e-08
0.00325520393397,1447141.62878,7.96448057491e-08
0.00325520393397,1455604.44532,2.94690739052e-08
0.00325520393397,1464067.26186,5.39655407103e-08
0.00325520393397,1472530.0784,3.41583822673e-08
0.00325520393397,1480992.89495,5.70591643904e-08
0.00325520393397,1489455.71149,3.5930978305e-08
0.00325520393397,1497918.52803,3.9230499575e-08
0.00325520393397,1506381.34457,3.74303821745e-08
0.00325520393397,1514844.16112,4.0698817027e-08
0.00325520393397,1523306.97766,2.98646209303e-08
0.00325520393397,1531769.7942,4.05826341995e-08
0.00325520393397,1540232.61074,3.00664237703e-08
0.00325520393397,1548695.42729,3.59664140194e-08
0.00325520393397,1557158.24383,2.95599251531e-08
0.00325520393397,1565621.06037,3.38963184177e-08
0.00325520393397,1574083.87691,3.24951998819e-08
0.00325520393397,1582546.69346,2.95077379824e-08
0.00325520393397,1591009.51,2.95630423492e-08
0.00325520393397,1599472.32654,2.83723691846e-08
0.00325520393397,1607935.14308,2.93480776466e-08
0.00325520393397,1616397.95963,2.64617259992e-08
0.00325520393397,1624860.77617,2.67546758256e-08
0.00325520393397,1633323.59271,2.63095038409e-08
0.00325520393397,1641786.40925,2.54960082314e-08
0.00325520393397,1650249.2258,2.48292819828e-08
0.00325520393397,1658712.04234,2.41748017631e-08
0.00325520393397,1667174.85888,2.3899759028e-08
0.00325520393397,1675637.67542,2.31007150031e-08
0.00325520393397,1684100.49197,2.2473540404e-08
0.00325520393397,1692563.30851,2.20468578271e-08
0.00325520393397,1701026.12505,2.1282482601e-08
0.00325520393397,1709488.94159,2.09754003953e-08
0.00325520393397,1717951.75814,2.02226988987e-08
0.00325520393397,1726414.57468,1.98989858436e-08
0.00325520393397,1734877.39122,1.92388444989e-08
0.00325520393397,1743340.20777,1.88174437502e-08
0.00325520393397,1751803.02431,1.82969077019e-08
0.00325520393397,1760265.84085,1.78096726004e-08
0.00325520393397,1768728.65739,1.73316440325e-08
0.00325520393397,1777191.47394,1.68416004292e-08
0.00325520393397,1785654.29048,1.63908426564e-08
0.00325520393397,1794117.10702,1.59214700104e-08
0.00325520393397,1802579.92356,1.54674361055e-08
0.00325520393397,1811042.74011,1.50326808492e-08
0.00325520393397,1819505.55665,1.4580462408e-08
0.00325520393397,1827968.37319,1.41624292985e-08
0.00325520393397,1836431.18973,1.37238173111e-08
0.00325520393397,1844894.00628,1.33141955108e-08
0.00325520393397,1853356.82282,1.28920268359e-08
0.00325520393397,1861819.63936,1.24876921737e-08
0.00325520393397,1870282.4559,1.20860671708e-08
0.00325520393397,1878745.27245,1.16855436271e-08
0.00325520393397,1887208.08899,1.12952284534e-08
0.00325520393397,1895670.90553,1.09059510892e-08
0.00325520393397,1904133.72207,1.05262467205e-08
0.00325520393397,1912596.53862,1.014658639e-08
0.00325520393397,1921059.35516,9.77389827977e-09
0.00325520393397,1929522.1717,9.40526404289e-09
0.00325520393397,1937984.98824,9.04016240618e-09
0.00325520393397,1946447.80479,8.68023997595e-09
0.00325520393397,1954910.62133,8.32322714507e-09
0.00325520393397,1963373.43787,7.97087270202e-09
0.00325520393397,1971836.25441,7.62152403222e-09
0.00325520393397,1980299.07096,7.27607743487e-09
0.00325520393397,1988761.8875,6.93421553249e-09
0.00325520393397,1997224.70404,6.5953431426e-09
0.00325520393397,2005687.52058,6.26018871322e-09
0.00325520393397,2014150.33713,5.92785736252e-09
0.00325520393397,2022613.15367,5.59909484447e-09
0.00325520393397,2031075.97021,5.27322146517e-09
0.00325520393397,2039538.78675,4.95070373615e-09
0.00325520393397,2048001.6033,4.63138442859e-09
0.00325520393397,2056464.41984,4.31540432812e-09
0.00325520393397,2064927.23638,4.0030295217e-09
0.00325520393397,2073390.05292,3.69448238149e-09
0.00325520393397,2081852.86947,3.39031167819e-09
0.00325520393397,2090315.68601,3.09111558383e-09
0.00325520393397,2098778.50255,2.79799352045e-09
0.00325520393397,2107241.31909,2.51245202241e-09
0.00325520393397,2115704.13564,2.23680714215e-09
0.00325520393397,2124166.95218,1.9746890869e-09
0.00325520393397,2132629.76872,1.73166889869e-09
0.00325520393397,2141092.58526,1.5164850552e-09
0.00325520393397,2149555.40181,1.34211682187e-09
0.00325520393397,2158018.21835,1.22579631865e-09
0.00325520393397,2166481.03489,1.18450263557e-09
0.00404400491746,0,0.0589058444301
0.00404400491746,8462.81654255,0.0679989128686
0.00404400491746,16925.6330851,0.0423455756907
0.00404400491746,25388.4496276,0.0195938382277
0.00404400491746,33851.2661702,0.0131079409737
0.00404400491746,42314.0827127,0.00682382224589
0.00404400491746,50776.8992553,0.0142459258418
0.00404400491746,59239.7157978,0.0241311325236
0.00404400491746,67702.5323404,0.196176443773
0.00404400491746,76165.3488829,0.354863593065
0.00404400491746,84628.1654255,0.170949250968
0.00404400491746,93090.981968,0.0271735387599
0.00404400491746,101553.798511,0.015539510247
0.00404400491746,110016.615053,0.0107348848872
0.00404400491746,118479.431596,0.00181808925255
0.00404400491746,126942.248138,0.00841098056963
0.00404400491746,135405.064681,0.00941113158204
0.00404400491746,143867.881223,0.0225492624174
0.00404400491746,152330.697766,0.20449187757
0.00404400491746,160793.514308,0.333730058159
0.00404400491746,169256.330851,0.159729988626
0.00404400491746,177719.147394,0.0167565535826
0.00404400491746,186181.963936,0.00655073208044
0.00404400491746,194644.780479,0.00534838523078
0.00404400491746,203107.597021,0.00525352655117
0.00404400491746,211570.413564,0.0054908416022
0.00404400491746,220033.230106,0.00569648476039
0.00404400491746,228496.046649,0.0796238421533
0.00404400491746,236958.863191,0.159889220831
0.00404400491746,245421.679734,0.124412580442
0.00404400491746,253884.496276,0.0484263312049
0.00404400491746,262347.312819,0.0178352475279
0.00404400491746,270810.129362,0.0101177705161
0.00404400491746,279272.945904,0.00609764532692
0.00404400491746,287735.762447,0.00456822688982
0.00404400491746,296198.578989,0.00113866429113
0.00404400491746,304661.395532,0.00876628381109
0.00404400491746,313124.212074,0.0269205314696
0.00404400491746,321587.028617,0.0386784205447
0.00404400491746,330049.845159,0.0329899922897
0.00404400491746,338512.661702,0.0190391961815
0.00404400491746,346975.478245,0.00889763560344
0.00404400491746,355438.294787,0.00340812195606
0.00404400491746,363901.11133,0.00408925565565
0.00404400491746,372363.927872,0.00244515051617
0.00404400491746,380826.744415,0.00590058849618
0.00404400491746,389289.560957,0.00765878577643
0.00404400491746,397752.3775,0.0056921321601
0.00404400491746,406215.194042,0.0102867554073
0.00404400491746,414678.010585,0.00977767764157
0.00404400491746,423140.827127,0.0032483181394
0.00404400491746,431603.64367,0.00158736530623
0.00404400491746,440066.460213,0.0019790661652
0.00404400491746,448529.276755,0.00254267502932
0.00404400491746,456992.093298,0.000829308246467
0.00404400491746,465454.90984,0.00738223147101
0.00404400491746,473917.726383,0.00695949342279
0.00404400491746,482380.542925,0.00200779999458
0.00404400491746,490843.359468,0.00382529448827
0.00404400491746,499306.17601,0.000331940005729
0.00404400491746,507768.992553,0.000663936600902
0.00404400491746,516231.809096,0.000329787078325
0.00404400491746,524694.625638,0.000536065967631
0.00404400491746,533157.442181,0.000289858148806
0.00404400491746,541620.258723,0.00293109745531
0.00404400491746,550083.075266,0.00429291879134
0.00404400491746,558545.891808,0.00150338441204
0.00404400491746,567008.708351,0.00328535983705
0.00404400491746,575471.524893,0.00348808888206
0.00404400491746,583934.341436,0.000730368417415
0.00404400491746,592397.157978,8.39966588967e-05
0.00404400491746,600859.974521,0.000197054973385
0.00404400491746,609322.791064,0.000169686914298
0.00404400491746,617785.607606,0.00016471767367
0.00404400491746,626248.424149,0.000648381311841
0.00404400491746,634711.240691,0.000718898135114
0.00404400491746,643174.057234,0.00133948406466
0.00404400491746,651636.873776,0.00198883716468
0.00404400491746,660099.690319,0.00110717184785
0.00404400491746,668562.506861,0.000355249018301
0.00404400491746,677025.323404,9.29218411967e-05
0.00404400491746,685488.139946,5.9755313224e-05
0.00404400491746,693950.956489,7.48652719776e-06
0.00404400491746,702413.773032,1.92751047346e-05
0.00404400491746,710876.589574,0.000165415814286
0.00404400491746,719339.406117,0.000248683474676
0.00404400491746,727802.222659,0.00027996387114
0.00404400491746,736265.039202,0.000478426638172
0.00404400491746,744727.855744,0.000324080060668
0.00404400491746,753190.672287,0.000129124034113
0.00404400491746,761653.488829,4.54283117419e-05
0.00404400491746,770116.305372,3.11962987043e-05
0.00404400491746,778579.121915,4.75921270635e-06
0.00404400491746,787041.938457,4.10364640034e-06
0.00404400491746,795504.755,2.89918688202e-05
0.00404400491746,803967.571542,2.8360206551e-05
0.00404400491746,812430.388085,7.33095061878e-05
0.00404400491746,820893.204627,0.000119254525547
0.00404400491746,829356.02117,6.70391784641e-05
0.00404400491746,837818.837712,7.28798739829e-06
0.00404400491746,846281.654255,9.09022400078e-06
0.00404400491746,854744.470797,3.74991308389e-06
0.00404400491746,863207.28734,1.20003501746e-06
0.00404400491746,871670.103883,3.10302005054e-06
0.00404400491746,880132.920425,3.3281841187e-06
0.00404400491746,888595.736968,5.61724999224e-06
0.00404400491746,897058.55351,1.07437358831e-05
0.00404400491746,905521.370053,1.64450182934e-05
0.00404400491746,913984.186595,1.28065110439e-05
0.00404400491746,922447.003138,3.89143119145e-06
0.00404400491746,930909.81968,3.13871713682e-06
0.00404400491746,939372.636223,2.08945672555e-06
0.00404400491746,947835.452766,1.42800472661e-06
0.00404400491746,956298.269308,3.99970302526e-07
0.00404400491746,964761.085851,1.07502456181e-06
0.00404400491746,973223.902393,1.14207791549e-06
0.00404400491746,981686.718936,1.32405846289e-06
0.00404400491746,990149.535478,2.9724634006e-06
0.00404400491746,998612.352021,1.65452667836e-06
0.00404400491746,1007075.16856,2.22666352446e-07
0.00404400491746,1015537.98511,1.24514893296e-06
0.00404400491746,1024000.80165,3.00213022413e-07
0.00404400491746,1032463.61819,3.6040844805e-07
0.00404400491746,1040926.43473,1.82701505088e-07
0.00404400491746,1049389.25128,2.40454074028e-07
0.00404400491746,1057852.06782,1.41512546406e-07
0.00404400491746,1066314.88436,1.34978359272e-07
0.00404400491746,1074777.7009,4.28837055237e-07
0.00404400491746,1083240.51745,9.55630431854e-08
0.00404400491746,1091703.33399,1.34248369581e-07
0.00404400491746,1100166.15053,2.48271447123e-07
0.00404400491746,1108628.96707,4.70083167308e-08
0.00404400491746,1117091.78362,1.89253339164e-07
0.00404400491746,1125554.60016,9.5880922059e-08
0.00404400491746,1134017.4167,1.43731599366e-07
0.00404400491746,1142480.23324,1.13269776425e-07
0.00404400491746,1150943.04979,1.13627324486e-07
0.00404400491746,1159405.86633,1.57341418439e-07
0.00404400491746,1167868.68287,9.67094483126e-08
0.00404400491746,1176331.49941,1.00301786035e-07
0.00404400491746,1184794.31596,1.33455768626e-07
0.00404400491746,1193257.1325,9.17345908891e-08
0.00404400491746,1201719.94904,1.12066235257e-07
0.00404400491746,1210182.76558,1.02539929797e-07
0.00404400491746,1218645.58213,1.01087082017e-07
0.00404400491746,1227108.39867,1.02811981471e-07
0.00404400491746,1235571.21521,9.8238421895e-08
0.00404400491746,1244034.03175,9.94287354026e-08
0.00404400491746,1252496.8483,9.6111979395e-08
0.00404400491746,1260959.66484,9.20189017418e-08
0.00404400491746,1269422.48138,9.50326754888e-08
0.00404400491746,1277885.29792,9.02421618349e-08
0.00404400491746,1286348.11447,8.96470965087e-08
0.00404400491746,1294810.93101,8.72657231416e-08
0.00404400491746,1303273.74755,8.64806372459e-08
0.00404400491746,1311736.5641,8.4656485847e-08
0.00404400491746,1320199.38064,8.2955985985e-08
0.00404400491746,1328662.19718,8.15926652931e-08
0.00404400491746,1337125.01372,8.0390440744e-08
0.00404400491746,1345587.83027,7.88256994572e-08
0.00404400491746,1354050.64681,7.74504181827e-08
0.00404400491746,1362513.46335,7.61697403614e-08
0.00404400491746,1370976.27989,7.49247778937e-08
0.00404400491746,1379439.09644,7.34159401083e-08
0.00404400491746,1387901.91298,7.21504409271e-08
0.00404400491746,1396364.72952,7.0967189719e-08
0.00404400491746,1404827.54606,6.95756898286e-08
0.00404400491746,1413290.36261,6.83991069885e-08
0.00404400491746,1421753.17915,6.72174934201e-08
0.00404400491746,1430215.99569,6.5955512362e-08
0.00404400491746,1438678.81223,6.48076767367e-08
0.00404400491746,1447141.62878,6.3672450156e-08
0.00404400491746,1455604.44532,6.25182101396e-08
0.00404400491746,1464067.26186,6.13934480266e-08
0.00404400491746,1472530.0784,6.03027327535e-08
0.00404400491746,1480992.89495,5.92073875869e-08
0.00404400491746,1489455.71149,5.81412565124e-08
0.00404400491746,1497918.52803,5.70776230778e-08
0.00404400491746,1506381.34457,5.60438917588e-08
0.00404400491746,1514844.16112,5.50152801501e-08
0.00404400491746,1523306.97766,5.39970256748e-08
0.00404400491746,1531769.7942,5.30056037622e-08
0.00404400491746,1540232.61074,5.20192669043e-08
0.00404400491746,1548695.42729,5.10470341363e-08
0.00404400491746,1557158.24383,5.00910324273e-08
0.00404400491746,1565621.06037,4.91452890339e-08
0.00404400491746,1574083.87691,4.82123267347e-08
0.00404400491746,1582546.69346,4.72914855556e-08
0.00404400491746,1591009.51,4.63826156934e-08
0.00404400491746,1599472.32654,4.54838739476e-08
0.00404400491746,1607935.14308,4.45970794387e-08
0.00404400491746,1616397.95963,4.37209178266e-08
0.00404400491746,1624860.77617,4.28551994846e-08
0.00404400491746,1633323.59271,4.19994993252e-08
0.00404400491746,1641786.40925,4.11540021973e-08
0.00404400491746,1650249.2258,4.03180778282e-08
0.00404400491746,1658712.04234,3.94917311891e-08
0.00404400491746,1667174.85888,3.86744044233e-08
0.00404400491746,1675637.67542,3.78661337035e-08
0.00404400491746,1684100.49197,3.70666051917e-08
0.00404400491746,1692563.30851,3.62754451354e-08
0.00404400491746,1701026.12505,3.54926304528e-08
0.00404400491746,1709488.94159,3.47177908457e-08
0.00404400491746,1717951.75814,3.39507875264e-08
0.00404400491746,1726414.57468,3.31913738063e-08
0.00404400491746,1734877.39122,3.24393311672e-08
0.00404400491746,1743340.20777,3.16945056115e-08
0.00404400491746,1751803.02431,3.0956654761e-08
0.00404400491746,1760265.84085,3.02255918615e-08
0.00404400491746,1768728.65739,2.95011415801e-08
0.00404400491746,1777191.47394,2.8783099651e-08
0.00404400491746,1785654.29048,2.80712819041e-08
0.00404400491746,1794117.10702,2.73655205412e-08
0.00404400491746,1802579.92356,2.66656233451e-08
0.00404400491746,1811042.74011,2.59714228948e-08
0.00404400491746,1819505.55665,2.52827481158e-08
0.00404400491746,1827968.37319,2.45994289859e-08
0.00404400491746,1836431.18973,2.39213015462e-08
0.00404400491746,1844894.00628,2.3248203244e-08
0.00404400491746,1853356.82282,2.25799739121e-08
0.00404400491746,1861819.63936,2.19164574981e-08
0.00404400491746,1870282.4559,2.1257498772e-08
0.00404400491746,1878745.27245,2.06029455239e-08
0.00404400491746,1887208.08899,1.99526489741e-08
0.00404400491746,1895670.90553,1.93064601786e-08
0.00404400491746,1904133.72207,1.86642348734e-08
0.00404400491746,1912596.53862,1.80258293233e-08
0.00404400491746,1921059.35516,1.73911018466e-08
0.00404400491746,1929522.1717,1.67599135974e-08
0.00404400491746,1937984.98824,1.61321264196e-08
0.00404400491746,1946447.80479,1.55076050543e-08
0.00404400491746,1954910.62133,1.48862147243e-08
0.00404400491746,1963373.43787,1.42678234762e-08
0.00404400491746,1971836.25441,1.36522998784e-08
0.00404400491746,1980299.07096,1.30395148699e-08
0.00404400491746,1988761.8875,1.2429339941e-08
0.00404400491746,1997224.70404,1.18216486984e-08
0.00404400491746,2005687.52058,1.12163158471e-08
0.00404400491746,2014150.33713,1.06132172365e-08
0.00404400491746,2022613.15367,1.0012229948e-08
0.00404400491746,2031075.97021,9.41323294446e-09
0.00404400491746,2039538.78675,8.81610524505e-09
0.00404400491746,2048001.6033,8.22072877084e-09
0.00404400491746,2056464.41984,7.62698523095e-09
0.00404400491746,2064927.23638,7.03475873737e-09
0.00404400491746,2073390.05292,6.44393582589e-09
0.00404400491746,2081852.86947,5.85440394887e-09
0.00404400491746,2090315.68601,5.26605468806e-09
0.00404400491746,2098778.50255,4.67878460458e-09
0.00404400491746,2107241.31909,4.09249693739e-09
0.00404400491746,2115704.13564,3.5071102066e-09
0.00404400491746,2124166.95218,2.92256801035e-09
0.00404400491746,2132629.76872,2.33887521277e-09
0.00404400491746,2141092.58526,1.75619378489e-09
0.00404400491746,2149555.40181,1.17523388761e-09
0.00404400491746,2158018.21835,5.99902586157e-10
0.00404400491746,2166481.03489,1.39789129174e-10
0.00483280590095,0,0.000112002249878
0.00483280590095,8462.81654255,0.00048168971621
0.00483280590095,16925.6330851,8.09778813524e-05
0.00483280590095,25388.4496276,3.29103873979e-05
0.00483280590095,33851.2661702,1.26040883122e-05
0.00483280590095,42314.0827127,2.48727300791e-06
0.00483280590095,50776.8992553,6.48541377476e-06
0.00483280590095,59239.7157978,2.0280606041e-05
0.00483280590095,67702.5323404,6.88500481035e-05
0.00483280590095,76165.3488829,0.00134621118678
0.00483280590095,84628.1654255,0.00362343227426
0.00483280590095,93090.981968,0.0031149921542
0.00483280590095,101553.798511,0.0012560459259
0.00483280590095,110016.615053,0.000578605825164
0.00483280590095,118479.431596,0.000302996134512
0.00483280590095,126942.248138,0.000119544756959
0.00483280590095,135405.064681,0.000244249112622
0.00483280590095,143867.881223,0.000116154661775
0.00483280590095,152330.697766,4.55198976123e-05
0.00483280590095,160793.514308,0.000183464251447
0.00483280590095,169256.330851,0.00107227041694
0.00483280590095,177719.147394,0.00120368433939
0.00483280590095,186181.963936,0.000279642687006
0.00483280590095,194644.780479,0.000103334793812
0.00483280590095,203107.597021,0.000131553202069
0.00483280590095,211570.413564,8.60722438452e-05
0.00483280590095,220033.230106,3.29530449518e-05
0.00483280590095,228496.046649,3.4912325994e-06
0.00483280590095,236958.863191,4.44033054686e-06
0.00483280590095,245421.679734,5.97557429815e-05
0.00483280590095,253884.496276,0.000192132809723
0.00483280590095,262347.312819,0.000144087113092
0.00483280590095,270810.129362,1.57290481722e-05
0.00483280590095,279272.945904,2.77826760088e-06
0.00483280590095,287735.762447,1.33167424619e-06
0.00483280590095,296198.578989,5.65846637734e-07
0.00483280590095,304661.395532,3.46837386136e-07
0.00483280590095,313124.212074,6.07840878566e-08
0.00483280590095,321587.028617,1.22150094254e-07
0.00483280590095,330049.845159,2.346556075e-08
0.00483280590095,338512.661702,3.34722598705e-07
0.00483280590095,346975.478245,3.4645429565e-07
0.00483280590095,355438.294787,1.84937910562e-07
0.00483280590095,363901.11133,4.91460471982e-08
0.00483280590095,372363.927872,6.03806821714e-08
0.00483280590095,380826.744415,7.84694552299e-08
0.00483280590095,389289.560957,4.37770859322e-08
0.00483280590095,397752.3775,1.58217462409e-08
0.00483280590095,406215.194042,1.4501842136e-08
0.00483280590095,414678.010585,6.64821247926e-09
0.00483280590095,423140.827127,8.91484415508e-08
0.00483280590095,431603.64367,1.31182485999e-07
0.00483280590095,440066.460213,6.00523157101e-08
0.00483280590095,448529.276755,1.13540196858e-08
0.00483280590095,456992.093298,2.2711963258e-08
0.00483280590095,465454.90984,3.46691241261e-09
0.00483280590095,473917.726383,1.20548764699e-08
0.00483280590095,482380.542925,1.01730525963e-08
0.00483280590095,490843.359468,9.57030784061e-09
0.00483280590095,499306.17601,9.24210718422e-09
0.00483280590095,507768.992553,8.91593716236e-09
0.00483280590095,516231.809096,8.60676103855e-09
0.00483280590095,524694.625638,8.34203153562e-09
0.00483280590095,533157.442181,8.03528464036e-09
0.00483280590095,541620.258723,7.78239321123e-09
0.00483280590095,550083.075266,7.47622026743e-09
0.00483280590095,558545.891808,7.2240674478e-09
0.00483280590095,567008.708351,6.96663410186e-09
0.00483280590095,575471.524893,6.71471565104e-09
0.00483280590095,583934.341436,6.47675350997e-09
0.00483280590095,592397.157978,6.24611543857e-09
0.00483280590095,600859.974521,6.01867757966e-09
0.00483280590095,609322.791064,5.80313173339e-09
0.00483280590095,617785.607606,5.59670658053e-09
0.00483280590095,626248.424149,5.39280174413e-09
0.00483280590095,634711.240691,5.20421161169e-09
0.00483280590095,643174.057234,5.02566975916e-09
0.00483280590095,651636.873776,4.84300515019e-09
0.00483280590095,660099.690319,4.67429857103e-09
0.00483280590095,668562.506861,4.51283212694e-09
