B_t,modulation_frequency_hz,amplitude
0.00641040786793,1040926.43473,2.57850572801e-08
0.00641040786793,1049389.25128,2.44925734199e-08
0.00641040786793,1057852.06782,2.38986711625e-08
0.00641040786793,1066314.88436,2.44556917527e-08
0.00641040786793,1074777.7009,2.13109035937e-08
0.00641040786793,1083240.51745,2.5313180922e-08
0.00641040786793,1091703.33399,1.81268949235e-08
0.00641040786793,1100166.15053,4.5722271844e-08
0.00641040786793,1108628.96707,2.80586135339e-08
0.00641040786793,1117091.78362,3.33065485157e-08
0.00641040786793,1125554.60016,1.95756266596e-08
0.00641040786793,1134017.4167,1.80537666902e-08
0.00641040786793,1142480.23324,2.04970190369e-08
0.00641040786793,1150943.04979,1.75900324751e-08
0.00641040786793,1159405.86633,1.72990494874e-08
0.00641040786793,1167868.68287,1.74634487532e-08
0.00641040786793,1176331.49941,1.66710731017e-08
0.00641040786793,1184794.31596,1.62856667386e-08
0.00641040786793,1193257.1325,1.6099879115e-08
0.00641040786793,1201719.94904,1.54098750295e-08
0.00641040786793,1210182.76558,1.52937030344e-08
0.00641040786793,1218645.58213,1.47330696176e-08
0.00641040786793,1227108.39867,1.44470139122e-08
0.00641040786793,1235571.21521,1.44898992062e-08
0.00641040786793,1244034.03175,1.36444073012e-08
0.00641040786793,1252496.8483,1.33457473635e-08
0.00641040786793,1260959.66484,1.31872421301e-08
0.00641040786793,1269422.48138,1.31641039673e-08
0.00641040786793,1277885.29792,1.23231757724e-08
0.00641040786793,1286348.11447,1.23819001894e-08
0.00641040786793,1294810.93101,1.20328218772e-08
0.00641040786793,1303273.74755,1.17678450568e-08
0.00641040786793,1311736.5641,1.15047610289e-08
0.00641040786793,1320199.38064,1.12456251409e-08
0.00641040786793,1328662.19718,1.10010342737e-08
0.00641040786793,1337125.01372,1.0754093017e-08
0.00641040786793,1345587.83027,1.05242360425e-08
0.00641040786793,1354050.64681,1.02948897924e-08
0.00641040786793,1362513.46335,1.00625798893e-08
0.00641040786793,1370976.27989,9.86502168989e-09
0.00641040786793,1379439.09644,9.61596925287e-09
0.00641040786793,1387901.91298,9.45112184928e-09
0.00641040786793,1396364.72952,9.22826186266e-09
0.00641040786793,1404827.54606,9.03904992397e-09
0.00641040786793,1413290.36261,8.83697376422e-09
0.00641040786793,1421753.17915,8.65455822136e-09
0.00641040786793,1430215.99569,8.47128031995e-09
0.00641040786793,1438678.81223,8.29220638964e-09
0.00641040786793,1447141.62878,8.116712655e-09
0.00641040786793,1455604.44532,7.94614208025e-09
0.00641040786793,1464067.26186,7.77856336721e-09
0.00641040786793,1472530.0784,7.615792849e-09
0.00641040786793,1480992.89495,7.45556951228e-09
0.00641040786793,1489455.71149,7.29910874743e-09
0.00641040786793,1497918.52803,7.14623991552e-09
0.00641040786793,1506381.34457,6.99647163739e-09
0.00641040786793,1514844.16112,6.84874270497e-09
0.00641040786793,1523306.97766,6.70754010385e-09
0.00641040786793,1531769.7942,6.56529538803e-09
0.00641040786793,1540232.61074,6.42732075116e-09
0.00641040786793,1548695.42729,6.2930894984e-09
0.00641040786793,1557158.24383,6.16025552501e-09
0.00641040786793,1565621.06037,6.03058189849e-09
0.00641040786793,1574083.87691,5.90334291955e-09
0.00641040786793,1582546.69346,5.77851059058e-09
0.00641040786793,1591009.51,5.65607072327e-09
0.00641040786793,1599472.32654,5.53589702261e-09
0.00641040786793,1607935.14308,5.41795731552e-09
0.00641040786793,1616397.95963,5.30216092221e-09
0.00641040786793,1624860.77617,5.18844579217e-09
0.00641040786793,1633323.59271,5.07679217113e-09
0.00641040786793,1641786.40925,4.96699625843e-09
0.00641040786793,1650249.2258,4.8594416524e-09
0.00641040786793,1658712.04234,4.75314869212e-09
0.00641040786793,1667174.85888,4.64918527688e-09
0.00641040786793,1675637.67542,4.54674573341e-09
0.00641040786793,1684100.49197,4.44604410738e-09
0.00641040786793,1692563.30851,4.34698682694e-09
0.00641040786793,1701026.12505,4.24952604983e-09
0.00641040786793,1709488.94159,4.15362785231e-09
0.00641040786793,1717951.75814,4.05924718223e-09
0.00641040786793,1726414.57468,3.96633737669e-09
0.00641040786793,1734877.39122,3.87486268155e-09
0.00641040786793,1743340.20777,3.78478341563e-09
0.00641040786793,1751803.02431,3.69606340055e-09
0.00641040786793,1760265.84085,3.6086678702e-09
0.00641040786793,1768728.65739,3.5225617123e-09
0.00641040786793,1777191.47394,3.43771384183e-09
0.00641040786793,1785654.29048,3.35409813469e-09
0.00641040786793,1794117.10702,3.27167205223e-09
0.00641040786793,1802579.92356,3.1904249582e-09
0.00641040786793,1811042.74011,3.11032054589e-09
0.00641040786793,1819505.55665,3.03133712356e-09
0.00641040786793,1827968.37319,2.95345119633e-09
0.00641040786793,1836431.18973,2.87664322855e-09
0.00641040786793,1844894.00628,2.80089252272e-09
0.00641040786793,1853356.82282,2.72618211762e-09
0.00641040786793,1861819.63936,2.65249642232e-09
0.00641040786793,1870282.4559,2.57982169468e-09
0.00641040786793,1878745.27245,2.50814658438e-09
0.00641040786793,1887208.08899,2.43746196344e-09
0.00641040786793,1895670.90553,2.36776101851e-09
0.00641040786793,1904133.72207,2.29904003949e-09
0.00641040786793,1912596.53862,2.23129750917e-09
0.00641040786793,1921059.35516,2.16453566235e-09
0.00641040786793,1929522.1717,2.09876035487e-09
0.00641040786793,1937984.98824,2.03398054858e-09
0.00641040786793,1946447.80479,1.97020975889e-09
0.00641040786793,1954910.62133,1.90746714854e-09
0.00641040786793,1963373.43787,1.84577553393e-09
0.00641040786793,1971836.25441,1.78516502064e-09
0.00641040786793,1980299.07096,1.72567179307e-09
0.00641040786793,1988761.8875,1.6673392524e-09
0.00641040786793,1997224.70404,1.61021954051e-09
0.00641040786793,2005687.52058,1.55437405465e-09
0.00641040786793,2014150.33713,1.49987459472e-09
0.00641040786793,2022613.15367,1.44680461242e-09
0.00641040786793,2031075.97021,1.39526088225e-09
0.00641040786793,2039538.78675,1.34535435292e-09
0.00641040786793,2048001.6033,1.29721197665e-09
0.00641040786793,2056464.41984,1.25097732624e-09
0.00641040786793,2064927.23638,1.20681305759e-09
0.00641040786793,2073390.05292,1.16489976456e-09
0.00641040786793,2081852.86947,1.12543783462e-09
0.00641040786793,2090315.68601,1.08864542447e-09
0.00641040786793,2098778.50255,1.05475695863e-09
0.00641040786793,2107241.31909,1.02402034979e-09
0.00641040786793,2115704.13564,9.96689488281e-10
0.00641040786793,2124166.95218,9.7301920305e-10
0.00641040786793,2132629.76872,9.53253425383e-10
0.00641040786793,2141092.58526,9.37616396574e-10
0.00641040786793,2149555.40181,9.26298602272e-10
0.00641040786793,2158018.21835,9.19446386369e-10
0.00641040786793,2166481.03489,9.1715136377e-10
0.00719920885142,0,0.00401228564234
0.00719920885142,8462.81654255,0.00185065039093
0.00719920885142,16925.6330851,0.00434322226062
0.00719920885142,25388.4496276,0.00532849173429
0.00719920885142,33851.2661702,0.0047376958662
0.00719920885142,42314.0827127,0.00450298046538
0.00719920885142,50776.8992553,0.0022215285393
0.00719920885142,59239.7157978,0.0273530151495
0.00719920885142,67702.5323404,0.0541462429586
0.00719920885142,76165.3488829,0.0290295363596
0.00719920885142,84628.1654255,0.0100034123689
0.00719920885142,93090.981968,0.035950142217
0.00719920885142,101553.798511,0.00855837965434
0.00719920885142,110016.615053,0.0358462726428
0.00719920885142,118479.431596,0.0499801616893
0.00719920885142,126942.248138,0.0748918826811
0.00719920885142,135405.064681,0.00907169330035
0.00719920885142,143867.881223,0.0201372351544
0.00719920885142,152330.697766,0.0275905102236
0.00719920885142,160793.514308,0.0234242215841
0.00719920885142,169256.330851,0.00542847389227
0.00719920885142,177719.147394,0.0305707585282
0.00719920885142,186181.963936,0.0991279421884
0.00719920885142,194644.780479,0.0830373652534
0.00719920885142,203107.597021,0.0599253886709
0.00719920885142,211570.413564,0.0638125935302
0.00719920885142,220033.230106,0.0190954193662
0.00719920885142,228496.046649,0.00530962494304
0.00719920885142,236958.863191,0.00352564491956
0.00719920885142,245421.679734,0.00155719373155
0.00719920885142,253884.496276,0.000716148229987
0.00719920885142,262347.312819,0.00130814781187
0.00719920885142,270810.129362,0.00174917121421
0.00719920885142,279272.945904,0.000828646812294
0.00719920885142,287735.762447,0.00289390602338
0.00719920885142,296198.578989,0.0125730417937
0.00719920885142,304661.395532,0.052313724962
0.00719920885142,313124.212074,0.0483925905715
0.00719920885142,321587.028617,0.0295544947318
0.00719920885142,330049.845159,0.0190740637627
0.00719920885142,338512.661702,0.00135885106962
0.00719920885142,346975.478245,0.00234292317977
0.00719920885142,355438.294787,0.00159277469778
0.00719920885142,363901.11133,0.00125001757823
0.00719920885142,372363.927872,0.000280036702188
0.00719920885142,380826.744415,0.000896410788127
0.00719920885142,389289.560957,0.0012096887648
0.00719920885142,397752.3775,0.00330071152324
0.00719920885142,406215.194042,0.000876098418849
0.00719920885142,414678.010585,0.000980942246733
0.00719920885142,423140.827127,0.00190761909116
0.00719920885142,431603.64367,0.00166435137355
0.00719920885142,440066.460213,0.0023218739251
0.00719920885142,448529.276755,0.00205194573242
0.00719920885142,456992.093298,0.00107738288548
0.00719920885142,465454.90984,0.000788613093888
0.00719920885142,473917.726383,0.000137405649656
0.00719920885142,482380.542925,0.000642165073688
0.00719920885142,490843.359468,0.00125465917038
0.00719920885142,499306.17601,0.00175268757088
0.00719920885142,507768.992553,0.0015365506746
0.00719920885142,516231.809096,0.00109022290595
0.00719920885142,524694.625638,0.00167794326458
0.00719920885142,533157.442181,0.000227621666548
0.00719920885142,541620.258723,0.000105533836803
0.00719920885142,550083.075266,7.49542427704e-05
0.00719920885142,558545.891808,6.30423786305e-05
0.00719920885142,567008.708351,3.30801578855e-05
0.00719920885142,575471.524893,7.08741431898e-05
0.00719920885142,583934.341436,4.86921332788e-05
0.00719920885142,592397.157978,4.28720312682e-05
0.00719920885142,600859.974521,3.04749632726e-05
0.00719920885142,609322.791064,0.000448216864873
0.00719920885142,617785.607606,0.00076210650272
0.00719920885142,626248.424149,0.0012368806879
0.00719920885142,634711.240691,0.00114956861376
0.00719920885142,643174.057234,0.000254305551743
0.00719920885142,651636.873776,4.31372706212e-05
0.00719920885142,660099.690319,2.59722871135e-05
0.00719920885142,668562.506861,4.52536225309e-05
0.00719920885142,677025.323404,3.73043862338e-05
0.00719920885142,685488.139946,2.2850428403e-05
0.00719920885142,693950.956489,5.68747027577e-06
0.00719920885142,702413.773032,4.17447242483e-05
0.00719920885142,710876.589574,2.23184900061e-05
0.00719920885142,719339.406117,7.00340506257e-06
0.00719920885142,727802.222659,2.51135033397e-05
0.00719920885142,736265.039202,1.9777463005e-05
0.00719920885142,744727.855744,2.61384036479e-05
0.00719920885142,753190.672287,2.79514324292e-05
0.00719920885142,761653.488829,1.37978161022e-05
0.00719920885142,770116.305372,4.06249961019e-06
0.00719920885142,778579.121915,1.45941838642e-05
0.00719920885142,787041.938457,2.41610796023e-05
0.00719920885142,795504.755,1.90073230774e-05
0.00719920885142,803967.571542,1.1066984232e-05
0.00719920885142,812430.388085,2.16607052675e-05
0.00719920885142,820893.204627,2.20724464074e-06
0.00719920885142,829356.02117,2.14280173219e-05
0.00719920885142,837818.837712,6.99013563318e-06
0.00719920885142,846281.654255,1.11568870052e-06
0.00719920885142,854744.470797,7.79835748576e-07
0.00719920885142,863207.28734,9.8993954971e-07
0.00719920885142,871670.103883,2.65239602488e-07
0.00719920885142,880132.920425,6.88916058564e-07
0.00719920885142,888595.736968,4.95596795453e-07
0.00719920885142,897058.55351,6.06962677437e-07
0.00719920885142,905521.370053,2.34665512908e-07
0.00719920885142,913984.186595,1.66223511494e-06
0.00719920885142,922447.003138,4.28089441126e-06
0.00719920885142,930909.81968,1.11963863765e-05
0.00719920885142,939372.636223,1.5170342812e-05
0.00719920885142,947835.452766,5.63164859779e-06
0.00719920885142,956298.269308,1.45886753353e-07
0.00719920885142,964761.085851,3.12793412288e-07
0.00719920885142,973223.902393,4.54910577015e-07
0.00719920885142,981686.718936,2.92767127765e-07
0.00719920885142,990149.535478,3.15231151534e-07
0.00719920885142,998612.352021,1.091756874e-07
0.00719920885142,1007075.16856,2.8140224214e-07
0.00719920885142,1015537.98511,1.27956658188e-07
0.00719920885142,1024000.80165,8.48867889289e-08
0.00719920885142,1032463.61819,7.966520063e-08
0.00719920885142,1040926.43473,1.95624398086e-07
0.00719920885142,1049389.25128,7.80442223483e-08
0.00719920885142,1057852.06782,2.24432320234e-07
0.00719920885142,1066314.88436,6.38201919165e-08
0.00719920885142,1074777.7009,8.23259784221e-08
0.00719920885142,1083240.51745,1.087069659e-07
0.00719920885142,1091703.33399,2.7718319725e-07
0.00719920885142,1100166.15053,2.22675623322e-07
0.00719920885142,1108628.96707,6.05354834949e-08
0.00719920885142,1117091.78362,7.62526102186e-08
0.00719920885142,1125554.60016,9.01310239016e-08
0.00719920885142,1134017.4167,1.53359670296e-07
0.00719920885142,1142480.23324,3.3129052647e-08
0.00719920885142,1150943.04979,3.96520113015e-08
0.00719920885142,1159405.86633,4.31572071229e-08
0.00719920885142,1167868.68287,3.6199123563e-08
0.00719920885142,1176331.49941,3.91266757464e-08
0.00719920885142,1184794.31596,3.65300556633e-08
0.00719920885142,1193257.1325,4.01518973425e-08
0.00719920885142,1201719.94904,3.35204053482e-08
0.00719920885142,1210182.76558,3.61535507853e-08
0.00719920885142,1218645.58213,3.17110435439e-08
0.00719920885142,1227108.39867,4.206585296e-08
0.00719920885142,1235571.21521,6.01980099648e-08
0.00719920885142,1244034.03175,8.25515227128e-08
0.00719920885142,1252496.8483,6.51896930692e-08
0.00719920885142,1260959.66484,2.93512013854e-08
0.00719920885142,1269422.48138,2.74988437443e-08
0.00719920885142,1277885.29792,2.77563745405e-08
0.00719920885142,1286348.11447,2.93302040634e-08
0.00719920885142,1294810.93101,2.69875095242e-08
0.00719920885142,1303273.74755,2.55210431601e-08
0.00719920885142,1311736.5641,2.47582676416e-08
0.00719920885142,1320199.38064,2.54397581535e-08
0.00719920885142,1328662.19718,2.38408660847e-08
0.00719920885142,1337125.01372,2.36908619252e-08
0.00719920885142,1345587.83027,2.22386724491e-08
0.00719920885142,1354050.64681,2.24349143254e-08
0.00719920885142,1362513.46335,2.13232726828e-08
0.00719920885142,1370976.27989,2.11679400458e-08
0.00719920885142,1379439.09644,2.04317359692e-08
0.00719920885142,1387901.91298,2.05517682656e-08
0.00719920885142,1396364.72952,1.92461498456e-08
0.00719920885142,1404827.54606,1.81342840732e-08
0.00719920885142,1413290.36261,1.88155347798e-08
0.00719920885142,1421753.17915,1.81059459529e-08
0.00719920885142,1430215.99569,1.72770771426e-08
0.00719920885142,1438678.81223,1.69254647533e-08
0.00719920885142,1447141.62878,1.66992187859e-08
0.00719920885142,1455604.44532,1.61178593055e-08
0.00719920885142,1464067.26186,1.5690630642e-08
0.00719920885142,1472530.0784,1.53008627525e-08
0.00719920885142,1480992.89495,1.489235979e-08
0.00719920885142,1489455.71149,1.45070381347e-08
0.00719920885142,1497918.52803,1.41124323073e-08
0.00719920885142,1506381.34457,1.37568753213e-08
0.00719920885142,1514844.16112,1.33903494534e-08
0.00719920885142,1523306.97766,1.30415321069e-08
0.00719920885142,1531769.7942,1.26752025462e-08
0.00719920885142,1540232.61074,1.24208945416e-08
0.00719920885142,1548695.42729,1.19389739404e-08
0.00719920885142,1557158.24383,1.17979270638e-08
0.00719920885142,1565621.06037,1.14002930789e-08
0.00719920885142,1574083.87691,1.11136147559e-08
0.00719920885142,1582546.69346,1.08192757763e-08
0.00719920885142,1591009.51,1.05250308131e-08
0.00719920885142,1599472.32654,1.02497472229e-08
0.00719920885142,1607935.14308,9.9830239832e-09
0.00719920885142,1616397.95963,9.7157231173e-09
0.00719920885142,1624860.77617,9.45522226769e-09
0.00719920885142,1633323.59271,9.20510093671e-09
0.00719920885142,1641786.40925,8.95823009499e-09
0.00719920885142,1650249.2258,8.71994711982e-09
0.00719920885142,1658712.04234,8.48494382323e-09
0.00719920885142,1667174.85888,8.25714306193e-09
0.00719920885142,1675637.67542,8.03540242962e-09
0.00719920885142,1684100.49197,7.81830564067e-09
0.00719920885142,1692563.30851,7.6063232024e-09
0.00719920885142,1701026.12505,7.40027381905e-09
0.00719920885142,1709488.94159,7.20376683648e-09
0.00719920885142,1717951.75814,7.00261424866e-09
0.00719920885142,1726414.57468,6.8133988232e-09
0.00719920885142,1734877.39122,6.62708377158e-09
0.00719920885142,1743340.20777,6.4452680254e-09
0.00719920885142,1751803.02431,6.26871225837e-09
0.00719920885142,1760265.84085,6.09588675731e-09
0.00719920885142,1768728.65739,5.9276959026e-09
0.00719920885142,1777191.47394,5.76366216787e-09
0.00719920885142,1785654.29048,5.6038208534e-09
0.00719920885142,1794117.10702,5.44803554804e-09
0.00719920885142,1802579.92356,5.29624508203e-09
0.00719920885142,1811042.74011,5.14830205344e-09
0.00719920885142,1819505.55665,5.00417975472e-09
0.00719920885142,1827968.37319,4.86380631244e-09
0.00719920885142,1836431.18973,4.72708884379e-09
0.00719920885142,1844894.00628,4.59379177133e-09
0.00719920885142,1853356.82282,4.46480615357e-09
0.00719920885142,1861819.63936,4.33764626699e-09
0.00719920885142,1870282.4559,4.21554684887e-09
0.00719920885142,1878745.27245,4.09600282365e-09
0.00719920885142,1887208.08899,3.97988700481e-09
0.00719920885142,1895670.90553,3.86704092936e-09
0.00719920885142,1904133.72207,3.75738098011e-09
0.00719920885142,1912596.53862,3.65088139873e-09
0.00719920885142,1921059.35516,3.54754000567e-09
0.00719920885142,1929522.1717,3.44729910407e-09
0.00719920885142,1937984.98824,3.35014105115e-09
0.00719920885142,1946447.80479,3.25605076189e-09
0.00719920885142,1954910.62133,3.16501184541e-09
0.00719920885142,1963373.43787,3.07702112903e-09
0.00719920885142,1971836.25441,2.99207642097e-09
0.00719920885142,1980299.07096,2.91017884181e-09
0.00719920885142,1988761.8875,2.83134896721e-09
0.00719920885142,1997224.70404,2.75559843187e-09
0.00719920885142,2005687.52058,2.6829583164e-09
0.00719920885142,2014150.33713,2.61344302234e-09
0.00719920885142,2022613.15367,2.54713081952e-09
0.00719920885142,2031075.97021,2.484027767e-09
0.00719920885142,2039538.78675,2.42420948857e-09
0.00719920885142,2048001.6033,2.36772869125e-09
0.00719920885142,2056464.41984,2.31465185849e-09
0.00719920885142,2064927.23638,2.26505411948e-09
0.00719920885142,2073390.05292,2.21900684356e-09
0.00719920885142,2081852.86947,2.176591749e-09
0.00719920885142,2090315.68601,2.13788932193e-09
0.00719920885142,2098778.50255,2.10298182571e-09
0.00719920885142,2107241.31909,2.0719503948e-09
0.00719920885142,2115704.13564,2.04487275818e-09
0.00719920885142,2124166.95218,2.02182198811e-09
0.00719920885142,2132629.76872,2.00286371583e-09
0.00719920885142,2141092.58526,1.98805548644e-09
0.00719920885142,2149555.40181,1.97744379853e-09
0.00719920885142,2158018.21835,1.9710612463e-09
0.00719920885142,2166481.03489,1.96893496332e-09
0.00798800983492,0,0.00527708273976
0.00798800983492,8462.81654255,0.00682801927597
0.00798800983492,16925.6330851,0.00744270119547
0.00798800983492,25388.4496276,0.00612784276699
0.00798800983492,33851.2661702,0.00366003179825
0.00798800983492,42314.0827127,0.00112174045338
0.00798800983492,50776.8992553,0.00140259325222
0.00798800983492,59239.7157978,0.00153227362103
0.00798800983492,67702.5323404,0.0163041164655
0.00798800983492,76165.3488829,0.0511840965229
0.00798800983492,84628.1654255,0.0373983350963
0.00798800983492,93090.981968,0.00257553324108
0.00798800983492,101553.798511,0.0120585985558
0.00798800983492,110016.615053,0.0529577165395
0.00798800983492,118479.431596,0.0898132018164
0.00798800983492,126942.248138,0.0917645433371
0.00798800983492,135405.064681,0.109828378903
0.00798800983492,143867.881223,0.0451669874638
0.00798800983492,152330.697766,0.00657729542092
0.00798800983492,160793.514308,0.0185408110364
0.00798800983492,169256.330851,0.0195978157748
0.00798800983492,177719.147394,0.0228585901213
0.00798800983492,186181.963936,0.00967469474513
0.00798800983492,194644.780479,0.00311327939538
0.00798800983492,203107.597021,0.0431127053099
0.00798800983492,211570.413564,0.107843117365
0.00798800983492,220033.230106,0.0805024412617
0.00798800983492,228496.046649,0.0710620634062
0.00798800983492,236958.863191,0.0627384563903
0.00798800983492,245421.679734,0.0105835976634
0.00798800983492,253884.496276,0.00773159634379
0.00798800983492,262347.312819,0.00250864981889
0.00798800983492,270810.129362,0.00129905085839
0.00798800983492,279272.945904,0.00162153722074
0.00798800983492,287735.762447,0.00136262884686
0.00798800983492,296198.578989,0.000610395234109
0.00798800983492,304661.395532,0.00239462297781
0.00798800983492,313124.212074,0.00211459847237
0.00798800983492,321587.028617,0.00298879266758
0.00798800983492,330049.845159,0.0129910092975
0.00798800983492,338512.661702,0.0180332537996
0.00798800983492,346975.478245,0.0251860613802
0.00798800983492,355438.294787,0.0226386671186
0.00798800983492,363901.11133,0.0137973018548
0.00798800983492,372363.927872,0.00441175076511
0.00798800983492,380826.744415,0.0019946412715
0.00798800983492,389289.560957,0.00181680931478
0.00798800983492,397752.3775,0.00139406222426
0.00798800983492,406215.194042,0.00125996888031
0.00798800983492,414678.010585,0.00109643517806
0.00798800983492,423140.827127,0.000808433611125
0.00798800983492,431603.64367,0.00151803448279
0.00798800983492,440066.460213,0.00448649243588
0.00798800983492,448529.276755,0.00447843151365
0.00798800983492,456992.093298,0.00162574697732
0.00798800983492,465454.90984,0.00184344585613
0.00798800983492,473917.726383,0.00165490197756
0.00798800983492,482380.542925,0.00251567790493
0.00798800983492,490843.359468,0.00264294790738
0.00798800983492,499306.17601,0.000749865552829
0.00798800983492,507768.992553,0.000730095307279
0.00798800983492,516231.809096,0.000897649273639
0.00798800983492,524694.625638,0.000874173578411
0.00798800983492,533157.442181,0.000586745023659
0.00798800983492,541620.258723,0.000226322755948
0.00798800983492,550083.075266,0.00140326811828
0.00798800983492,558545.891808,0.00211596736791
0.00798800983492,567008.708351,0.00228028026244
0.00798800983492,575471.524893,0.00179371274619
0.00798800983492,583934.341436,0.00209561508098
0.00798800983492,592397.157978,0.000556275152581
0.00798800983492,600859.974521,3.13658407888e-05
0.00798800983492,609322.791064,2.46994881166e-05
0.00798800983492,617785.607606,5.20375949573e-05
0.00798800983492,626248.424149,5.06177827443e-05
0.00798800983492,634711.240691,5.11231607771e-05
0.00798800983492,643174.057234,6.58435577963e-05
0.00798800983492,651636.873776,6.60169807378e-05
0.00798800983492,660099.690319,6.55102458498e-05
0.00798800983492,668562.506861,0.000110880703319
0.00798800983492,677025.323404,0.000193258866784
0.00798800983492,685488.139946,0.000450330688313
0.00798800983492,693950.956489,0.000587291268306
0.00798800983492,702413.773032,0.00117661882715
0.00798800983492,710876.589574,0.000548051571119
0.00798800983492,719339.406117,2.48282791085e-05
0.00798800983492,727802.222659,6.42255459269e-06
0.00798800983492,736265.039202,1.43781460282e-05
0.00798800983492,744727.855744,2.41886778699e-05
0.00798800983492,753190.672287,2.42266294823e-05
0.00798800983492,761653.488829,2.82705641601e-05
0.00798800983492,770116.305372,2.18801100253e-05
0.00798800983492,778579.121915,5.21720954052e-05
0.00798800983492,787041.938457,7.41453149202e-05
0.00798800983492,795504.755,3.52504560452e-05
0.00798800983492,803967.571542,3.43907405108e-05
0.00798800983492,812430.388085,2.96550673087e-05
0.00798800983492,820893.204627,2.96090015426e-05
0.00798800983492,829356.02117,3.89052885717e-05
0.00798800983492,837818.837712,1.70896344938e-05
0.00798800983492,846281.654255,7.92487031918e-06
0.00798800983492,854744.470797,4.86093048723e-06
0.00798800983492,863207.28734,1.11765061231e-05
0.00798800983492,871670.103883,1.42732925456e-05
0.00798800983492,880132.920425,1.88230852469e-05
0.00798800983492,888595.736968,1.25486676868e-05
0.00798800983492,897058.55351,1.78787039983e-05
0.00798800983492,905521.370053,3.60737473213e-05
0.00798800983492,913984.186595,3.21657965032e-05
0.00798800983492,922447.003138,3.43749444311e-05
0.00798800983492,930909.81968,1.26455685736e-05
0.00798800983492,939372.636223,5.87846307689e-07
0.00798800983492,947835.452766,3.09553932356e-07
0.00798800983492,956298.269308,5.78450325529e-07
0.00798800983492,964761.085851,7.76434894832e-07
0.00798800983492,973223.902393,5.24667841817e-07
0.00798800983492,981686.718936,6.76345292449e-07
0.00798800983492,990149.535478,7.17935744106e-07
0.00798800983492,998612.352021,6.708225196e-07
0.00798800983492,1007075.16856,6.23746895789e-07
0.00798800983492,1015537.98511,1.07413257037e-06
0.00798800983492,1024000.80165,2.77445540345e-06
0.00798800983492,1032463.61819,7.547548232e-06
0.00798800983492,1040926.43473,1.77125922558e-05
0.00798800983492,1049389.25128,1.08249811662e-05
0.00798800983492,1057852.06782,6.02113891183e-07
0.00798800983492,1066314.88436,3.84351167922e-07
0.00798800983492,1074777.7009,1.67781115195e-07
0.00798800983492,1083240.51745,2.31520598404e-07
0.00798800983492,1091703.33399,1.65699744167e-07
0.00798800983492,1100166.15053,4.05666579724e-07
0.00798800983492,1108628.96707,2.5002029119e-07
0.00798800983492,1117091.78362,2.39945628032e-07
0.00798800983492,1125554.60016,4.93089712335e-07
0.00798800983492,1134017.4167,3.19216297326e-07
0.00798800983492,1142480.23324,1.88255826758e-07
0.00798800983492,1150943.04979,2.61961935941e-07
0.00798800983492,1159405.86633,1.7446836911e-07
0.00798800983492,1167868.68287,2.41863240793e-07
0.00798800983492,1176331.49941,1.68869479251e-07
0.00798800983492,1184794.31596,5.15818215994e-08
0.00798800983492,1193257.1325,2.61451329351e-08
0.00798800983492,1201719.94904,1.23238272022e-07
0.00798800983492,1210182.76558,2.06262378774e-07
0.00798800983492,1218645.58213,2.7483817631e-07
0.00798800983492,1227108.39867,9.93424333304e-08
0.00798800983492,1235571.21521,9.79980246744e-08
0.00798800983492,1244034.03175,1.91345190869e-07
0.00798800983492,1252496.8483,2.41743307595e-07
0.00798800983492,1260959.66484,2.49416443993e-07
0.00798800983492,1269422.48138,1.06474405926e-07
0.00798800983492,1277885.29792,2.89332798617e-08
0.00798800983492,1286348.11447,3.01573959777e-08
0.00798800983492,1294810.93101,2.63202915086e-08
0.00798800983492,1303273.74755,2.22399274176e-08
0.00798800983492,1311736.5641,2.40043264478e-08
0.00798800983492,1320199.38064,2.62340357811e-08
0.00798800983492,1328662.19718,2.54964546918e-08
0.00798800983492,1337125.01372,2.2431927415e-08
0.00798800983492,1345587.83027,2.53997688524e-08
0.00798800983492,1354050.64681,1.9288387393e-08
0.00798800983492,1362513.46335,3.02927273882e-08
0.00798800983492,1370976.27989,2.21087698431e-08
0.00798800983492,1379439.09644,1.2180330223e-07
0.00798800983492,1387901.91298,8.03536042576e-08
0.00798800983492,1396364.72952,2.88214940287e-08
0.00798800983492,1404827.54606,2.01754281354e-08
0.00798800983492,1413290.36261,1.8544374406e-08
0.00798800983492,1421753.17915,1.83363810119e-08
0.00798800983492,1430215.99569,1.85226376272e-08
0.00798800983492,1438678.81223,1.9757949761e-08
0.00798800983492,1447141.62878,1.58958584806e-08
0.00798800983492,1455604.44532,1.73723051304e-08
0.00798800983492,1464067.26186,1.51522733536e-08
0.00798800983492,1472530.0784,1.6504730371e-08
0.00798800983492,1480992.89495,1.58274952885e-08
0.00798800983492,1489455.71149,1.49071899619e-08
0.00798800983492,1497918.52803,1.4587338921e-08
0.00798800983492,1506381.34457,1.50580264598e-08
0.00798800983492,1514844.16112,1.35067417715e-08
0.00798800983492,1523306.97766,1.37304017611e-08
0.00798800983492,1531769.7942,1.34594751249e-08
0.00798800983492,1540232.61074,1.36068141592e-08
0.00798800983492,1548695.42729,1.29598595401e-08
0.00798800983492,1557158.24383,1.10770116959e-08
0.00798800983492,1565621.06037,1.26764904225e-08
0.00798800983492,1574083.87691,1.17385568643e-08
0.00798800983492,1582546.69346,1.22369281438e-08
0.00798800983492,1591009.51,1.03431389325e-08
