omega_t,CPMG1,CPMG4,CPMG16,CPMG64,UDD1,UDD4,UDD16,UDD64
0.0117489755494,1.19090609909e-09,1.6053725972e-16,6.27097613124e-19,2.44959946015e-21,1.19090609909e-09,1.32804176078e-27,4.93038065763e-32,1.9841893252e-31
0.0118850222744,1.24703160733e-09,1.72018734063e-16,6.71947023976e-19,2.6247929393e-21,1.24703160733e-09,1.49023957235e-27,1.20370621524e-35,1.97805042351e-31
0.0120226443462,1.30580221735e-09,1.84321351837e-16,7.20004007414e-19,2.81251467739e-21,1.30580221735e-09,1.67169563615e-27,1.97227263367e-31,1.97215226305e-31
0.0121618600065,1.36734258807e-09,1.97503840099e-16,7.71497979518e-19,3.01366424563e-21,1.36734258807e-09,1.87507770217e-27,4.93038065763e-32,4.43746296249e-31
0.0123026877081,1.43178325339e-09,2.1162912623e-16,8.26674749135e-19,3.22919759885e-21,1.43178325339e-09,2.10465298118e-27,1.20370621524e-35,1.97648560543e-31
0.0124451461177,1.49926089902e-09,2.26764638236e-16,8.85797692632e-19,3.46014885699e-21,1.49926089902e-09,2.36099897531e-27,1.20370621524e-35,1.97516152859e-31
0.0125892541179,1.56991865236e-09,2.42982625789e-16,9.49149053122e-19,3.70761349282e-21,1.56991865236e-09,2.64984686688e-27,4.81482486097e-35,1.97516152859e-31
0.0127350308102,1.64390638613e-09,2.60360506938e-16,1.01703121411e-18,3.97277795578e-21,1.64390638613e-09,2.97288482979e-27,1.97227263367e-31,1.2327877574e-30
0.0128824955169,1.72138103629e-09,2.78981235298e-16,1.08976823299e-18,4.25690656767e-21,1.72138103629e-09,3.33553853369e-27,1.97227263367e-31,5.00741785541e-32
0.0130316677845,1.80250693482e-09,2.9893369814e-16,1.16770733989e-18,4.56135628374e-21,1.80250693482e-09,3.74261497935e-27,4.94963995708e-32,4.44324075232e-31
0.0131825673856,1.88745615843e-09,3.20313139504e-16,1.25122054628e-18,4.88758154569e-21,1.88745615843e-09,4.19953921051e-27,1.97323559865e-31,4.96047331301e-32
0.0133352143216,1.97640889334e-09,3.43221615058e-16,1.34070651736e-18,5.23713433589e-21,1.97640889334e-09,4.71095927851e-27,0,1.97516152859e-31
0.0134896288259,2.06955381766e-09,3.67768479256e-16,1.43659244396e-18,5.61168869971e-21,2.06955381766e-09,5.28531149079e-27,1.20370621524e-35,4.43746296249e-31
0.0136458313659,2.16708850147e-09,3.9407090809e-16,1.53933597987e-18,6.01303084173e-21,2.16708850147e-09,5.93025742536e-27,4.94121401357e-32,4.43842592746e-31
0.013803842646,2.26921982596e-09,4.22254456808e-16,1.64942761793e-18,6.44308363583e-21,2.26921982596e-09,6.65470194432e-27,1.20370621524e-35,7.90317389741e-31
0.0139636836106,2.37616442213e-09,4.52453660953e-16,1.76739290758e-18,6.9038782976e-21,2.37616442213e-09,7.46654016878e-27,1.20370621524e-35,1.08333559372e-34
0.0141253754462,2.48814913041e-09,4.84812677675e-16,1.89379492162e-18,7.39763667526e-21,2.48814913041e-09,8.37835844815e-27,1.97215226305e-31,1.97648560543e-31
0.0142889395851,2.60541148171e-09,5.19485973724e-16,2.02923708229e-18,7.9267042486e-21,2.60541148171e-09,9.40046272244e-27,1.20370621524e-35,4.96047331301e-32
0.0144543977075,2.72820020131e-09,5.56639063778e-16,2.17436578312e-18,8.4936135002e-21,2.72820020131e-09,1.05461235277e-26,4.93519548249e-32,4.93158436385e-32
0.0146217717446,2.85677573629e-09,5.96449298456e-16,2.32987397738e-18,9.10107086416e-21,2.85677573629e-09,1.18337583393e-26,4.93158436385e-32,1.97805042351e-31
0.0147910838817,2.99141080816e-09,6.39106714268e-16,2.49650397723e-18,9.75196694381e-21,2.99141080816e-09,1.32782996506e-26,4.43746296249e-31,1.974078193e-31
0.0149623565609,3.13239099105e-09,6.84814937259e-16,2.67505104374e-18,1.04494159311e-20,3.13239099105e-09,1.48974000659e-26,1.97227263367e-31,1.97985598283e-31
0.0151356124844,3.28001531772e-09,7.33792156136e-16,2.86636760899e-18,1.11967440153e-20,3.28001531772e-09,1.67155219289e-26,4.81482486097e-35,7.70371977755e-34
0.0153108746168,3.4345969136e-09,7.86272166555e-16,3.07136686005e-18,1.19975249542e-20,3.4345969136e-09,1.87554422741e-26,1.20370621524e-35,7.70371977755e-34
0.0154881661891,3.59646366102e-09,8.42505482129e-16,3.29102743197e-18,1.28555717527e-20,3.59646366102e-09,2.10439398092e-26,4.93519548249e-32,1.97805042351e-31
0.0156675107011,3.76595889469e-09,9.0276053411e-16,3.52639773691e-18,1.37749883365e-20,3.76595889469e-09,2.36115929694e-26,0,7.89294239458e-31
0.0158489319246,3.94344212993e-09,9.67324951761e-16,3.77860154468e-18,1.47601608485e-20,3.94344212993e-09,2.64921678686e-26,4.81482486097e-35,7.89053498215e-31
0.0160324539069,4.12928982516e-09,1.03650693351e-15,4.04884242801e-18,1.58157905228e-20,4.12928982516e-09,2.97248306877e-26,4.93038065763e-32,5.00741785541e-32
0.0162181009736,4.32389618044e-09,1.11063672177e-15,4.33841078959e-18,1.69469170079e-20,4.32389618044e-09,3.33510393797e-26,4.81482486097e-35,5.00741785541e-32
0.016405897732,4.52767397355e-09,1.19006817565e-15,4.64868849499e-18,1.81589382832e-20,4.52767397355e-09,3.74218078928e-26,4.93519548249e-32,1.77570740873e-30
0.0165958690744,4.74105543546e-09,1.27518046309e-15,4.98115693255e-18,1.94576372274e-20,4.74105543546e-09,4.19858513851e-26,0,1.974078193e-31
0.0167880401812,4.96449316733e-09,1.36637986741e-15,5.33740305095e-18,2.08492284122e-20,4.96449316733e-09,4.71102386698e-26,4.81482486097e-35,7.8890905347e-31
0.0169824365246,5.19846110011e-09,1.46410173026e-15,5.71912729083e-18,2.23403370979e-20,5.19846110011e-09,5.28577428212e-26,4.93038065763e-32,4.33334237487e-34
0.0171790838716,5.44345550021e-09,1.56881252865e-15,6.12815189253e-18,2.39380865099e-20,5.44345550021e-09,5.93065009479e-26,4.94963995708e-32,1.974078193e-31
0.0173780082875,5.69999602167e-09,1.68101209756e-15,6.56642933402e-18,2.56501029317e-20,5.69999602167e-09,6.65494923373e-26,4.93038065763e-32,4.44504631165e-31
0.0175792361396,5.96862680867e-09,1.80123602404e-15,7.03605174479e-18,2.74845627851e-20,5.96862680867e-09,7.46583507379e-26,4.81482486097e-35,4.81482486097e-35
0.0177827941004,6.24991764949e-09,1.93005819604e-15,7.53926067134e-18,2.94502301531e-20,6.24991764949e-09,8.37746508147e-26,4.93519548249e-32,4.97371408138e-32
0.0179887091513,6.54446518517e-09,2.06809354638e-15,8.07845848495e-18,3.15564761856e-20,6.54446518517e-09,9.3996078864e-26,4.93519548249e-32,4.44937965402e-31
0.0181970085861,6.85289417491e-09,2.21600098431e-15,8.65621883076e-18,3.38133466378e-20,6.85289417491e-09,1.05465883581e-25,4.94963995708e-32,7.70371977755e-34
0.0184077200147,7.17585882117e-09,2.3744865477e-15,9.2752997063e-18,3.62316338671e-20,7.17585882117e-09,1.18333133677e-25,4.93519548249e-32,4.44937965402e-31
0.0186208713666,7.51404415737e-09,2.54430676426e-15,9.93865630134e-18,3.88228717374e-20,7.51404415737e-09,1.32776849058e-25,1.92592994439e-34,1.92592994439e-34
0.0188364908949,7.86816750061e-09,2.72627226909e-15,1.06494548205e-17,4.15994259431e-20,7.86816750061e-09,1.48975631801e-25,1.97215226305e-31,5.32038147137e-32
0.0190546071796,8.23897997356e-09,2.92125166911e-15,1.14110887748e-17,4.45745537317e-20,8.23897997356e-09,1.6714879559e-25,0,5.10371435263e-32
0.0192752491319,8.627268097e-09,3.13017569795e-15,1.2227193391e-17,4.77624892364e-20,8.627268097e-09,1.87543597474e-25,1.97215226305e-31,4.46093523369e-31
0.0194984459976,9.03385545857e-09,3.35404164829e-15,1.31016644062e-17,5.11783693142e-20,9.03385545857e-09,2.10431865274e-25,1.97263374554e-31,4.43926852181e-31
0.0197242273611,9.45960445915e-09,3.59391813822e-15,1.4038676089e-17,5.48385506262e-20,9.45960445915e-09,2.36098601139e-25,4.93038065763e-32,4.94963995708e-32
0.0199526231497,9.90541814233e-09,3.85095021372e-15,1.50427010176e-17,5.8760530425e-20,9.90541814233e-09,2.64905834879e-25,0,4.94963995708e-32
0.0201836636368,1.03722421096e-08,4.12636480619e-15,1.61185323411e-17,6.29629939319e-20,1.03722421096e-08,2.97229065873e-25,1.97263374554e-31,5.16630707582e-32
0.0204173794467,1.0861066526e-08,4.42147659977e-15,1.72713051543e-17,6.74660188096e-20,1.0861066526e-08,3.33503346241e-25,4.43926852181e-31,4.45467596137e-31
0.0206538015581,1.13729282203e-08,4.73769430118e-15,1.85065220062e-17,7.22910658468e-20,1.13729282203e-08,3.74187865782e-25,0,4.94963995708e-32
0.0208929613085,1.19089128839e-08,5.07652735847e-15,1.98300793952e-17,7.74612234956e-20,1.19089128839e-08,4.19855686105e-25,4.94963995708e-32,4.33334237487e-34
0.0211348903984,1.24701573739e-08,5.43959317987e-15,2.12482950547e-17,8.3001103318e-20,1.24701573739e-08,4.71087540041e-25,4.81482486097e-35,3.90000813738e-33
0.021379620895,1.3057852124e-08,5.82862483955e-15,2.2767938715e-17,8.89372219578e-20,1.3057852124e-08,5.28571824719e-25,4.93519548249e-32,4.43926852181e-31
0.0216271852373,1.36732436695e-08,6.24547936447e-15,2.43962646429e-17,9.52978792887e-20,1.36732436695e-08,5.9305994633e-25,4.94963995708e-32,1.97648560543e-31
0.0218776162395,1.43176372911e-08,6.69214658329e-15,2.61410448238e-17,1.02113419995e-19,1.43176372911e-08,6.65425465143e-25,4.93519548249e-32,5.23852944873e-32
0.0221309470961,1.49923997838e-08,7.17075863607e-15,2.80106084617e-17,1.09416398278e-19,1.49923997838e-08,7.46616869301e-25,1.92592994439e-34,2.35926418187e-33
0.0223872113857,1.56989623549e-08,7.68360014808e-15,3.00138794395e-17,1.17241678863e-19,1.56989623549e-08,8.37717973087e-25,4.93038065763e-32,7.89053498215e-31
0.0226464430759,1.64388236603e-08,8.23311913463e-15,3.21604201904e-17,1.25626591382e-19,1.64388236603e-08,9.39923343747e-25,4.93038065763e-32,4.43926852181e-31
0.0229086765277,1.72135529829e-08,8.82193868418e-15,3.44604775216e-17,1.34611185165e-19,1.72135529829e-08,1.05462096707e-24,4.97371408138e-32,5.05075127916e-32
0.0231739464997,1.8024793561e-08,9.45286948616e-15,3.69250292649e-17,1.44238319232e-19,1.8024793561e-08,1.18329540349e-24,4.81482486097e-35,5.10371435263e-32
0.0234422881532,1.88742660729e-08,1.01289232353e-14,3.95658408842e-17,1.54553998186e-19,1.88742660729e-08,1.32769202009e-24,1.974078193e-31,4.44504631165e-31
0.0237137370566,1.97637722874e-08,1.08533270166e-14,4.23955177824e-17,1.65607391901e-19,1.97637722874e-08,1.48968311611e-24,4.93038065763e-32,5.62371543761e-32
0.0239883291902,2.06951988843e-08,1.16295387158e-14,4.54275666123e-17,1.77451375952e-19,2.06951988843e-08,1.6714637174e-24,4.81482486097e-35,1.98948563255e-31
0.0242661009508,2.16705214566e-08,1.24612634985e-14,4.86764605195e-17,1.90142410223e-19,2.16705214566e-08,1.87541323648e-24,4.81482486097e-35,5.00741785541e-32
0.0245470891569,2.26918087e-08,1.3352471532e-14,5.21577084757e-17,2.03740953953e-19,2.26918087e-08,2.10424404819e-24,4.93038065763e-32,1.92592994439e-34
0.024831331053,2.37612268008e-08,1.43074168971e-14,5.58879264894e-17,2.18312084956e-19,2.37612268008e-08,2.36101381373e-24,4.93038065763e-32,5.32038147137e-32
0.0251188643151,2.48810440302e-08,1.53306579297e-14,5.98849213581e-17,2.33925356277e-19,2.48810440302e-08,2.649095216e-24,1.974078193e-31,1.974078193e-31
0.0254097270555,2.60536355549e-08,1.64270789597e-14,6.41677713704e-17,2.50655213473e-19,2.60536355549e-08,2.97231030438e-24,4.93519548249e-32,1.99574490487e-31
0.0257039578277,2.72814884745e-08,1.76019136209e-14,6.87569203205e-17,2.68581597274e-19,2.72814884745e-08,3.33499891629e-24,0,5.00741785541e-32
0.0260015956317,2.85672070967e-08,1.88607698431e-14,7.36742744655e-17,2.87789986143e-19,2.85672070967e-08,3.74186630105e-24,4.93038065763e-32,4.33334237487e-34
0.026302679919,2.99135184607e-08,2.02096566222e-14,7.8943304577e-17,3.08372096748e-19,2.99135184607e-08,4.19850869913e-24,4.93519548249e-32,1.23495442859e-30
0.026607250598,3.13232781208e-08,2.16550126855e-14,8.4589162338e-17,3.30426215711e-19,3.13232781208e-08,4.71080592104e-24,4.93519548249e-32,4.43926852181e-31
0.0269153480393,3.27994762025e-08,2.32037372441e-14,9.06387969287e-17,3.54057619107e-19,3.27994762025e-08,5.28556182894e-24,4.93519548249e-32,2.35926418187e-33
0.0272270130808,3.43452437447e-08,2.48632229098e-14,9.71210855248e-17,3.79379075478e-19,3.43452437447e-08,5.93050602921e-24,4.93519548249e-32,3.08148791102e-33
0.0275422870334,3.59638593398e-08,2.66413909971e-14,1.04066969961e-16,4.06511368379e-19,3.59638593398e-08,6.65418294472e-24,1.92592994439e-34,7.90594242171e-31
0.0278612116863,3.76587560872e-08,2.85467293034e-14,1.11509605183e-16,4.35584130151e-19,3.76587560872e-08,7.46612834675e-24,1.97215226305e-31,1.23495442859e-30
0.0281838293126,3.94335288743e-08,3.05883326579e-14,1.19484516384e-16,4.66736102576e-19,3.94335288743e-08,8.37703355592e-24,1.92592994439e-34,1.98948563255e-31
0.028510182675,4.12919420015e-08,3.27759463176e-14,1.28029770201e-16,5.00116006124e-19,4.12919420015e-08,9.39924158473e-24,1.97263374554e-31,5.23852944873e-32
0.0288403150313,4.32379371644e-08,3.51200124736e-14,1.37186155412e-16,5.35883077427e-19,4.32379371644e-08,1.05461045909e-23,4.81482486097e-35,7.93675730082e-31
0.02917427014,4.52756418141e-08,3.76317200995e-14,1.46997379647e-16,5.74208150296e-19,4.52756418141e-08,1.18329081157e-23,4.93038065763e-32,1.20370621524e-33
