cavity_ev,N1_quantum_ratio,N1_classical_ratio,N1_quantum_rate_s-1,N4_quantum_ratio,N4_classical_ratio,N4_quantum_rate_s-1,N16_quantum_ratio,N16_classical_ratio,N16_quantum_rate_s-1,N64_quantum_ratio,N64_classical_ratio,N64_quantum_rate_s-1
0.2565,0.992568646408,0.994487745765,3.19241164892e-20,0.998146362879,0.998619415523,3.21035133209e-20,0.999536859103,0.99965469783,3.21482360347e-20,0.99988423164,0.999913664728,3.21594086234e-20
0.258,0.992641794705,0.994570502293,3.19264691676e-20,0.998164446539,0.998640159848,3.21040949481e-20,0.999541367072,0.999659887285,3.2148381025e-20,0.99988535782,0.999914962301,3.21594448449e-20
0.2595,0.992714169278,0.994651663693,3.19287969605e-20,0.998182345711,0.998660504267,3.21046706415e-20,0.999545829487,0.999664976696,3.21485245503e-20,0.999886472646,0.99991623486,3.21594807012e-20
0.261,0.992785775314,0.994731267023,3.19311000349e-20,0.998200061297,0.998680458054,3.21052404302e-20,0.999550246549,0.999669968385,3.21486666168e-20,0.999887576169,0.999917482983,3.2159516194e-20
0.2625,0.992856618152,0.994809348342,3.19333785625e-20,0.998217594257,0.998700030238,3.21058043451e-20,0.999554618474,0.999674864607,3.21488072316e-20,0.99988866844,0.999918707236,3.21595513248e-20
0.264,0.992926703274,0.994885942744,3.19356327195e-20,0.998234945601,0.998719229604,3.21063624187e-20,0.999558945492,0.99967966756,3.21489464021e-20,0.999889749515,0.999919908168,3.21595860956e-20
0.2655,0.992996036287,0.994961084381,3.19378626864e-20,0.998252116388,0.998738064707,3.2106914685e-20,0.999563227846,0.999684379384,3.2149084136e-20,0.999890819454,0.999921086314,3.21596205082e-20
0.267,0.993064622919,0.995034806499,3.19400686473e-20,0.998269107722,0.99875654387,3.21074611795e-20,0.99956746579,0.99968900216,3.21492204416e-20,0.999891878319,0.999922242193,3.21596545646e-20
0.2685,0.993132469007,0.995107141458,3.194225079e-20,0.99828592075,0.9987746752,3.21080019391e-20,0.999571659593,0.999693537915,3.21493553274e-20,0.999892926176,0.999923376314,3.2159688267e-20
0.27,0.993199580484,0.995178120763,3.19444093053e-20,0.998302556656,0.998792466589,3.2108537002e-20,0.99957580953,0.999697988623,3.21494888024e-20,0.999893963093,0.999924489169,3.21597216175e-20
0.2715,0.993265963376,0.995247775091,3.1946544387e-20,0.99831901666,0.998809925722,3.21090664073e-20,0.999579915889,0.999702356206,3.21496208757e-20,0.99989498914,0.999925581239,3.21597546183e-20
0.273,0.993331623789,0.995316134309,3.19486562316e-20,0.998335302018,0.998827060082,3.21095901954e-20,0.999583978966,0.999706642537,3.2149751557e-20,0.999896004391,0.999926652992,3.2159787272e-20
0.2745,0.993396567903,0.995383227507,3.19507450377e-20,0.998351414013,0.998843876958,3.21101084076e-20,0.999587999066,0.999710849437,3.2149880856e-20,0.99989700892,0.999927704885,3.21598195808e-20
0.276,0.993460801962,0.995449083012,3.19528110062e-20,0.998367353957,0.998860383448,3.21106210862e-20,0.999591976501,0.999714978684,3.21500087828e-20,0.999898002804,0.99992873736,3.21598515472e-20
0.2775,0.993524332269,0.995513728419,3.19548543398e-20,0.99838312319,0.998876586469,3.21111282741e-20,0.99959591159,0.999719032006,3.21501353476e-20,0.999898986123,0.99992975085,3.21598831738e-20
0.279,0.993587165177,0.995577190605,3.1956875243e-20,0.998398723071,0.998892492757,3.21116300151e-20,0.999599804659,0.999723011088,3.21502605609e-20,0.999899958957,0.999930745777,3.21599144632e-20
0.2805,0.993649307082,0.995639495754,3.19588739213e-20,0.998414154983,0.998908108874,3.21121263537e-20,0.999603656041,0.999726917573,3.21503844334e-20,0.999900921388,0.999931722551,3.2159945418e-20
0.282,0.993710764422,0.995700669379,3.19608505818e-20,0.998429420327,0.998923441217,3.2112617335e-20,0.999607466071,0.99973075306,3.21505069759e-20,0.9999018735,0.999932681572,3.21599760409e-20
0.2835,0.993771543662,0.995760736337,3.19628054325e-20,0.998444520523,0.998938496015,3.21131030046e-20,0.999611235092,0.999734519108,3.21506281994e-20,0.999902815377,0.999933623231,3.21600063346e-20
0.285,0.993831651295,0.99581972085,3.19647386823e-20,0.998459457003,0.998953279343,3.21135834086e-20,0.999614963451,0.999738217236,3.21507481151e-20,0.999903747105,0.999934547906,3.21600363019e-20
0.2865,0.993891093836,0.995877646525,3.19666505406e-20,0.998474231216,0.998967797119,3.21140585935e-20,0.999618651498,0.999741848925,3.21508667343e-20,0.999904668771,0.999935455968,3.21600659456e-20
0.288,0.993949877813,0.995934536369,3.19685412174e-20,0.99848884462,0.998982055112,3.21145286064e-20,0.999622299587,0.999745415617,3.21509840682e-20,0.999905580462,0.999936347778,3.21600952684e-20
0.2895,0.994008009766,0.995990412809,3.19704109231e-20,0.998503298685,0.998996058944,3.21149934944e-20,0.999625908074,0.999748918721,3.21511001284e-20,0.999906482268,0.999937223687,3.21601242733e-20
0.291,0.994065496242,0.996045297706,3.19722598682e-20,0.998517594889,0.999009814098,3.21154533051e-20,0.999629477319,0.999752359606,3.21512149265e-20,0.999907374278,0.999938084039,3.21601529632e-20
0.2925,0.994122343788,0.996099212372,3.19740882633e-20,0.998531734719,0.999023325919,3.21159080863e-20,0.999633007684,0.999755739611,3.21513284741e-20,0.999908256581,0.999938929168,3.21601813408e-20
0.294,0.99417855895,0.996152177587,3.1975896319e-20,0.998545719666,0.999036599617,3.2116357886e-20,0.999636499532,0.999759060039,3.21514407829e-20,0.999909129267,0.9999397594,3.21602094091e-20
0.2955,0.994234148267,0.996204213612,3.19776842456e-20,0.998559551226,0.999049640275,3.21168027523e-20,0.99963995323,0.999762322162,3.21515518647e-20,0.999909992428,0.999940575053,3.21602371711e-20
0.297,0.994289118269,0.996255340204,3.1979452253e-20,0.9985732309,0.999062452847,3.21172427334e-20,0.999643369143,0.999765527218,3.21516617311e-20,0.999910846155,0.999941376436,3.21602646296e-20
0.2985,0.994343475473,0.996305576634,3.19812005509e-20,0.99858676019,0.999075042167,3.21176778778e-20,0.99964674764,0.999768676418,3.21517703942e-20,0.999911690539,0.999942163853,3.21602917876e-20
0.3,0.994397226378,0.996354941693,3.19829293484e-20,0.998600140601,0.999087412948,3.21181082337e-20,0.999650089088,0.999771770941,3.21518778656e-20,0.999912525672,0.999942937597,3.21603186481e-20
