cavity_ev,N1_quantum_ratio,N1_classical_ratio,N1_quantum_rate_s-1,N4_quantum_ratio,N4_classical_ratio,N4_quantum_rate_s-1,N16_quantum_ratio,N16_classical_ratio,N16_quantum_rate_s-1,N64_quantum_ratio,N64_classical_ratio,N64_quantum_rate_s-1
0.24,0.991711657095,0.993460447711,3.18965530288e-20,0.997935076828,0.998361907566,3.20967176997e-20,0.999484225997,0.999590279314,3.21465431891e-20,0.999871085191,0.999897557522,3.21589857925e-20
0.2415,0.99179360194,0.993563515728,3.18991886316e-20,0.997955229156,0.998387742518,3.20973658617e-20,0.999489242842,0.999596742158,3.21467045466e-20,0.999872338069,0.999899173488,3.21590260889e-20
0.243,0.991874729939,0.993664505265,3.19017979622e-20,0.997975192016,0.998413056697,3.20980079298e-20,0.999494213256,0.999603074744,3.21468644106e-20,0.999873579398,0.999900756885,3.2159066014e-20
0.2445,0.991955043667,0.993763466702,3.19043811033e-20,0.997994965391,0.99843786269,3.20986439035e-20,0.999499137194,0.999609280218,3.21470227799e-20,0.999874809165,0.9999023085,3.21591055671e-20
0.246,0.99203454602,0.993860449004,3.19069381479e-20,0.998014549376,0.998462172732,3.20992737858e-20,0.99950401464,0.999615361639,3.21471796538e-20,0.999876027361,0.999903829097,3.21591447481e-20
0.2475,0.992113240197,0.99395549977,3.19094691991e-20,0.998033944172,0.998485998719,3.20998975832e-20,0.999508845604,0.999621321979,3.21473350328e-20,0.999877233989,0.999905319421,3.21591835571e-20
0.249,0.992191129681,0.994048665271,3.19119743689e-20,0.998053150076,0.99850935222,3.21005153052e-20,0.999513630126,0.999627164131,3.2147488918e-20,0.999878429056,0.999906780193,3.21592219941e-20
0.2505,0.992268218224,0.994139990499,3.19144537779e-20,0.99807216748,0.998532244482,3.21011269645e-20,0.999518368269,0.999632890906,3.21476413115e-20,0.999879612574,0.999908212117,3.21592600598e-20
0.252,0.992344509825,0.9942295192,3.19169075547e-20,0.998090996863,0.998554686447,3.21017325764e-20,0.999523060119,0.999638505039,3.21477922161e-20,0.999880784564,0.999909615877,3.21592977547e-20
0.2535,0.99242000872,0.994317293916,3.19193358357e-20,0.998109638786,0.998576688755,3.21023321591e-20,0.999527705785,0.99964400919,3.21479416353e-20,0.99988194505,0.999910992136,3.21593350795e-20
0.255,0.992494719362,0.994403356023,3.19217387639e-20,0.998128093888,0.998598261757,3.21029257329e-20,0.999532305397,0.999649405948,3.21480895732e-20,0.999883094064,0.999912341544,3.21593720354e-20
