dimensionless_reaction_q,photon_massweighted_Q,potential_ev
-1.196,-11.1,4.74663336235
-1.17,-11.1,4.5862157481
-1.144,-11.1,4.44313704835
-1.118,-11.1,4.31641530579
-1.092,-11.1,4.20509062951
-1.066,-11.1,4.10822519509
-1.04,-11.1,4.02490324457
-1.014,-11.1,3.95423108642
-0.988,-11.1,3.89533709561
-0.962,-11.1,3.84737171352
-0.936,-11.1,3.80950744803
-0.91,-11.1,3.78093887344
-0.884,-11.1,3.76088263052
-0.858,-11.1,3.74857742651
-0.832,-11.1,3.7432840351
-0.806,-11.1,3.74428529643
-0.78,-11.1,3.7508861171
-0.754,-11.1,3.76241347018
-0.728,-11.1,3.77821639517
-0.702,-11.1,3.79766599805
-0.676,-11.1,3.82015545125
-0.65,-11.1,3.84509999365
-0.624,-11.1,3.87193693061
-0.598,-11.1,3.90012563392
-0.572,-11.1,3.92914754185
-0.546,-11.1,3.95850615909
-0.52,-11.1,3.98772705684
-0.494,-11.1,4.01635787272
-0.468,-11.1,4.04396831081
-0.442,-11.1,4.07015014167
-0.416,-11.1,4.09451720228
-0.39,-11.1,4.11670539611
-0.364,-11.1,4.13637269308
-0.338,-11.1,4.15319912955
-0.312,-11.1,4.16688680836
-0.286,-11.1,4.17715989879
-0.26,-11.1,4.18376463658
-0.234,-11.1,4.18646932394
-0.208,-11.1,4.18506432953
-0.182,-11.1,4.17936208845
-0.156,-11.1,4.16919710228
-0.13,-11.1,4.15442593905
-0.104,-11.1,4.13492723325
-0.078,-11.1,4.11060168581
-0.052,-11.1,4.08137206414
-0.026,-11.1,4.0471832021
0,-11.1,4.008002
0.026,-11.1,3.96381742461
0.052,-11.1,3.91464050916
0.078,-11.1,3.86050435333
0.104,-11.1,3.80146412328
0.13,-11.1,3.73759705159
0.156,-11.1,3.66900243733
0.182,-11.1,3.595801646
0.208,-11.1,3.51813810959
0.234,-11.1,3.43617732651
0.26,-11.1,3.35010686166
0.286,-11.1,3.26013634637
0.312,-11.1,3.16649747845
0.338,-11.1,3.06944402215
0.364,-11.1,2.96925180819
0.39,-11.1,2.86621873373
0.416,-11.1,2.7606647624
0.442,-11.1,2.6529319243
0.468,-11.1,2.54338431595
0.494,-11.1,2.43240810037
0.52,-11.1,2.320411507
0.546,-11.1,2.20782483176
0.572,-11.1,2.09510043702
0.598,-11.1,1.9827127516
0.624,-11.1,1.8711582708
0.65,-11.1,1.76095555635
0.676,-11.1,1.65264523645
0.702,-11.1,1.54679000576
0.728,-11.1,1.44397462538
0.754,-11.1,1.3448059229
0.78,-11.1,1.24991279234
0.806,-11.1,1.15994619417
0.832,-11.1,1.07557915535
0.858,-11.1,0.997506769268
0.884,-11.1,0.926446195782
0.91,-11.1,0.863136661205
0.936,-11.1,0.808339458305
0.962,-11.1,0.76283794631
0.988,-11.1,0.727437550903
1.014,-11.1,0.702965764225
1.04,-11.1,0.690272144874
1.066,-11.1,0.690228317905
1.092,-11.1,0.70372797483
1.118,-11.1,0.731686873617
1.144,-11.1,0.775042838694
1.17,-11.1,0.834755760944
1.196,-11.1,0.911807597706
1.222,-11.1,1.00720237278
1.248,-11.1,1.12196617642
1.274,-11.1,1.25714716533
1.3,-11.1,1.41381556269
-1.3,-10.8,5.41934220927
-1.274,-10.8,5.18043459898
-1.248,-10.8,4.96301439713
-1.222,-10.8,4.76601138056
-1.196,-10.8,4.58837739256
-1.17,-10.8,4.42908634286
-1.144,-10.8,4.28713420768
-1.118,-10.8,4.16153902968
-1.092,-10.8,4.05134091796
-1.066,-10.8,3.9556020481
-1.04,-10.8,3.87340666214
-1.014,-10.8,3.80386106856
-0.988,-10.8,3.7460936423
-0.962,-10.8,3.69925482478
-0.936,-10.8,3.66251712384
-0.91,-10.8,3.63507511381
-0.884,-10.8,3.61614543546
-0.858,-10.8,3.60496679601
-0.832,-10.8,3.60079996916
-0.806,-10.8,3.60292779505
-0.78,-10.8,3.61065518028
-0.754,-10.8,3.62330909792
-0.728,-10.8,3.64023858747
-0.702,-10.8,3.66081475491
-0.676,-10.8,3.68443077267
-0.65,-10.8,3.71050187964
-0.624,-10.8,3.73846538115
-0.598,-10.8,3.76778064903
-0.572,-10.8,3.79792912151
-0.546,-10.8,3.82841430332
-0.52,-10.8,3.85876176563
-0.494,-10.8,3.88851914607
-0.468,-10.8,3.91725614872
-0.442,-10.8,3.94456454413
-0.416,-10.8,3.97005816931
-0.39,-10.8,3.9933729277
-0.364,-10.8,4.01416678923
-0.338,-10.8,4.03211979026
-0.312,-10.8,4.04693403363
-0.286,-10.8,4.05833368862
-0.26,-10.8,4.06606499097
-0.234,-10.8,4.0698962429
-0.208,-10.8,4.06961781304
-0.182,-10.8,4.06504213652
-0.156,-10.8,4.05600371492
-0.13,-10.8,4.04235911625
-0.104,-10.8,4.023986975
-0.078,-10.8,4.00078799213
-0.052,-10.8,3.97268493502
-0.026,-10.8,3.93962263754
0,-10.8,3.901568
0.026,-10.8,3.85850998917
0.052,-10.8,3.81045963828
0.078,-10.8,3.75745004702
0.104,-10.8,3.69953638152
0.13,-10.8,3.63679587439
0.156,-10.8,3.56932782469
0.182,-10.8,3.49725359793
0.208,-10.8,3.42071662607
0.234,-10.8,3.33988240756
0.26,-10.8,3.25493850727
0.286,-10.8,3.16609455654
0.312,-10.8,3.07358225318
0.338,-10.8,2.97765536144
0.364,-10.8,2.87858971204
0.39,-10.8,2.77668320214
0.416,-10.8,2.67225579537
0.442,-10.8,2.56564952183
0.468,-10.8,2.45722847805
0.494,-10.8,2.34737882702
0.52,-10.8,2.23650879821
0.546,-10.8,2.12504868753
0.572,-10.8,2.01345085735
0.598,-10.8,1.9021897365
0.624,-10.8,1.79176182025
0.65,-10.8,1.68268567036
0.676,-10.8,1.57550191503
0.702,-10.8,1.47077324889
0.728,-10.8,1.36908443308
0.754,-10.8,1.27104229516
0.78,-10.8,1.17727572916
0.806,-10.8,1.08843569555
0.832,-10.8,1.00519522129
0.858,-10.8,0.928249399771
0.884,-10.8,0.858315390846
0.91,-10.8,0.79613242083
0.936,-10.8,0.742461782491
0.962,-10.8,0.698086835056
0.988,-10.8,0.66381300421
1.014,-10.8,0.640467782093
1.04,-10.8,0.628900727303
1.066,-10.8,0.629983464894
1.092,-10.8,0.644609686379
1.118,-10.8,0.673695149728
1.144,-10.8,0.718177679365
1.17,-10.8,0.779017166175
1.196,-10.8,0.857195567499
1.222,-10.8,0.953716907132
1.248,-10.8,1.06960727533
1.274,-10.8,1.20591482881
1.3,-10.8,1.36370979073
-1.3,-10.5,5.25949598124
-1.274,-10.5,5.02171493551
-1.248,-10.5,4.80542129822
-1.222,-10.5,4.60954484621
-1.196,-10.5,4.43303742277
-1.17,-10.5,4.27487293763
-1.144,-10.5,4.13404736701
-1.118,-10.5,4.00957875356
-1.092,-10.5,3.90050720641
-1.066,-10.5,3.80589490111
-1.04,-10.5,3.72482607971
-1.014,-10.5,3.65640705069
-0.988,-10.5,3.599766189
-0.962,-10.5,3.55405393603
-0.936,-10.5,3.51844279966
-0.91,-10.5,3.49212735419
-0.884,-10.5,3.47432424039
-0.858,-10.5,3.46427216551
-0.832,-10.5,3.46123190322
-0.806,-10.5,3.46448629367
-0.78,-10.5,3.47334024346
-0.754,-10.5,3.48712072566
-0.728,-10.5,3.50517677977
-0.702,-10.5,3.52687951177
-0.676,-10.5,3.55162209409
-0.65,-10.5,3.57881976562
-0.624,-10.5,3.6079098317
-0.598,-10.5,3.63835166413
-0.572,-10.5,3.66962670117
-0.546,-10.5,3.70123844754
-0.52,-10.5,3.73271247441
-0.494,-10.5,3.76359641941
-0.468,-10.5,3.79345998663
-0.442,-10.5,3.8218949466
-0.416,-10.5,3.84851513634
-0.39,-10.5,3.87295645929
-0.364,-10.5,3.89487688538
-0.338,-10.5,3.91395645097
-0.312,-10.5,3.9298972589
-0.286,-10.5,3.94242347845
-0.26,-10.5,3.95128134537
-0.234,-10.5,3.95623916185
-0.208,-10.5,3.95708729655
-0.182,-10.5,3.9536381846
-0.156,-10.5,3.94572632755
-0.13,-10.5,3.93320829344
-0.104,-10.5,3.91596271676
-0.078,-10.5,3.89389029845
-0.052,-10.5,3.8669138059
-0.026,-10.5,3.83497807298
0,-10.5,3.79805
0.026,-10.5,3.75611855373
0.052,-10.5,3.7091947674
0.078,-10.5,3.6573117407
0.104,-10.5,3.60052463976
0.13,-10.5,3.5389106972
0.156,-10.5,3.47256921205
0.182,-10.5,3.40162154985
0.208,-10.5,3.32621114256
0.234,-10.5,3.2465034886
0.26,-10.5,3.16268615287
0.286,-10.5,3.07496876671
0.312,-10.5,2.98358302791
0.338,-10.5,2.88878270073
0.364,-10.5,2.79084361589
0.39,-10.5,2.69006367055
0.416,-10.5,2.58676282835
0.442,-10.5,2.48128311936
0.468,-10.5,2.37398864014
0.494,-10.5,2.26526555367
0.52,-10.5,2.15552208943
0.546,-10.5,2.04518854331
0.572,-10.5,1.93471727769
0.598,-10.5,1.82458272139
0.624,-10.5,1.71528136971
0.65,-10.5,1.60733178438
0.676,-10.5,1.5012745936
0.702,-10.5,1.39767249203
0.728,-10.5,1.29711024078
0.754,-10.5,1.20019466742
0.78,-10.5,1.10755466598
0.806,-10.5,1.01984119694
0.832,-10.5,0.937727287235
0.858,-10.5,0.861908030275
0.884,-10.5,0.79310058591
0.91,-10.5,0.732044180454
0.936,-10.5,0.679500106676
0.962,-10.5,0.636251723803
0.988,-10.5,0.603104457517
1.014,-10.5,0.580885799961
1.04,-10.5,0.570445309731
1.066,-10.5,0.572654611883
1.092,-10.5,0.588407397929
1.118,-10.5,0.618619425838
1.144,-10.5,0.664228520036
1.17,-10.5,0.726194571407
1.196,-10.5,0.805499537291
1.222,-10.5,0.903147441486
1.248,-10.5,1.02016437425
1.274,-10.5,1.15759849228
1.3,-10.5,1.31652001876
-1.3,-10.2,5.1025657532
-1.274,-10.2,4.86591127203
-1.248,-10.2,4.65074419931
-1.222,-10.2,4.45599431186
-1.196,-10.2,4.28061345297
-1.17,-10.2,4.1235755324
-1.144,-10.2,3.98387652634
-1.118,-10.2,3.86053447745
-1.092,-10.2,3.75258949486
-1.066,-10.2,3.65910375412
-1.04,-10.2,3.57916149728
-1.014,-10.2,3.51186903282
-0.988,-10.2,3.45635473569
-0.962,-10.2,3.41176904729
-0.936,-10.2,3.37728447547
-0.91,-10.2,3.35209559456
-0.884,-10.2,3.33541904533
-0.858,-10.2,3.326493535
-0.832,-10.2,3.32457983727
-0.806,-10.2,3.32896079229
-0.78,-10.2,3.33894130664
-0.754,-10.2,3.3538483534
-0.728,-10.2,3.37303097207
-0.702,-10.2,3.39586026863
-0.676,-10.2,3.42172941551
-0.65,-10.2,3.4500536516
-0.624,-10.2,3.48027028224
-0.598,-10.2,3.51183867923
-0.572,-10.2,3.54424028084
-0.546,-10.2,3.57697859177
-0.52,-10.2,3.6095791832
-0.494,-10.2,3.64158969276
-0.468,-10.2,3.67257982454
-0.442,-10.2,3.70214134907
-0.416,-10.2,3.72988810337
-0.39,-10.2,3.75545599088
-0.364,-10.2,3.77850298153
-0.338,-10.2,3.79870911168
-0.312,-10.2,3.81577648417
-0.286,-10.2,3.82942926828
-0.26,-10.2,3.83941369976
-0.234,-10.2,3.8454980808
-0.208,-10.2,3.84747278007
-0.182,-10.2,3.84515023267
-0.156,-10.2,3.83836494019
-0.13,-10.2,3.82697347064
-0.104,-10.2,3.81085445852
-0.078,-10.2,3.78990860476
-0.052,-10.2,3.76405867678
-0.026,-10.2,3.73324950842
0,-10.2,3.697448
0.026,-10.2,3.65664311829
0.052,-10.2,3.61084589652
0.078,-10.2,3.56008943438
0.104,-10.2,3.50442889801
0.13,-10.2,3.44394152
0.156,-10.2,3.37872659942
0.182,-10.2,3.30890550178
0.208,-10.2,3.23462165904
0.234,-10.2,3.15604056965
0.26,-10.2,3.07334979848
0.286,-10.2,2.98675897688
0.312,-10.2,2.89649980264
0.338,-10.2,2.80282604002
0.364,-10.2,2.70601351974
0.39,-10.2,2.60636013896
0.416,-10.2,2.50418586132
0.442,-10.2,2.39983271689
0.468,-10.2,2.29366480223
0.494,-10.2,2.18606828033
0.52,-10.2,2.07745138064
0.546,-10.2,1.96824439908
0.572,-10.2,1.85889969802
0.598,-10.2,1.74989170629
0.624,-10.2,1.64171691917
0.65,-10.2,1.5348938984
0.676,-10.2,1.42996327218
0.702,-10.2,1.32748773517
0.728,-10.2,1.22805204848
0.754,-10.2,1.13226303968
0.78,-10.2,1.0407496028
0.806,-10.2,0.954162698317
0.832,-10.2,0.873175353177
0.858,-10.2,0.798482660778
0.884,-10.2,0.730801780974
0.91,-10.2,0.670871940079
0.936,-10.2,0.619454430862
0.962,-10.2,0.577332612549
0.988,-10.2,0.545311910824
1.014,-10.2,0.524219817828
1.04,-10.2,0.514905892159
1.066,-10.2,0.518241758872
1.092,-10.2,0.535121109479
1.118,-10.2,0.566459701948
1.144,-10.2,0.613195360707
1.17,-10.2,0.676287976639
1.196,-10.2,0.756719507084
1.222,-10.2,0.855493975839
1.248,-10.2,0.973637473159
1.274,-10.2,1.11219815576
1.3,-10.2,1.2722462468
-1.3,-9.9,4.94855152517
-1.274,-9.9,4.71302360856
-1.248,-9.9,4.49898310039
-1.222,-9.9,4.3053597775
-1.196,-9.9,4.13110548318
-1.17,-9.9,3.97519412717
-1.144,-9.9,3.83662168567
-1.118,-9.9,3.71440620134
-1.092,-9.9,3.60758778331
-1.066,-9.9,3.51522860713
-1.04,-9.9,3.43641291485
-1.014,-9.9,3.37024701495
-0.988,-9.9,3.31585928238
-0.962,-9.9,3.27240015854
-0.936,-9.9,3.23904215129
-0.91,-9.9,3.21497983494
-0.884,-9.9,3.19942985026
-0.858,-9.9,3.1916309045
-0.832,-9.9,3.19084377133
-0.806,-9.9,3.1963512909
-0.78,-9.9,3.20745836982
-0.754,-9.9,3.22349198114
-0.728,-9.9,3.24380116437
-0.702,-9.9,3.26775702549
-0.676,-9.9,3.29475273693
-0.65,-9.9,3.32420353758
-0.624,-9.9,3.35554673278
-0.598,-9.9,3.38824169434
-0.572,-9.9,3.4217698605
-0.546,-9.9,3.455634736
-0.52,-9.9,3.48936189199
-0.494,-9.9,3.52249896611
-0.468,-9.9,3.55461566244
-0.442,-9.9,3.58530375154
-0.416,-9.9,3.61417707039
-0.39,-9.9,3.64087152247
-0.364,-9.9,3.66504507768
-0.338,-9.9,3.68637777239
-0.312,-9.9,3.70457170944
-0.286,-9.9,3.71935105812
-0.26,-9.9,3.73046205415
-0.234,-9.9,3.73767299976
-0.208,-9.9,3.74077426358
-0.182,-9.9,3.73957828075
-0.156,-9.9,3.73391955282
-0.13,-9.9,3.72365464784
-0.104,-9.9,3.70866220028
-0.078,-9.9,3.68884291108
-0.052,-9.9,3.66411954766
-0.026,-9.9,3.63443694386
0,-9.9,3.599762
0.026,-9.9,3.56008368285
0.052,-9.9,3.51541302564
0.078,-9.9,3.46578312806
0.104,-9.9,3.41124915625
0.13,-9.9,3.3518883428
0.156,-9.9,3.28779998678
0.182,-9.9,3.2191054537
0.208,-9.9,3.14594817553
0.234,-9.9,3.0684936507
0.26,-9.9,2.98692944409
0.286,-9.9,2.90146518704
0.312,-9.9,2.81233257736
0.338,-9.9,2.71978537931
0.364,-9.9,2.62409942359
0.39,-9.9,2.52557260737
0.416,-9.9,2.42452489429
0.442,-9.9,2.32129831443
0.468,-9.9,2.21625696432
0.494,-9.9,2.10978700698
0.52,-9.9,2.00229667185
0.546,-9.9,1.89421625486
0.572,-9.9,1.78599811836
0.598,-9.9,1.67811669119
0.624,-9.9,1.57106846862
0.65,-9.9,1.46537201242
0.676,-9.9,1.36156795076
0.702,-9.9,1.26021897831
0.728,-9.9,1.16190985618
0.754,-9.9,1.06724741194
0.78,-9.9,0.97686053962
0.806,-9.9,0.891400199699
0.832,-9.9,0.81153941912
0.858,-9.9,0.737973291281
0.884,-9.9,0.671418976038
0.91,-9.9,0.612615699704
0.936,-9.9,0.562324755047
0.962,-9.9,0.521329501295
0.988,-9.9,0.490435364131
1.014,-9.9,0.470469835696
1.04,-9.9,0.462282474587
1.066,-9.9,0.466744905861
1.092,-9.9,0.484750821028
1.118,-9.9,0.517215978059
1.144,-9.9,0.565078201378
1.17,-9.9,0.629297381871
1.196,-9.9,0.710855476876
1.222,-9.9,0.810756510192
1.248,-9.9,0.930026572073
1.274,-9.9,1.06971381923
1.3,-9.9,1.23088847483
-1.3,-9.6,4.79745329713
-1.274,-9.6,4.56305194508
-1.248,-9.6,4.35013800148
-1.222,-9.6,4.15764124315
-1.196,-9.6,3.98451351339
-1.17,-9.6,3.82972872194
-1.144,-9.6,3.692282845
-1.118,-9.6,3.57119392523
-1.092,-9.6,3.46550207176
-1.066,-9.6,3.37426946014
-1.04,-9.6,3.29658033242
-1.014,-9.6,3.23154099709
-0.988,-9.6,3.17827982908
-0.962,-9.6,3.13594726979
-0.936,-9.6,3.1037158271
-0.91,-9.6,3.08078007531
-0.884,-9.6,3.0663566552
-0.858,-9.6,3.059684274
-0.832,-9.6,3.06002370539
-0.806,-9.6,3.06665778952
-0.78,-9.6,3.078891433
-0.754,-9.6,3.09605160887
-0.728,-9.6,3.11748735667
-0.702,-9.6,3.14256978235
-0.676,-9.6,3.17069205835
-0.65,-9.6,3.20126942357
-0.624,-9.6,3.23373918333
-0.598,-9.6,3.26756070944
-0.572,-9.6,3.30221544017
-0.546,-9.6,3.33720688022
-0.52,-9.6,3.37206060077
-0.494,-9.6,3.40632423945
-0.468,-9.6,3.43956750035
-0.442,-9.6,3.47138215401
-0.416,-9.6,3.50138203742
-0.39,-9.6,3.52920305406
-0.364,-9.6,3.55450317383
-0.338,-9.6,3.5769624331
-0.312,-9.6,3.59628293472
-0.286,-9.6,3.61218884795
-0.26,-9.6,3.62442640855
-0.234,-9.6,3.63276391871
-0.208,-9.6,3.6369917471
-0.182,-9.6,3.63692232882
-0.156,-9.6,3.63239016546
-0.13,-9.6,3.62325182503
-0.104,-9.6,3.60938594203
-0.078,-9.6,3.5906932174
-0.052,-9.6,3.56709641854
-0.026,-9.6,3.5385403793
0,-9.6,3.504992
0.026,-9.6,3.46644024741
0.052,-9.6,3.42289615477
0.078,-9.6,3.37439282174
0.104,-9.6,3.32098541449
0.13,-9.6,3.26275116561
0.156,-9.6,3.19978937415
0.182,-9.6,3.13222140563
0.208,-9.6,3.06019069202
0.234,-9.6,2.98386273174
0.26,-9.6,2.90342508969
0.286,-9.6,2.81908739721
0.312,-9.6,2.73108135209
0.338,-9.6,2.6396607186
0.364,-9.6,2.54510132744
0.39,-9.6,2.44770107578
0.416,-9.6,2.34777992726
0.442,-9.6,2.24567991196
0.468,-9.6,2.14176512642
0.494,-9.6,2.03642173363
0.52,-9.6,1.93005796307
0.546,-9.6,1.82310411063
0.572,-9.6,1.71601253869
0.598,-9.6,1.60925767608
0.624,-9.6,1.50333601808
0.65,-9.6,1.39876612643
0.676,-9.6,1.29608862934
0.702,-9.6,1.19586622145
0.728,-9.6,1.09868366388
0.754,-9.6,1.0051477842
0.78,-9.6,0.915887476442
0.806,-9.6,0.831553701081
0.832,-9.6,0.752819485063
0.858,-9.6,0.680379921785
0.884,-9.6,0.614952171102
0.91,-9.6,0.557275459329
0.936,-9.6,0.508111079233
0.962,-9.6,0.468242390041
0.988,-9.6,0.438474817438
1.014,-9.6,0.419635853563
1.04,-9.6,0.412575057016
1.066,-9.6,0.41816405285
1.092,-9.6,0.437296532578
1.118,-9.6,0.470888254169
1.144,-9.6,0.519877042049
1.17,-9.6,0.585222787103
1.196,-9.6,0.667907446669
1.222,-9.6,0.768935044545
1.248,-9.6,0.889331670987
1.274,-9.6,1.03014548271
1.3,-9.6,1.19244670287
-1.3,-9.3,4.6492710691
-1.274,-9.3,4.41599628161
-1.248,-9.3,4.20420890256
-1.222,-9.3,4.0128387088
-1.196,-9.3,3.8408375436
-1.17,-9.3,3.68717931671
-1.144,-9.3,3.55086000433
-1.118,-9.3,3.43089764912
-1.092,-9.3,3.32633236021
-1.066,-9.3,3.23622631315
-1.04,-9.3,3.15966375
-1.014,-9.3,3.09575097922
-0.988,-9.3,3.04361637577
-0.962,-9.3,3.00241038105
-0.936,-9.3,2.97130550292
-0.91,-9.3,2.94949631569
-0.884,-9.3,2.93619946014
-0.858,-9.3,2.93065364349
-0.832,-9.3,2.93211963945
-0.806,-9.3,2.93988028814
-0.78,-9.3,2.95324049618
-0.754,-9.3,2.97152723661
-0.728,-9.3,2.99408954897
-0.702,-9.3,3.02029853921
-0.676,-9.3,3.04954737978
-0.65,-9.3,3.08125130955
-0.624,-9.3,3.11484763387
-0.598,-9.3,3.14979572455
-0.572,-9.3,3.18557701983
-0.546,-9.3,3.22169502445
-0.52,-9.3,3.25767530956
-0.494,-9.3,3.2930655128
-0.468,-9.3,3.32743533826
-0.442,-9.3,3.36037655647
-0.416,-9.3,3.39150300445
-0.39,-9.3,3.42045058565
-0.364,-9.3,3.44687726998
-0.338,-9.3,3.47046309382
-0.312,-9.3,3.49091015999
-0.286,-9.3,3.50794263778
-0.26,-9.3,3.52130676294
-0.234,-9.3,3.53077083766
-0.208,-9.3,3.53612523061
-0.182,-9.3,3.5371823769
-0.156,-9.3,3.53377677809
-0.13,-9.3,3.52576500223
-0.104,-9.3,3.51302568379
-0.078,-9.3,3.49545952372
-0.052,-9.3,3.47298928942
-0.026,-9.3,3.44555981474
0,-9.3,3.413138
0.026,-9.3,3.37571281197
0.052,-9.3,3.33329528389
0.078,-9.3,3.28591851543
0.104,-9.3,3.23363767273
0.13,-9.3,3.17652998841
0.156,-9.3,3.11469476151
0.182,-9.3,3.04825335755
0.208,-9.3,2.9773492085
0.234,-9.3,2.90214781279
0.26,-9.3,2.8228367353
0.286,-9.3,2.73962560738
0.312,-9.3,2.65274612682
0.338,-9.3,2.56245205789
0.364,-9.3,2.46901923129
0.39,-9.3,2.37274554419
0.416,-9.3,2.27395096023
0.442,-9.3,2.17297750949
0.468,-9.3,2.07018928851
0.494,-9.3,1.96597246029
0.52,-9.3,1.86073525428
0.546,-9.3,1.75490796641
0.572,-9.3,1.64894295903
0.598,-9.3,1.54331466098
0.624,-9.3,1.43851956754
0.65,-9.3,1.33507624045
0.676,-9.3,1.23352530792
0.702,-9.3,1.13442946459
0.728,-9.3,1.03837347158
0.754,-9.3,0.945964156464
0.78,-9.3,0.857830413263
0.806,-9.3,0.774623202463
0.832,-9.3,0.697015551005
0.858,-9.3,0.625702552288
0.884,-9.3,0.561401366167
0.91,-9.3,0.504851218953
0.936,-9.3,0.456813403418
0.962,-9.3,0.418071278787
0.988,-9.3,0.389430270744
1.014,-9.3,0.371717871431
1.04,-9.3,0.365783639444
1.066,-9.3,0.372499199839
1.092,-9.3,0.392758244128
1.118,-9.3,0.427476530279
1.144,-9.3,0.477591882721
1.17,-9.3,0.544064192334
1.196,-9.3,0.627875416461
1.222,-9.3,0.730029578898
1.248,-9.3,0.851552769901
1.274,-9.3,0.99349314618
1.3,-9.3,1.1569209309
-1.3,-9,4.50400484106
-1.274,-9,4.27185661813
-1.248,-9,4.06119580365
-1.222,-9,3.87095217444
-1.196,-9,3.7000775738
-1.17,-9,3.54754591147
-1.144,-9,3.41235316366
-1.118,-9,3.29351737301
-1.092,-9,3.19007864866
-1.066,-9,3.10109916617
-1.04,-9,3.02566316757
-1.014,-9,2.96287696135
-0.988,-9,2.91186892246
-0.962,-9,2.8717894923
-0.936,-9,2.84181117873
-0.91,-9,2.82112855606
-0.884,-9,2.80895826507
-0.858,-9,2.80453901299
-0.832,-9,2.8071315735
-0.806,-9,2.81601878676
-0.78,-9,2.83050555936
-0.754,-9,2.84991886435
-0.728,-9,2.87360774127
-0.702,-9,2.90094329607
-0.676,-9,2.9313187012
-0.65,-9,2.96414919553
-0.624,-9,2.99887208441
-0.598,-9,3.03494673965
-0.572,-9,3.0718545995
-0.546,-9,3.10909916867
-0.52,-9,3.14620601834
-0.494,-9,3.18272278615
-0.468,-9,3.21821917616
-0.442,-9,3.25228695894
-0.416,-9,3.28453997148
-0.39,-9,3.31461411724
-0.364,-9,3.34216736613
-0.338,-9,3.36687975453
-0.312,-9,3.38845338526
-0.286,-9,3.40661242761
-0.26,-9,3.42110311733
-0.234,-9,3.43169375662
-0.208,-9,3.43817471413
-0.182,-9,3.44035842497
-0.156,-9,3.43807939073
-0.13,-9,3.43119417943
-0.104,-9,3.41958142555
-0.078,-9,3.40314183004
-0.052,-9,3.38179816029
-0.026,-9,3.35549525018
0,-9,3.3242
0.026,-9,3.28790137653
0.052,-9,3.24661041301
0.078,-9,3.20036020911
0.104,-9,3.14920593098
0.13,-9,3.09322481121
0.156,-9,3.03251614888
0.182,-9,2.96720130948
0.208,-9,2.89742372499
0.234,-9,2.82334889384
0.26,-9,2.74516438091
0.286,-9,2.66307981755
0.312,-9,2.57732690155
0.338,-9,2.48815939717
0.364,-9,2.39585313514
0.39,-9,2.3007060126
0.416,-9,2.2030379932
0.442,-9,2.10319110702
0.468,-9,2.0015294506
0.494,-9,1.89843918694
0.52,-9,1.7943285455
0.546,-9,1.68962782218
0.572,-9,1.58478937936
0.598,-9,1.48028764587
0.624,-9,1.376619117
0.65,-9,1.27430235447
0.676,-9,1.1738779865
0.702,-9,1.07590870773
0.728,-9,0.980979279282
0.754,-9,0.889696528724
0.78,-9,0.802689350084
0.806,-9,0.720608703845
0.832,-9,0.644127616948
0.858,-9,0.573941182791
0.884,-9,0.510766561231
0.91,-9,0.455342978578
0.936,-9,0.408431727603
0.962,-9,0.370816167533
0.988,-9,0.343301724051
1.014,-9,0.326715889298
1.04,-9,0.321908221872
1.066,-9,0.329750346828
1.092,-9,0.351135955677
1.118,-9,0.38698080639
1.144,-9,0.438222723392
1.17,-9,0.505821597566
1.196,-9,0.590759386254
1.222,-9,0.694040113252
1.248,-9,0.816689868815
1.274,-9,0.959756809655
1.3,-9,1.12431115894
-1.3,-8.7,4.36165461302
-1.274,-8.7,4.13063295466
-1.248,-8.7,3.92109870474
-1.222,-8.7,3.73198164009
-1.196,-8.7,3.56223360401
-1.17,-8.7,3.41082850624
-1.144,-8.7,3.27676232299
-1.118,-8.7,3.1590530969
-1.092,-8.7,3.05674093711
-1.066,-8.7,2.96888801918
-1.04,-8.7,2.89457858514
-1.014,-8.7,2.83291894348
-0.988,-8.7,2.78303746916
-0.962,-8.7,2.74408460356
-0.936,-8.7,2.71523285454
-0.91,-8.7,2.69567679644
-0.884,-8.7,2.68463307001
-0.858,-8.7,2.68134038249
-0.832,-8.7,2.68505950756
-0.806,-8.7,2.69507328538
-0.78,-8.7,2.71068662253
-0.754,-8.7,2.73122649209
-0.728,-8.7,2.75604193357
-0.702,-8.7,2.78450405293
-0.676,-8.7,2.81600602262
-0.65,-8.7,2.84996308151
-0.624,-8.7,2.88581253496
-0.598,-8.7,2.92301375475
-0.572,-8.7,2.96104817916
-0.546,-8.7,2.9994193129
-0.52,-8.7,3.03765272713
-0.494,-8.7,3.07529605949
-0.468,-8.7,3.11191901407
-0.442,-8.7,3.14711336141
-0.416,-8.7,3.18049293851
-0.39,-8.7,3.21169364883
-0.364,-8.7,3.24037346228
-0.338,-8.7,3.26621241524
-0.312,-8.7,3.28891261053
-0.286,-8.7,3.30819821744
-0.26,-8.7,3.32381547172
-0.234,-8.7,3.33553267557
-0.208,-8.7,3.34314019764
-0.182,-8.7,3.34645047305
-0.156,-8.7,3.34529800337
-0.13,-8.7,3.33953935662
-0.104,-8.7,3.3290531673
-0.078,-8.7,3.31374013635
-0.052,-8.7,3.29352303117
-0.026,-8.7,3.26834668562
0,-8.7,3.238178
0.026,-8.7,3.2030059411
0.052,-8.7,3.16284154213
0.078,-8.7,3.11771790279
0.104,-8.7,3.06769018922
0.13,-8.7,3.01283563402
